readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),Total Reactive Power (kVAR),Total Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),System Power Factor,Temperature (°C),Humidity (%),Door Status,df2_time,compressor_on,heater_on,door_status,fan_status
2025-09-23 19:06:40,693.0,2.45,239.63,5.29,240.04,239.53,239.33,415.32,414.7,415.15,413.63,5.61,4.36,5.89,2.86,3.76,0.64,0.65,0.62,0.66,49.92,-2,947,0.65,-17.7,71.6,1,2025-09-23 19:06:40,1,0,1,0
2025-09-23 19:07:25,693.0,2.44,239.72,5.26,240.09,239.67,239.39,415.48,414.88,414.4,414.36,5.38,4.5,5.9,2.88,3.77,0.64,0.65,0.57,0.69,50.1,-2,947,0.65,-17.8,71.5,1,2025-09-23 19:07:25,1,0,1,0
2025-09-23 19:08:10,693.0,2.45,239.16,5.26,239.92,239.17,238.38,414.9,414.09,414.61,414.54,5.78,4.66,5.35,2.88,3.81,0.65,0.64,0.63,0.67,49.93,0,947,0.65,-17.8,71.5,1,2025-09-23 19:08:10,1,0,1,0
2025-09-23 19:08:55,693.0,2.46,239.3,5.3,240.07,239.26,238.57,415.11,413.81,414.52,414.48,5.6,4.38,5.92,2.84,3.79,0.64,0.66,0.57,0.69,49.9,0,947,0.65,-17.8,71.6,1,2025-09-23 19:08:55,1,0,1,0
2025-09-23 19:09:40,693.0,2.45,239.35,5.29,239.96,239.25,238.84,415.01,414.04,414.65,414.57,5.73,4.3,5.91,2.85,3.79,0.64,0.64,0.62,0.66,49.87,0,947,0.65,-17.8,71.5,1,2025-09-23 19:09:40,1,0,1,0
2025-09-23 19:10:25,693.0,2.44,239.42,5.27,239.3,238.59,238.19,415.32,413.95,414.77,414.68,5.83,4.31,5.68,2.83,3.75,0.64,0.66,0.58,0.67,49.94,0,947,0.65,-17.8,71.5,1,2025-09-23 19:10:25,1,0,1,0
2025-09-23 19:11:10,693.0,2.45,239.51,5.25,240.25,239.42,238.97,415.31,414.3,414.92,414.84,5.47,4.78,5.51,2.84,3.78,0.65,0.63,0.62,0.69,49.9,0,947,0.65,-17.8,71.2,1,2025-09-23 19:11:10,1,0,1,0
2025-09-23 19:11:55,693.0,2.44,239.55,5.25,240.08,239.43,239.13,415.27,414.75,415.15,415.1,5.67,4.69,5.41,2.87,3.83,0.65,0.64,0.62,0.68,49.98,0,947,0.65,-17.8,71.4,1,2025-09-23 19:11:55,1,0,1,0
2025-09-23 19:12:40,694.0,2.44,238.84,5.26,239.58,238.58,238.37,414.77,413.82,414.61,414.4,5.42,4.75,5.62,2.91,3.79,0.65,0.63,0.61,0.7,49.94,0,947,0.64,-17.8,71.4,1,2025-09-23 19:12:40,1,0,1,0
2025-09-23 19:13:25,694.0,2.44,238.74,5.24,239.38,238.74,238.1,414.06,415.25,415.89,415.69,5.36,4.59,5.77,2.86,3.79,0.65,0.64,0.6,0.7,49.92,0,947,0.65,-17.8,71.4,1,2025-09-23 19:13:25,1,0,1,0
2025-09-23 19:14:10,,2.45,239.37,5.27,239.87,239.27,238.98,414.95,414.18,414.7,414.61,5.35,4.6,5.85,2.86,3.77,0.64,0.64,0.59,0.7,49.92,0,947,0.65,-17.8,71.3,1,2025-09-23 19:14:10,1,0,1,0
2025-09-23 19:14:55,694.0,2.43,239.88,5.27,240.57,239.62,239.45,415.86,414.89,415.71,415.48,5.35,4.7,5.34,2.85,3.77,0.65,0.64,0.62,0.67,49.99,0,948,0.65,-17.8,71.2,1,2025-09-23 19:14:55,1,0,1,0
2025-09-23 19:15:40,694.0,2.45,239.14,5.26,239.79,239.0,238.63,414.64,413.09,413.45,413.56,5.74,4.67,5.37,2.82,3.78,0.65,0.65,0.59,0.7,49.86,0,948,0.65,-17.8,71.2,1,2025-09-23 19:15:40,1,0,1,0
2025-09-23 19:16:25,694.0,2.45,239.56,5.29,240.21,239.46,239.02,415.41,414.38,415.03,414.94,5.83,4.62,5.32,2.87,3.77,0.64,0.67,0.59,0.67,50.01,0,948,0.65,-17.9,71.1,1,2025-09-23 19:16:25,1,0,1,0
2025-09-23 19:17:10,694.0,2.44,238.4,5.24,241.54,237.72,235.93,415.06,410.19,412.77,412.06,5.92,4.05,5.74,2.86,3.71,0.65,0.68,0.63,0.65,49.92,0,948,0.65,-17.9,71.0,1,2025-09-23 19:17:10,1,0,1,0
2025-09-23 19:17:55,694.0,2.44,238.54,5.24,241.69,237.7,236.23,415.17,410.44,413.9,413.17,5.7,4.47,5.31,2.79,3.77,0.66,0.65,0.67,0.65,49.83,0,948,0.66,-17.9,71.5,1,2025-09-23 19:17:55,1,0,1,0
2025-09-23 19:18:40,694.0,2.48,238.45,5.31,241.6,237.82,235.92,414.19,409.25,412.76,412.07,6.11,4.06,5.75,2.83,3.72,0.65,0.68,0.63,0.64,49.86,0,948,0.66,-17.8,72.7,1,2025-09-23 19:18:40,1,0,1,0
2025-09-23 19:19:25,694.0,2.55,237.98,3.62,241.08,234.82,238.04,412.15,409.51,414.93,412.2,0.0,10.87,0.0,0.0,2.54,,,1.0,,49.98,0,948,1.0,-17.7,74.2,1,2025-09-23 19:19:25,0,1,1,0
2025-09-23 19:20:10,694.0,2.55,237.45,3.61,240.51,234.27,237.56,411.18,408.62,414.02,411.75,0.0,10.84,0.0,0.0,2.53,,,1.0,,49.8,0,948,1.0,-17.1,75.8,1,2025-09-23 19:20:10,0,1,1,0
2025-09-23 19:20:55,694.0,2.54,237.47,3.6,240.56,234.32,237.54,412.03,409.44,414.83,412.1,0.0,10.81,0.0,0.0,2.53,,,1.0,,49.95,0,948,1.0,-17.0,77.6,1,2025-09-23 19:20:55,0,1,1,0
2025-09-23 19:21:40,694.0,2.54,238.12,3.6,240.85,234.56,237.89,412.37,409.78,415.19,412.45,0.0,10.79,0.0,0.0,2.52,,,1.0,,49.96,0,948,1.0,-16.3,79.4,1,2025-09-23 19:21:40,0,1,1,0
2025-09-23 19:22:25,694.0,2.52,238.06,3.58,241.18,234.88,238.11,412.29,409.62,415.08,412.33,0.0,10.73,0.0,0.0,2.52,,,1.0,,49.95,0,948,1.0,-15.5,81.3,1,2025-09-23 19:22:25,0,1,1,0
2025-09-23 19:23:10,694.0,2.52,237.79,3.57,240.87,234.62,237.87,411.8,409.19,414.6,411.86,0.0,10.71,0.0,0.0,2.51,,,1.0,,49.84,0,948,1.0,-14.8,82.6,1,2025-09-23 19:23:10,0,1,1,0
2025-09-23 19:23:55,694.0,2.51,237.63,3.56,241.15,234.92,238.11,411.55,408.92,414.33,411.6,0.0,10.69,0.0,0.0,2.5,,,1.0,,50.04,0,948,1.0,-14.6,84.5,1,2025-09-23 19:23:55,0,1,1,0
2025-09-23 19:24:40,694.0,2.51,237.99,3.56,241.06,234.88,238.04,412.19,409.56,414.92,412.22,0.0,10.69,0.0,0.0,2.51,,,1.0,,49.94,0,948,1.0,-13.9,85.8,1,2025-09-23 19:24:40,0,1,1,0
2025-09-23 19:25:25,694.0,2.51,237.96,3.55,241.05,234.8,238.03,412.11,409.49,414.9,412.16,0.0,10.66,0.0,0.0,2.51,,,1.0,,49.89,0,948,1.0,-13.1,87.3,1,2025-09-23 19:25:25,0,1,1,0
2025-09-23 19:26:10,694.0,2.5,238.2,3.55,240.84,234.67,238.25,412.53,409.93,415.26,412.57,0.0,10.66,0.0,0.0,2.5,,,1.0,,49.92,0,948,1.0,-12.3,88.5,1,2025-09-23 19:26:10,0,1,1,0
2025-09-23 19:26:55,694.0,2.5,237.56,3.55,240.6,234.42,237.66,411.39,408.84,414.19,411.47,0.0,10.63,0.0,0.0,2.5,,,1.0,,50.04,0,948,1.0,-11.6,89.5,1,2025-09-23 19:26:55,0,1,1,0
2025-09-23 19:27:40,694.0,2.5,237.86,3.55,240.92,234.71,237.96,411.92,409.35,414.72,412.0,0.0,10.64,0.0,0.0,2.48,,,1.0,,49.94,0,948,1.0,-10.8,90.4,1,2025-09-23 19:27:40,0,1,1,0
2025-09-23 19:28:25,694.0,2.49,237.61,3.54,240.68,234.48,237.66,411.51,408.89,414.26,411.55,0.0,10.62,0.0,0.0,2.5,,,1.0,,49.85,0,948,1.0,-10.0,91.1,1,2025-09-23 19:28:25,0,1,1,0
2025-09-23 19:29:10,694.0,2.49,237.81,3.55,240.87,234.65,237.91,411.82,409.25,414.64,411.9,0.0,10.63,0.0,0.0,2.5,,,1.0,,49.87,0,948,1.0,-9.3,91.7,1,2025-09-23 19:29:10,0,1,1,0
2025-09-23 19:29:55,694.0,2.5,238.13,3.54,241.16,235.0,238.22,412.38,409.82,414.53,411.84,0.0,10.62,0.0,0.0,2.5,,,1.0,,49.85,0,948,1.0,-8.5,92.3,1,2025-09-23 19:29:55,0,1,1,0
2025-09-23 19:30:40,694.0,2.5,237.74,3.54,240.82,234.62,237.77,411.2,408.65,413.99,411.28,0.0,10.62,0.0,0.0,2.5,,,1.0,,49.77,0,948,1.0,-7.7,92.9,1,2025-09-23 19:30:40,0,1,1,0
2025-09-23 19:31:25,694.0,2.5,238.03,3.55,241.08,235.31,237.69,412.58,409.63,414.63,411.69,0.0,10.65,0.0,0.0,2.5,,,1.0,,49.99,0,948,1.0,-6.9,93.3,1,2025-09-23 19:31:25,0,1,1,0
2025-09-23 19:32:10,694.0,2.51,238.08,3.55,241.15,235.36,237.74,412.68,409.08,414.08,411.74,0.0,10.66,0.0,0.0,2.51,,,1.0,,49.97,0,948,1.0,-6.2,93.6,1,2025-09-23 19:32:10,0,1,1,0
2025-09-23 19:32:55,694.0,2.51,238.17,3.55,240.79,235.51,238.16,412.56,410.18,414.85,412.53,0.0,10.65,0.0,0.0,2.51,,,1.0,,49.89,0,948,1.0,-5.4,94.1,1,2025-09-23 19:32:55,0,1,1,0
2025-09-23 19:33:40,694.0,2.49,237.42,3.54,240.48,234.27,237.52,411.16,408.59,415.34,412.64,0.0,10.63,0.0,0.0,2.49,,,1.0,,50.07,0,948,1.0,-4.6,94.3,1,2025-09-23 19:33:40,0,1,1,0
2025-09-23 19:34:25,694.0,2.5,237.95,3.54,241.17,234.96,238.0,412.11,409.47,414.86,412.15,0.0,10.62,0.0,0.0,2.49,,,1.0,,50.0,0,948,1.0,-3.9,94.6,1,2025-09-23 19:34:25,0,1,1,0
2025-09-23 19:35:10,694.0,2.5,237.95,3.55,240.97,234.79,238.08,412.03,409.52,414.87,412.14,0.0,10.65,0.0,0.0,2.5,,,1.0,,49.97,0,948,1.0,-3.7,95.1,1,2025-09-23 19:35:10,0,1,1,0
2025-09-23 19:35:55,695.0,2.5,237.78,3.55,240.8,234.67,237.87,411.38,408.79,414.12,411.43,0.0,10.64,0.0,0.0,2.49,,,1.0,,49.82,0,948,1.0,-2.9,95.2,1,2025-09-23 19:35:55,0,1,1,0
2025-09-23 19:36:40,695.0,2.5,238.14,3.54,241.2,234.99,238.23,412.4,409.82,415.2,412.48,0.0,10.62,0.0,0.0,2.5,,,1.0,,49.92,0,949,1.0,-2.2,95.6,1,2025-09-23 19:36:40,0,1,1,0
2025-09-23 19:37:25,695.0,2.49,238.09,3.54,241.13,234.96,238.19,412.32,409.76,415.11,412.4,0.0,10.61,0.0,0.0,2.5,,,1.0,,49.86,0,949,1.0,-1.4,95.8,1,2025-09-23 19:37:25,0,1,1,0
2025-09-23 19:38:10,695.0,2.49,238.07,3.55,241.12,234.93,238.17,412.28,409.72,415.08,412.36,0.0,10.64,0.0,0.0,2.49,,,1.0,,49.87,0,949,1.0,-0.6,96.0,1,2025-09-23 19:38:10,0,1,1,0
2025-09-23 19:38:55,695.0,2.53,238.08,3.56,240.42,236.17,237.64,412.74,410.33,414.01,412.36,0.0,10.68,0.0,0.0,2.53,,,1.0,,49.87,0,949,1.0,0.1,96.2,1,2025-09-23 19:38:55,0,1,1,0
2025-09-23 19:39:40,695.0,0.0,239.36,0.0,239.96,239.34,238.79,415.09,414.07,414.61,414.52,0.0,0.0,0.0,0.0,0.0,,,,,49.87,0,949,,0.9,96.5,1,2025-09-23 19:39:40,0,0,1,0
2025-09-23 19:40:25,695.0,0.0,239.24,0.0,239.93,239.25,238.55,414.98,414.53,415.11,415.13,0.0,0.0,0.0,0.0,0.0,,,,,49.87,0,949,,1.6,96.7,1,2025-09-23 19:40:25,0,0,1,0
2025-09-23 19:41:10,695.0,2.86,239.05,5.63,239.01,239.67,238.22,414.77,413.87,413.51,414.05,6.36,5.59,4.94,2.79,4.06,0.71,0.74,0.7,0.68,49.92,0,949,0.71,2.4,96.9,1,2025-09-23 19:41:10,1,0,1,0
2025-09-23 19:41:55,695.0,2.82,238.91,5.55,239.12,239.24,238.38,414.27,413.63,413.53,413.81,6.73,5.43,5.24,2.85,4.01,0.69,0.74,0.69,0.65,49.81,0,949,0.7,2.6,97.0,1,2025-09-23 19:41:55,1,0,1,0
2025-09-23 19:42:40,695.0,2.75,238.89,5.48,239.08,239.48,238.12,414.45,412.99,412.77,413.07,6.09,5.5,4.85,2.84,3.96,0.69,0.73,0.68,0.67,49.98,0,949,0.7,2.4,96.9,1,2025-09-23 19:42:40,1,0,1,0
2025-09-23 19:43:25,695.0,2.67,239.36,5.42,239.5,240.15,239.06,414.83,414.46,414.44,414.58,5.98,4.9,5.39,2.78,3.86,0.68,0.72,0.68,0.63,50.07,0,949,0.69,0.3,96.0,1,2025-09-23 19:43:25,1,0,1,0
2025-09-23 19:44:10,695.0,3.14,239.9,5.96,240.17,240.16,239.36,415.98,415.28,415.29,415.51,6.02,5.35,6.52,2.88,4.28,0.73,0.74,0.71,0.74,50.13,0,949,0.74,-1.5,94.7,1,2025-09-23 19:44:10,1,0,1,0
2025-09-23 19:44:55,695.0,3.01,239.71,5.86,240.13,239.91,239.09,415.73,414.83,415.02,415.19,6.25,4.83,6.49,2.86,4.2,0.71,0.71,0.7,0.72,50.0,0,949,0.72,-3.1,89.4,1,2025-09-23 19:44:55,1,0,1,0
2025-09-23 19:45:40,695.0,2.93,238.79,5.78,239.65,238.69,238.02,414.25,412.84,413.68,413.59,6.03,4.63,6.39,2.91,4.14,0.71,0.72,0.7,0.72,50.01,0,949,0.71,-4.6,81.5,1,2025-09-23 19:45:40,1,0,1,0
2025-09-23 19:46:25,695.0,2.85,238.75,5.72,239.69,239.05,237.79,414.37,412.68,413.55,413.53,6.36,4.69,6.11,2.84,4.08,0.69,0.7,0.68,0.7,49.81,0,949,0.7,-6.0,76.7,1,2025-09-23 19:46:25,1,0,1,0
2025-09-23 19:47:10,695.0,2.82,239.71,5.66,240.28,239.46,239.38,415.47,414.69,415.4,415.18,5.88,4.74,6.36,2.93,4.04,0.69,0.71,0.65,0.7,49.88,0,949,0.69,-6.9,74.5,1,2025-09-23 19:47:10,1,0,1,0
2025-09-23 19:47:55,695.0,2.78,239.66,5.6,239.6,239.52,239.38,415.35,414.74,415.22,415.1,5.7,4.94,6.15,2.9,4.02,0.69,0.7,0.64,0.71,49.97,0,949,0.69,-7.7,73.1,1,2025-09-23 19:47:55,1,0,1,0
2025-09-23 19:48:40,695.0,2.72,239.65,5.56,240.18,239.53,239.25,415.44,414.64,415.2,415.09,5.81,4.6,6.28,2.9,3.98,0.68,0.7,0.64,0.72,49.77,0,949,0.68,-8.4,73.2,1,2025-09-23 19:48:40,1,0,1,0
2025-09-23 19:49:25,695.0,2.71,238.84,5.55,239.41,238.82,238.29,414.16,413.19,413.83,413.99,6.23,4.65,5.77,2.85,4.02,0.68,0.68,0.67,0.69,50.08,0,949,0.69,-9.1,73.3,1,2025-09-23 19:49:25,1,0,1,0
2025-09-23 19:50:10,695.0,2.69,239.53,5.52,240.15,239.76,239.15,415.3,414.69,414.66,414.88,6.09,4.85,5.63,2.86,3.99,0.68,0.67,0.67,0.71,49.86,0,949,0.68,-9.2,73.6,1,2025-09-23 19:50:10,1,0,1,0
2025-09-23 19:50:55,695.0,2.66,239.4,5.48,239.69,239.46,239.04,414.96,414.39,414.59,414.65,5.53,4.83,6.08,2.86,3.98,0.67,0.69,0.62,0.71,49.81,2,949,0.68,-9.9,73.8,1,2025-09-23 19:50:55,1,0,1,0
2025-09-23 19:51:40,695.0,2.68,239.08,5.52,239.46,239.08,238.7,414.43,414.22,414.71,414.69,6.23,4.55,5.79,2.88,3.97,0.67,0.7,0.62,0.7,49.96,2,949,0.68,-10.1,74.1,1,2025-09-23 19:51:40,1,0,1,0
2025-09-23 19:52:25,695.0,2.65,239.52,5.46,239.76,239.75,239.06,414.83,414.25,414.58,414.55,5.56,4.69,6.12,2.86,3.91,0.67,0.69,0.61,0.71,50.03,2,949,0.68,-10.7,74.4,1,2025-09-23 19:52:25,1,0,1,0
2025-09-23 19:53:10,695.0,2.65,239.46,5.49,239.78,239.54,239.07,415.1,414.49,414.7,414.76,6.04,4.88,5.54,2.88,3.94,0.68,0.66,0.66,0.7,49.77,2,949,0.68,-10.8,74.7,1,2025-09-23 19:53:10,1,0,1,0
2025-09-23 19:53:55,695.0,2.64,239.44,5.47,240.05,239.34,239.07,415.03,414.32,414.8,414.72,5.65,4.6,6.15,2.87,3.94,0.67,0.69,0.61,0.7,49.84,2,950,0.68,-11.5,74.8,1,2025-09-23 19:53:55,1,0,1,0
2025-09-23 19:54:40,695.0,2.64,238.95,5.43,239.72,239.67,238.49,414.45,413.45,413.71,413.87,5.7,4.56,6.04,2.84,3.87,0.67,0.69,0.61,0.7,49.86,2,950,0.68,-11.6,75.0,1,2025-09-23 19:54:40,1,0,1,0
2025-09-23 19:55:25,695.0,2.61,239.72,5.44,239.79,239.84,239.12,415.74,415.16,414.74,415.21,5.9,4.9,5.53,2.86,3.91,0.67,0.66,0.65,0.71,50.02,2,950,0.67,-11.6,75.0,1,2025-09-23 19:55:25,1,0,1,0
2025-09-23 19:56:10,695.0,2.61,239.52,5.41,239.57,240.08,238.9,415.39,414.81,414.94,415.28,5.43,4.84,5.97,2.85,3.89,0.67,0.68,0.61,0.72,50.1,2,950,0.68,-12.3,75.2,1,2025-09-23 19:56:10,1,0,1,0
2025-09-23 19:56:55,695.0,2.61,238.96,5.39,239.64,238.89,238.34,414.42,413.29,414.92,414.79,5.5,4.78,5.9,2.9,3.89,0.67,0.68,0.62,0.71,49.91,2,950,0.67,-12.3,75.2,1,2025-09-23 19:56:55,1,0,1,0
2025-09-23 19:57:40,695.0,2.61,239.73,5.45,239.53,239.65,239.21,415.67,414.7,415.29,415.22,6.05,4.41,5.88,2.9,3.9,0.67,0.69,0.63,0.68,49.94,2,950,0.67,-12.4,75.2,1,2025-09-23 19:57:40,1,0,1,0
2025-09-23 19:58:25,695.0,2.59,238.98,5.43,239.38,239.08,238.48,414.36,413.58,413.84,413.93,6.01,4.38,5.91,2.88,3.92,0.66,0.69,0.62,0.68,49.81,2,950,0.67,-12.4,75.1,1,2025-09-23 19:58:25,1,0,1,0
2025-09-23 19:59:10,695.0,2.59,239.44,5.41,239.81,239.5,239.0,415.09,414.39,414.66,414.72,6.01,4.74,5.46,2.86,3.91,0.67,0.66,0.65,0.69,49.98,2,950,0.67,-13.1,75.3,1,2025-09-23 19:59:10,1,0,1,0
2025-09-23 19:59:55,696.0,2.59,239.25,5.4,239.55,239.62,238.57,414.97,414.13,414.72,414.79,5.72,4.94,5.54,2.86,3.9,0.66,0.65,0.64,0.7,49.98,2,950,0.67,-13.1,75.3,1,2025-09-23 19:59:55,1,0,1,0
2025-09-23 20:00:40,696.0,2.58,239.33,5.42,239.77,239.42,238.81,414.99,413.71,413.93,414.13,5.99,4.79,5.49,2.87,3.9,0.66,0.66,0.64,0.69,49.98,2,950,0.67,-13.2,75.5,1,2025-09-23 20:00:40,1,0,1,0
2025-09-23 20:01:25,696.0,2.56,238.68,5.37,239.35,238.73,237.97,414.03,412.83,413.37,413.41,5.82,4.9,5.59,2.9,3.91,0.66,0.68,0.62,0.68,49.83,2,950,0.67,-13.2,75.6,1,2025-09-23 20:01:25,1,0,1,0
2025-09-23 20:02:10,696.0,2.57,239.16,5.42,239.81,239.52,238.8,414.74,413.72,414.25,414.24,5.48,4.7,6.07,2.87,3.85,0.66,0.67,0.59,0.7,49.9,2,950,0.67,-13.8,75.5,1,2025-09-23 20:02:10,1,0,1,0
2025-09-23 20:02:55,696.0,2.56,239.12,5.37,239.89,238.95,238.53,414.69,413.51,414.32,414.17,5.98,4.41,5.72,2.83,3.85,0.65,0.68,0.62,0.67,49.97,2,950,0.67,-13.9,75.5,1,2025-09-23 20:02:55,1,0,1,0
2025-09-23 20:03:40,696.0,2.57,239.34,5.4,240.12,239.01,238.88,414.94,414.04,414.53,414.5,5.69,4.43,6.08,2.85,3.87,0.65,0.68,0.59,0.69,49.92,2,950,0.67,-13.9,75.5,1,2025-09-23 20:03:40,1,0,1,0
2025-09-23 20:04:25,696.0,2.55,239.58,5.37,240.14,239.43,239.16,415.32,414.47,415.09,414.96,5.86,4.78,5.48,2.84,3.86,0.66,0.65,0.64,0.69,49.84,2,950,0.67,-14.0,75.2,1,2025-09-23 20:04:25,1,0,1,0
2025-09-23 20:05:10,696.0,0.0,233.54,0.0,236.61,232.28,231.73,406.08,401.84,405.6,404.51,0.0,0.0,0.0,0.0,0.0,,,,,50.02,2,950,,-14.0,75.2,1,2025-09-23 20:05:10,0,0,1,0
2025-09-23 20:05:55,696.0,0.0,232.53,0.0,236.19,232.02,229.39,405.49,399.59,403.22,402.77,0.0,0.0,0.0,0.0,0.0,,,,,50.01,2,950,,-14.0,75.7,1,2025-09-23 20:05:55,0,0,1,0
2025-09-23 20:06:40,696.0,0.34,232.46,0.5,235.95,232.42,229.0,405.62,399.61,402.67,402.63,0.0,0.0,1.49,0.05,0.34,,,,0.99,50.01,2,950,0.99,-14.0,76.9,1,2025-09-23 20:06:40,0,0,1,1
2025-09-23 20:07:25,696.0,2.66,229.68,5.29,233.31,230.12,225.62,401.35,394.69,397.24,397.61,5.94,4.26,5.67,2.44,3.64,0.73,0.72,0.73,0.74,50.0,2,950,0.74,-13.9,78.3,1,2025-09-23 20:07:25,1,0,1,0
2025-09-23 20:08:10,696.0,2.54,230.09,5.13,234.0,230.33,225.93,402.13,395.01,398.58,398.53,5.35,4.44,5.6,2.46,3.53,0.71,0.71,0.69,0.73,50.04,2,950,0.72,-13.8,79.5,1,2025-09-23 20:08:10,1,0,1,0
2025-09-23 20:08:55,696.0,2.54,228.56,5.11,232.06,229.14,224.49,399.41,392.86,395.4,395.89,5.69,4.12,5.6,2.41,3.5,0.72,0.72,0.69,0.75,50.02,2,950,0.72,-13.2,80.4,1,2025-09-23 20:08:55,1,0,1,0
2025-09-23 20:09:40,696.0,2.51,228.71,5.07,232.03,229.48,224.61,399.68,393.26,395.48,396.14,5.78,4.09,5.52,2.41,3.48,0.71,0.71,0.69,0.74,50.02,2,950,0.72,-13.8,80.3,1,2025-09-23 20:09:40,1,0,1,0
2025-09-23 20:10:25,696.0,2.51,228.29,5.1,231.69,228.76,224.41,398.76,392.46,395.01,395.37,5.82,4.24,5.23,2.38,3.49,0.72,0.71,0.72,0.74,50.02,2,950,0.73,-13.9,79.3,1,2025-09-23 20:10:25,1,0,1,0
2025-09-23 20:11:10,696.0,2.46,224.09,4.99,225.66,225.56,221.04,390.77,386.77,386.09,387.53,5.57,4.07,5.33,2.22,3.35,0.74,0.72,0.72,0.76,50.01,2,951,0.74,-13.9,78.5,1,2025-09-23 20:11:10,1,0,1,0
2025-09-23 20:11:55,696.0,2.49,223.47,5.04,225.18,225.11,220.13,389.96,385.6,385.66,387.1,5.68,4.1,5.33,2.21,3.37,0.74,0.73,0.73,0.77,49.99,2,951,0.75,-14.0,77.4,1,2025-09-23 20:11:55,1,0,1,0
2025-09-23 20:12:40,696.0,2.48,222.55,5.01,224.19,224.66,218.92,388.6,384.16,383.64,385.47,5.6,4.04,5.4,2.18,3.33,0.74,0.73,0.73,0.77,50.01,2,951,0.75,-14.0,76.7,1,2025-09-23 20:12:40,1,0,1,0
2025-09-23 20:13:25,696.0,2.47,224.88,5.01,226.23,227.84,220.57,393.24,388.35,386.95,389.51,5.65,4.34,5.03,2.25,3.36,0.73,0.72,0.72,0.75,50.0,2,951,0.74,-14.6,75.9,1,2025-09-23 20:13:25,1,0,1,0
2025-09-23 20:14:10,696.0,2.48,224.71,5.01,226.26,227.2,220.67,392.71,387.88,387.06,389.25,5.53,4.5,5.0,2.27,3.39,0.73,0.7,0.73,0.77,49.99,2,951,0.74,-14.7,75.3,1,2025-09-23 20:14:10,1,0,1,0
2025-09-23 20:14:55,696.0,2.47,224.99,4.99,226.54,227.53,220.91,392.47,389.55,388.45,390.15,5.19,4.5,5.27,2.29,3.38,0.73,0.72,0.7,0.77,50.0,2,951,0.73,-14.7,74.8,1,2025-09-23 20:14:55,1,0,1,0
2025-09-23 20:15:40,696.0,2.47,224.89,5.0,227.21,226.21,221.26,392.67,387.53,388.4,389.53,5.51,4.48,5.03,2.27,3.39,0.73,0.71,0.72,0.77,49.97,0,951,0.74,-14.8,74.1,1,2025-09-23 20:15:40,1,0,1,0
2025-09-23 20:16:25,696.0,2.48,227.43,5.08,230.9,228.12,223.28,397.53,390.93,393.35,393.94,5.85,4.21,5.17,2.36,3.47,0.72,0.7,0.73,0.73,49.94,0,951,0.73,-14.8,73.8,1,2025-09-23 20:16:25,1,0,1,0
2025-09-23 20:17:10,696.0,2.43,227.7,5.0,230.96,228.18,223.97,397.6,391.54,393.81,394.32,5.62,4.33,5.05,2.37,3.43,0.72,0.69,0.71,0.74,49.96,0,951,0.72,-15.4,73.8,1,2025-09-23 20:17:10,1,0,1,0
2025-09-23 20:17:55,696.0,2.46,227.27,5.04,230.38,227.97,223.49,397.14,390.84,392.98,393.65,5.67,4.05,5.39,2.37,3.42,0.71,0.71,0.7,0.73,49.96,0,951,0.72,-15.4,73.6,1,2025-09-23 20:17:55,1,0,1,0
2025-09-23 20:18:40,696.0,2.45,227.65,5.01,230.9,227.96,224.1,397.39,391.5,394.06,394.31,5.2,4.38,5.46,2.36,3.44,0.72,0.69,0.71,0.75,49.95,0,951,0.72,-15.5,73.5,1,2025-09-23 20:18:40,1,0,1,0
2025-09-23 20:19:25,696.0,2.44,227.63,4.98,230.54,228.19,224.16,397.27,391.75,393.79,394.27,5.23,4.5,5.22,2.37,3.41,0.71,0.69,0.69,0.75,49.95,0,951,0.72,-15.5,73.4,1,2025-09-23 20:19:25,1,0,1,0
2025-09-23 20:20:10,696.0,2.45,227.53,5.02,230.22,228.01,224.36,396.84,391.77,393.69,394.1,5.7,4.32,5.03,2.37,3.41,0.72,0.69,0.71,0.74,49.96,0,951,0.72,-15.5,73.3,1,2025-09-23 20:20:10,1,0,1,0
2025-09-23 20:20:55,696.0,2.45,227.39,4.98,230.21,227.74,224.22,396.6,391.41,393.56,393.86,5.25,4.46,5.24,2.36,3.41,0.71,0.72,0.68,0.72,49.95,0,951,0.72,-15.5,73.1,1,2025-09-23 20:20:55,1,0,1,0
2025-09-23 20:21:40,696.0,2.45,227.57,5.02,230.3,228.24,224.16,397.11,391.8,393.59,394.16,5.29,4.17,5.6,2.37,3.41,0.71,0.7,0.69,0.75,49.97,0,951,0.72,-15.6,73.0,1,2025-09-23 20:21:40,1,0,1,0
2025-09-23 20:22:25,,2.45,227.94,5.04,231.04,228.36,224.42,397.85,392.12,394.45,394.81,5.53,4.0,5.58,2.39,3.42,0.71,0.71,0.67,0.74,49.96,0,951,0.72,-15.6,73.0,1,2025-09-23 20:22:25,1,0,1,0
