readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),Total Reactive Power (kVAR),Total Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),System Power Factor,Temperature (°C),Humidity (%),Door Status,df2_time,compressor_on,heater_on,door_status,fan_status
2025-09-23 15:41:01,685.0,2.64,225.87,5.24,226.31,225.85,225.13,391.86,390.81,390.99,391.22,5.28,4.36,6.08,2.31,3.54,0.74,0.76,0.69,0.77,49.97,2,936,0.75,-7.7,73.5,1,2025-09-23 15:41:01,1,0,1,0
2025-09-23 15:41:46,685.0,2.66,226.01,5.27,225.87,226.49,225.67,391.76,391.87,391.07,391.62,5.44,4.27,6.1,2.32,3.57,0.74,0.76,0.69,0.77,49.98,2,936,0.75,-7.7,72.0,1,2025-09-23 15:41:46,1,0,1,0
2025-09-23 15:42:31,685.0,2.65,226.23,5.22,226.04,226.67,225.98,392.06,392.01,391.46,391.84,5.19,4.66,5.8,2.33,3.55,0.74,0.76,0.68,0.77,49.97,2,936,0.75,-8.5,71.7,1,2025-09-23 15:42:31,1,0,1,0
2025-09-23 15:43:16,685.0,2.66,225.97,5.26,226.2,226.47,225.43,391.87,391.36,390.97,391.4,5.8,4.31,5.66,2.33,3.56,0.75,0.75,0.71,0.78,49.95,2,936,0.75,-9.2,71.0,1,2025-09-23 15:43:16,1,0,1,0
2025-09-23 15:44:01,685.0,2.64,225.9,5.22,225.75,226.58,225.38,391.73,391.41,390.69,391.28,5.8,4.29,5.48,2.32,3.54,0.74,0.75,0.71,0.78,49.96,2,936,0.75,-10.0,69.8,1,2025-09-23 15:44:01,1,0,1,0
2025-09-23 15:44:46,685.0,2.63,228.77,5.23,229.97,228.58,227.77,397.12,395.21,396.42,396.25,5.37,4.72,5.58,2.43,3.59,0.73,0.74,0.68,0.76,49.96,2,936,0.73,-10.7,68.9,1,2025-09-23 15:44:46,1,0,1,0
2025-09-23 15:45:31,685.0,2.61,228.57,5.19,229.75,228.71,227.24,397.04,394.99,396.1,396.01,5.67,4.54,5.37,2.41,3.58,0.73,0.73,0.7,0.76,50.0,2,936,0.73,-11.5,68.5,1,2025-09-23 15:45:31,1,0,1,0
2025-09-23 15:46:16,685.0,2.61,228.54,5.21,229.98,228.38,227.26,396.95,394.6,395.98,395.78,5.25,4.4,5.99,2.41,3.56,0.72,0.74,0.67,0.75,50.01,2,936,0.74,-11.6,68.1,1,2025-09-23 15:46:16,1,0,1,0
2025-09-23 15:47:01,685.0,2.59,228.87,5.18,230.06,228.79,227.77,397.38,395.17,396.55,396.34,5.2,4.57,5.78,2.43,3.55,0.72,0.74,0.66,0.75,50.0,2,936,0.73,-12.3,68.1,1,2025-09-23 15:47:01,1,0,1,0
2025-09-23 15:47:46,685.0,2.59,228.77,5.21,229.87,228.69,227.75,397.13,395.29,396.31,396.24,5.79,4.14,5.69,2.41,3.58,0.72,0.73,0.69,0.74,49.99,2,936,0.73,-12.4,68.2,1,2025-09-23 15:47:46,1,0,1,0
2025-09-23 15:48:31,685.0,2.59,229.15,5.2,230.21,228.91,228.34,397.61,395.99,397.12,396.91,5.17,4.47,5.95,2.44,3.56,0.71,0.74,0.65,0.75,49.95,2,936,0.73,-13.1,68.6,1,2025-09-23 15:48:31,1,0,1,0
2025-09-23 15:49:16,685.0,2.56,229.1,5.18,230.1,228.9,228.29,397.51,395.94,396.98,396.81,5.6,4.09,5.97,2.43,3.55,0.71,0.74,0.65,0.74,49.94,2,936,0.73,-13.2,68.6,1,2025-09-23 15:49:16,1,0,1,0
2025-09-23 15:50:01,685.0,2.57,228.77,5.19,229.43,228.8,228.07,397.2,395.59,396.47,396.42,5.33,4.26,5.98,2.42,3.55,0.71,0.74,0.65,0.74,49.96,2,936,0.73,-13.9,69.2,1,2025-09-23 15:50:01,1,0,1,0
2025-09-23 15:50:46,685.0,2.55,229.09,5.16,229.92,228.83,228.52,397.29,396.08,397.02,396.8,5.72,4.4,5.38,2.43,3.56,0.72,0.72,0.69,0.75,49.94,2,936,0.72,-13.9,69.4,1,2025-09-23 15:50:46,1,0,1,0
2025-09-23 15:51:31,686.0,2.56,229.29,5.18,229.97,228.86,228.44,397.87,396.17,397.37,397.14,5.75,4.29,5.52,2.43,3.57,0.72,0.72,0.69,0.75,49.96,2,937,0.73,-14.0,69.7,1,2025-09-23 15:51:31,1,0,1,0
2025-09-23 15:52:16,686.0,2.54,229.24,5.15,230.34,229.24,228.13,398.01,396.11,397.05,397.06,5.7,4.37,5.39,2.43,3.56,0.72,0.72,0.69,0.75,49.97,2,937,0.72,-14.7,69.7,1,2025-09-23 15:52:16,1,0,1,0
2025-09-23 15:53:01,686.0,2.52,226.89,5.09,226.2,227.93,226.55,393.29,393.59,392.09,392.99,5.6,4.28,5.41,2.33,3.46,0.73,0.72,0.69,0.77,49.97,2,937,0.73,-14.7,70.1,1,2025-09-23 15:53:01,1,0,1,0
2025-09-23 15:53:46,686.0,2.53,226.6,5.1,225.66,227.61,226.36,392.7,393.15,391.62,392.49,5.52,4.49,5.28,2.33,3.47,0.73,0.72,0.69,0.78,49.96,2,937,0.73,-14.8,70.2,1,2025-09-23 15:53:46,1,0,1,0
2025-09-23 15:54:31,686.0,2.52,225.64,5.09,225.09,226.75,225.07,391.31,391.29,389.85,390.81,5.56,4.13,5.57,2.3,3.44,0.72,0.74,0.67,0.76,49.91,2,937,0.74,-15.4,70.3,1,2025-09-23 15:54:31,1,0,1,0
2025-09-23 15:55:16,686.0,2.53,228.87,5.13,230.7,229.01,227.29,397.78,395.17,396.3,396.42,5.69,4.4,5.3,2.41,3.53,0.72,0.71,0.69,0.75,49.94,2,937,0.72,-15.4,70.5,1,2025-09-23 15:55:16,1,0,1,0
2025-09-23 15:56:01,686.0,2.53,229.23,5.13,230.64,229.11,227.94,398.16,395.82,397.14,397.04,5.16,4.43,5.82,2.44,3.52,0.71,0.71,0.67,0.76,49.95,2,937,0.72,-15.5,70.4,1,2025-09-23 15:56:01,1,0,1,0
2025-09-23 15:56:46,686.0,2.52,229.08,5.11,230.71,228.92,227.62,398.05,395.38,396.93,396.79,5.16,4.46,5.71,2.43,3.53,0.71,0.72,0.65,0.75,49.95,2,937,0.72,-15.5,70.4,1,2025-09-23 15:56:46,1,0,1,0
2025-09-23 15:57:31,686.0,2.52,229.36,5.15,230.57,229.59,227.91,398.51,396.21,397.06,397.26,5.6,4.09,5.77,2.44,3.53,0.71,0.71,0.67,0.76,49.97,2,937,0.72,-15.6,70.5,1,2025-09-23 15:57:31,1,0,1,0
2025-09-23 15:58:16,686.0,2.51,229.0,5.11,230.35,228.95,227.71,397.77,395.48,396.69,396.65,5.33,4.17,5.84,2.43,3.49,0.71,0.73,0.65,0.74,49.96,2,937,0.72,-16.2,70.6,1,2025-09-23 15:58:16,1,0,1,0
2025-09-23 15:59:01,686.0,2.51,228.84,5.13,230.1,228.78,227.65,397.4,395.28,396.43,396.37,5.4,4.54,5.78,2.41,3.51,0.71,0.73,0.66,0.74,49.97,2,937,0.72,-16.2,70.7,1,2025-09-23 15:59:01,1,0,1,0
2025-09-23 15:59:46,686.0,2.52,229.47,5.13,230.78,229.48,228.14,398.6,396.31,397.44,397.45,5.77,4.17,5.45,2.43,3.52,0.71,0.73,0.66,0.74,50.01,2,937,0.72,-16.2,70.8,1,2025-09-23 15:59:46,1,0,1,0
2025-09-23 16:00:31,686.0,2.51,229.72,5.09,231.26,229.82,228.08,399.31,396.67,397.82,397.77,5.31,4.6,5.35,2.44,3.52,0.71,0.71,0.67,0.76,50.03,2,937,0.72,-16.3,70.7,1,2025-09-23 16:00:31,1,0,1,0
2025-09-23 16:01:16,686.0,2.5,230.35,5.1,231.72,230.28,229.05,400.1,397.79,399.04,399.22,5.56,4.46,5.28,2.46,3.54,0.71,0.7,0.68,0.75,50.05,2,937,0.71,-16.3,70.8,1,2025-09-23 16:01:16,1,0,1,0
2025-09-23 16:02:01,686.0,2.51,230.55,5.13,231.71,230.63,229.26,400.41,398.24,399.33,399.33,5.35,4.21,5.85,2.46,3.53,0.7,0.72,0.64,0.74,50.07,2,937,0.71,-16.3,70.7,1,2025-09-23 16:02:01,1,0,1,0
2025-09-23 16:02:46,686.0,2.5,230.2,5.11,231.59,230.14,228.88,399.87,397.57,398.65,398.75,5.75,4.21,5.38,2.44,3.53,0.7,0.72,0.64,0.74,50.07,2,937,0.71,-16.3,70.7,1,2025-09-23 16:02:46,1,0,1,0
2025-09-23 16:04:16,686.0,2.51,230.41,5.13,232.46,230.98,227.79,401.35,397.02,398.2,398.81,5.74,4.16,5.49,2.45,3.54,0.71,0.71,0.68,0.73,50.05,2,937,0.72,-17.0,70.9,1,2025-09-23 16:04:16,1,0,1,0
2025-09-23 16:05:01,686.0,2.5,230.34,5.09,231.65,230.52,229.04,400.1,397.96,398.85,398.97,5.36,4.56,5.34,2.46,3.53,0.7,0.71,0.67,0.73,50.03,0,937,0.71,-17.0,71.1,1,2025-09-23 16:05:01,1,0,1,0
2025-09-23 16:05:46,686.0,2.49,230.55,5.09,231.56,230.41,228.91,400.39,398.04,399.54,399.33,5.09,4.46,5.72,2.48,3.51,0.7,0.71,0.63,0.75,50.01,0,937,0.71,-17.0,71.1,1,2025-09-23 16:05:46,1,0,1,0
2025-09-23 16:06:31,686.0,2.49,230.67,5.11,231.79,230.68,229.5,400.54,398.56,399.48,399.53,5.11,4.49,5.71,2.48,3.52,0.7,0.71,0.64,0.75,50.0,0,937,0.71,-17.0,71.1,1,2025-09-23 16:06:31,1,0,1,0
2025-09-23 16:07:16,686.0,2.48,230.23,5.11,231.49,230.42,228.77,400.03,397.56,398.76,398.79,5.34,4.15,5.84,2.47,3.51,0.7,0.7,0.66,0.75,49.96,0,937,0.71,-17.0,71.1,1,2025-09-23 16:07:16,1,0,1,0
2025-09-23 16:08:01,686.0,2.31,230.6,3.45,235.28,223.77,232.75,397.59,395.38,405.33,399.43,0.0,10.34,0.0,0.0,2.31,,,1.0,,49.94,0,937,1.0,-17.1,71.2,1,2025-09-23 16:08:01,0,1,1,0
2025-09-23 16:08:46,686.0,2.3,230.29,3.43,235.23,223.22,232.79,396.76,394.87,405.08,398.9,0.0,10.3,0.0,0.0,2.3,,,1.0,,49.95,0,938,1.0,-17.1,71.2,1,2025-09-23 16:08:46,0,1,1,0
2025-09-23 16:09:31,686.0,2.31,230.63,3.44,235.3,223.74,232.86,397.58,395.45,405.44,399.49,0.0,10.3,0.0,0.0,2.31,,,1.0,,49.96,0,938,1.0,-17.0,71.8,1,2025-09-23 16:09:31,0,1,1,0
2025-09-23 16:10:16,686.0,2.31,230.51,3.43,234.57,223.9,233.05,397.08,395.76,404.97,399.27,0.0,10.29,0.0,0.0,2.3,,,1.0,,49.94,0,938,1.0,-17.0,72.0,1,2025-09-23 16:10:16,0,1,1,0
2025-09-23 16:11:01,686.0,2.27,228.57,3.4,231.33,222.86,231.52,393.36,393.53,400.71,395.75,0.0,10.2,0.0,0.0,2.27,,,1.0,,49.94,0,938,1.0,-17.0,72.8,1,2025-09-23 16:11:01,0,1,1,0
2025-09-23 16:11:46,686.0,2.26,228.24,3.39,231.41,222.12,231.2,392.8,392.61,400.63,395.35,0.0,10.17,0.0,0.0,2.26,,,1.0,,49.95,0,938,1.0,-17.0,73.7,1,2025-09-23 16:11:46,0,1,1,0
2025-09-23 16:12:31,686.0,2.24,227.69,3.38,231.27,221.65,230.56,392.09,391.4,399.66,394.38,0.0,10.13,0.0,0.0,2.24,,,1.0,,49.96,0,938,1.0,-17.0,74.2,1,2025-09-23 16:12:31,0,1,1,0
2025-09-23 16:13:16,686.0,2.27,229.89,3.39,234.02,223.03,232.62,395.84,394.73,404.17,398.24,0.0,10.18,0.0,0.0,2.27,,,1.0,,49.97,0,938,1.0,-16.4,74.5,1,2025-09-23 16:13:16,0,1,1,0
2025-09-23 16:14:01,686.0,2.27,230.18,3.39,234.08,223.53,232.97,396.29,395.38,404.43,398.7,0.0,10.18,0.0,0.0,2.28,,,1.0,,49.96,0,938,1.0,-16.3,74.7,1,2025-09-23 16:14:01,0,1,1,0
2025-09-23 16:14:46,686.0,2.27,230.22,3.39,234.26,223.32,233.29,396.22,395.29,404.84,398.78,0.0,10.17,0.0,0.0,2.27,,,1.0,,49.96,0,938,1.0,-16.3,74.9,1,2025-09-23 16:14:46,0,1,1,0
2025-09-23 16:15:31,687.0,2.26,230.04,3.38,234.06,222.87,232.87,396.04,394.89,404.49,398.47,0.0,10.15,0.0,0.0,2.26,,,1.0,,49.96,0,938,1.0,-16.3,75.3,1,2025-09-23 16:15:31,0,1,1,0
2025-09-23 16:16:16,687.0,2.28,230.21,3.39,234.05,223.74,232.85,396.66,395.57,404.74,398.99,0.0,10.17,0.0,0.0,2.28,,,1.0,,49.97,0,938,1.0,-16.3,75.5,1,2025-09-23 16:16:16,0,1,1,0
2025-09-23 16:17:01,687.0,2.27,230.25,3.38,234.72,223.32,232.71,396.72,394.96,404.81,398.83,0.0,10.15,0.0,0.0,2.27,,,1.0,,49.97,0,938,1.0,-16.3,75.7,1,2025-09-23 16:17:01,0,1,1,0
2025-09-23 16:17:46,687.0,2.26,229.9,3.38,234.52,222.91,232.46,396.02,394.39,404.25,398.22,0.0,10.13,0.0,0.0,2.26,,,1.0,,50.0,0,938,1.0,-16.2,75.9,1,2025-09-23 16:17:46,0,1,1,0
2025-09-23 16:18:31,687.0,2.26,229.68,3.38,234.05,222.87,232.13,395.74,394.07,403.72,397.85,0.0,10.13,0.0,0.0,2.26,,,1.0,,49.97,0,938,1.0,-16.2,76.2,1,2025-09-23 16:18:31,0,1,1,0
2025-09-23 16:19:16,687.0,2.24,229.46,3.36,233.97,222.32,232.09,395.2,393.56,403.62,397.46,0.0,10.09,0.0,0.0,2.24,,,1.0,,49.96,0,938,1.0,-16.2,76.3,1,2025-09-23 16:19:16,0,1,1,0
2025-09-23 16:20:01,687.0,2.24,229.51,3.36,234.19,222.08,232.51,395.1,393.56,404.01,397.56,0.0,10.09,0.0,0.0,2.24,,,1.0,,49.96,0,938,1.0,-16.2,76.5,1,2025-09-23 16:20:01,0,1,1,0
2025-09-23 16:20:46,687.0,2.26,230.13,3.37,234.28,223.24,232.87,396.26,395.15,404.69,398.74,0.0,10.12,0.0,0.0,2.26,,,1.0,,49.97,0,938,1.0,-16.2,76.7,1,2025-09-23 16:20:46,0,1,1,0
2025-09-23 16:21:31,687.0,2.23,227.99,3.35,231.01,221.57,231.4,391.97,392.31,400.46,394.92,0.0,10.05,0.0,0.0,2.23,,,1.0,,49.97,0,938,1.0,-15.6,77.1,1,2025-09-23 16:21:31,0,1,1,0
2025-09-23 16:22:16,687.0,2.21,227.31,3.34,230.61,220.86,230.71,390.79,391.2,399.19,393.73,0.0,10.03,0.0,0.0,2.22,,,1.0,,49.95,0,938,1.0,-15.5,77.3,1,2025-09-23 16:22:16,0,1,1,0
2025-09-23 16:23:01,687.0,2.21,227.09,3.34,230.22,220.78,230.28,390.61,390.66,398.8,393.36,0.0,10.01,0.0,0.0,2.21,,,1.0,,49.94,0,938,1.0,-15.5,77.5,1,2025-09-23 16:23:01,0,1,1,0
2025-09-23 16:23:46,687.0,2.19,226.69,3.33,229.96,219.91,230.21,389.63,389.85,398.52,392.67,0.0,9.99,0.0,0.0,2.19,,,1.0,,49.94,0,938,1.0,-15.5,77.7,1,2025-09-23 16:23:46,0,1,1,0
2025-09-23 16:24:31,687.0,2.2,226.97,3.33,230.28,220.06,230.56,390.04,390.28,399.1,393.14,0.0,9.98,0.0,0.0,2.2,,,1.0,,49.95,0,938,1.0,-15.5,77.8,1,2025-09-23 16:24:31,0,1,1,0
2025-09-23 16:25:16,687.0,2.19,226.64,3.32,229.89,219.69,230.34,389.38,389.77,398.57,392.58,0.0,9.97,0.0,0.0,2.19,,,1.0,,49.95,0,938,1.0,-15.5,77.9,1,2025-09-23 16:25:16,0,1,1,0
2025-09-23 16:26:01,687.0,2.19,226.85,3.32,230.14,219.95,230.47,389.82,390.11,398.9,392.94,0.0,9.97,0.0,0.0,2.19,,,1.0,,49.95,0,938,1.0,-15.5,78.0,1,2025-09-23 16:26:01,0,1,1,0
2025-09-23 16:26:46,687.0,2.19,226.7,3.32,229.89,219.83,230.38,389.5,389.93,398.61,392.68,0.0,9.97,0.0,0.0,2.19,,,1.0,,49.94,0,938,1.0,-15.4,78.1,1,2025-09-23 16:26:46,0,1,1,0
2025-09-23 16:27:31,687.0,2.18,226.31,3.32,229.45,219.25,230.24,388.62,389.12,397.83,391.96,0.0,9.96,0.0,0.0,2.19,,,1.0,,49.93,0,938,1.0,-15.4,78.3,1,2025-09-23 16:27:31,0,1,1,0
2025-09-23 16:28:16,687.0,0.0,227.73,0.0,228.61,226.69,227.88,394.3,393.67,395.33,394.43,0.0,0.0,0.0,0.0,0.0,,,,,49.91,0,938,,-15.4,78.4,1,2025-09-23 16:28:16,0,0,1,0
2025-09-23 16:29:01,687.0,0.0,227.39,0.0,228.11,226.33,227.72,393.56,393.22,394.72,393.96,0.0,0.0,0.0,0.0,0.0,,,,,49.93,0,938,,-15.4,78.5,1,2025-09-23 16:29:01,0,0,1,0
2025-09-23 16:29:46,687.0,2.75,225.77,5.36,224.5,225.71,227.09,389.89,392.14,391.09,391.04,5.68,5.25,5.54,2.29,3.63,0.76,0.8,0.74,0.74,50.0,0,938,0.77,-14.8,78.6,1,2025-09-23 16:29:46,1,0,1,0
2025-09-23 16:30:31,687.0,2.72,228.85,5.33,228.33,228.15,229.7,395.46,396.74,396.94,396.38,5.71,4.74,5.55,2.39,3.67,0.74,0.79,0.73,0.7,50.03,0,938,0.75,-14.8,78.6,1,2025-09-23 16:30:31,1,0,1,0
2025-09-23 16:31:16,687.0,2.61,227.89,5.2,227.22,227.24,229.2,393.57,395.29,394.85,394.38,5.98,4.45,5.17,2.34,3.55,0.74,0.78,0.72,0.71,50.06,0,938,0.74,-14.8,78.6,1,2025-09-23 16:31:16,1,0,1,0
2025-09-23 16:32:01,687.0,2.94,227.97,5.61,229.26,226.83,227.57,395.19,393.72,395.64,394.85,6.24,4.61,6.0,2.42,3.83,0.77,0.78,0.74,0.78,50.07,0,938,0.77,-14.8,78.4,1,2025-09-23 16:32:01,1,0,1,0
2025-09-23 16:32:46,687.0,2.82,227.96,5.43,229.13,227.14,227.6,394.94,394.04,396.07,395.02,5.41,4.79,6.1,2.41,3.72,0.75,0.78,0.7,0.77,50.05,0,938,0.76,-14.8,78.3,1,2025-09-23 16:32:46,1,0,1,0
2025-09-23 16:33:31,687.0,2.68,228.18,5.33,229.74,227.03,227.76,395.58,393.86,396.21,395.21,5.59,4.26,6.13,2.39,3.64,0.74,0.76,0.7,0.75,50.05,0,939,0.75,-14.8,78.2,1,2025-09-23 16:33:31,1,0,1,0
2025-09-23 16:34:16,687.0,2.62,228.11,5.23,228.43,227.33,228.4,394.86,394.67,395.78,395.1,5.74,4.3,5.66,2.39,3.58,0.73,0.74,0.69,0.76,50.04,0,939,0.74,-14.8,77.7,1,2025-09-23 16:34:16,1,0,1,0
2025-09-23 16:35:01,687.0,2.57,228.29,5.17,228.8,227.78,228.3,395.41,394.98,395.86,395.42,5.65,4.28,5.59,2.4,3.55,0.72,0.74,0.68,0.75,50.01,0,939,0.73,-15.4,77.1,1,2025-09-23 16:35:01,1,0,1,0
2025-09-23 16:35:46,687.0,2.54,227.8,5.14,228.45,227.37,227.58,394.75,394.0,394.93,394.56,5.58,4.15,5.7,2.37,3.52,0.72,0.74,0.68,0.74,50.01,0,939,0.73,-15.4,76.6,1,2025-09-23 16:35:46,1,0,1,0
2025-09-23 16:36:31,687.0,2.5,227.67,5.06,228.43,227.01,227.56,394.42,393.67,394.9,394.33,5.01,4.42,5.57,2.38,3.46,0.71,0.73,0.65,0.76,50.0,0,939,0.72,-15.4,76.1,1,2025-09-23 16:36:31,1,0,1,0
2025-09-23 16:37:16,687.0,2.48,227.7,5.06,227.85,227.22,228.04,394.1,394.27,394.81,394.39,5.47,4.31,5.39,2.38,3.48,0.72,0.72,0.67,0.75,49.99,0,939,0.72,-15.5,75.7,1,2025-09-23 16:37:16,1,0,1,0
2025-09-23 16:38:01,687.0,2.46,227.56,5.03,228.29,226.71,227.69,394.04,393.52,394.89,394.15,4.96,4.54,5.53,2.38,3.43,0.71,0.73,0.64,0.76,49.97,0,939,0.72,-15.5,75.3,1,2025-09-23 16:38:01,1,0,1,0
2025-09-23 16:38:46,687.0,2.45,227.37,5.01,227.99,226.67,227.46,393.75,393.29,394.43,393.82,5.17,4.52,5.34,2.35,3.44,0.71,0.72,0.66,0.76,49.98,0,939,0.72,-15.5,75.3,1,2025-09-23 16:38:46,1,0,1,0
2025-09-23 16:39:31,687.0,2.44,227.17,5.03,227.72,226.39,227.39,393.27,392.99,394.14,393.46,5.38,4.03,5.69,2.36,3.44,0.7,0.73,0.65,0.73,49.98,0,939,0.72,-15.5,75.1,1,2025-09-23 16:39:31,1,0,1,0
2025-09-23 16:40:16,687.0,2.43,227.18,5.01,227.33,227.42,226.79,393.82,393.36,393.28,393.49,4.96,4.34,5.35,2.35,3.42,0.71,0.72,0.67,0.74,49.99,0,939,0.72,-15.6,74.9,1,2025-09-23 16:40:16,1,0,1,0
2025-09-23 16:41:01,687.0,2.42,227.59,4.97,227.56,228.4,226.8,394.87,393.75,393.28,393.87,4.93,4.5,5.48,2.37,3.39,0.71,0.71,0.64,0.76,50.0,0,939,0.71,-16.2,74.7,1,2025-09-23 16:41:01,1,0,1,0
2025-09-23 16:41:46,688.0,2.41,227.42,4.99,227.64,228.08,226.53,394.67,393.7,393.32,393.9,5.35,4.04,5.59,2.36,3.4,0.7,0.73,0.65,0.73,49.97,0,939,0.72,-16.2,74.5,1,2025-09-23 16:41:46,1,0,1,0
2025-09-23 16:42:31,688.0,2.41,227.31,4.97,227.44,227.59,227.0,393.98,393.81,393.35,393.71,5.44,4.23,5.25,2.35,3.41,0.71,0.71,0.67,0.74,49.98,0,939,0.71,-16.2,74.3,1,2025-09-23 16:42:31,1,0,1,0
2025-09-23 16:43:16,688.0,2.39,227.89,4.96,228.3,228.0,227.37,395.03,394.32,394.16,394.5,5.39,4.26,5.23,2.37,3.4,0.71,0.71,0.67,0.74,49.99,0,939,0.71,-16.2,74.3,1,2025-09-23 16:43:16,1,0,1,0
2025-09-23 16:44:01,688.0,2.4,227.03,4.96,227.18,227.86,226.04,394.08,393.59,392.97,393.64,4.93,4.45,5.51,2.37,3.38,0.71,0.7,0.67,0.74,49.97,0,939,0.71,-16.3,74.2,1,2025-09-23 16:44:01,1,0,1,0
2025-09-23 16:44:46,688.0,2.38,227.67,4.96,227.51,228.62,226.87,395.02,394.47,393.5,394.33,4.91,4.31,5.67,2.37,3.37,0.7,0.72,0.62,0.75,49.98,0,939,0.71,-16.3,74.2,1,2025-09-23 16:44:46,1,0,1,0
2025-09-23 16:45:31,688.0,2.38,225.05,4.93,224.71,225.93,224.52,390.27,389.76,388.95,389.65,4.99,4.11,5.69,2.28,3.31,0.71,0.74,0.63,0.76,49.96,0,939,0.72,-16.3,74.1,1,2025-09-23 16:45:31,1,0,1,0
2025-09-23 16:46:16,688.0,2.36,225.06,4.91,224.85,225.89,224.45,390.35,390.01,389.11,389.87,5.22,3.98,5.54,2.27,3.32,0.71,0.73,0.64,0.74,49.96,0,939,0.72,-16.3,74.1,1,2025-09-23 16:46:16,1,0,1,0
2025-09-23 16:47:01,688.0,2.39,227.48,4.93,227.85,227.78,226.86,394.68,393.63,393.7,394.0,4.97,4.44,5.4,2.38,3.38,0.7,0.71,0.65,0.75,49.97,0,939,0.71,-16.3,74.1,1,2025-09-23 16:47:01,1,0,1,0
2025-09-23 16:47:46,688.0,2.37,226.94,4.92,228.24,227.58,225.01,394.75,391.96,392.53,393.23,5.26,4.37,5.12,2.35,3.37,0.71,0.7,0.68,0.75,49.96,0,939,0.71,-16.3,73.8,1,2025-09-23 16:47:46,1,0,1,0
