start_time,end_time,duration,start_temp,end_temp,avg_room_temp,energy_consumed_kwh,calculated_power_kw,avg_cooling_kw,actual_cop,rated_cop
2025-09-30 10:52:54,2025-09-30 10:56:39,0 days 00:03:45,22.0,20.4,21.55,0.18,2.88,20.419,7.09,5.145
2025-09-30 11:17:15,2025-09-30 11:20:15,0 days 00:03:00,21.9,20.5,21.425,0.15,3.0,20.351,6.784,5.129
2025-09-30 11:42:07,2025-09-30 11:45:07,0 days 00:03:00,22.0,20.5,21.7,0.17,3.4,20.502,6.03,5.165
2025-09-30 12:06:27,2025-09-30 12:10:12,0 days 00:03:45,22.0,20.4,21.5,0.2,3.2,20.392,6.373,5.139
2025-09-30 12:34:12,2025-09-30 12:37:12,0 days 00:03:00,21.9,20.4,21.275,0.15,3.0,20.269,6.756,5.11
2025-09-30 12:58:41,2025-09-30 13:01:18,0 days 00:02:37,22.0,20.6,21.533,0.18,4.127,20.41,4.945,5.143
2025-09-30 13:24:10,2025-09-30 13:27:10,0 days 00:03:00,22.0,20.6,21.625,0.17,3.4,20.461,6.018,5.155
2025-09-30 13:51:17,2025-09-30 13:53:32,0 days 00:02:15,21.9,20.6,21.5,0.13,3.467,20.392,5.882,5.139
2025-09-30 14:15:35,2025-09-30 14:18:35,0 days 00:03:00,21.9,20.4,21.333,0.15,3.0,20.301,6.767,5.117
2025-09-30 14:42:35,2025-09-30 14:45:35,0 days 00:03:00,22.0,20.5,21.575,0.17,3.4,20.433,6.01,5.148
2025-09-30 15:06:40,2025-09-30 15:09:40,0 days 00:03:00,22.0,20.5,21.55,0.17,3.4,20.419,6.006,5.145
2025-09-30 15:27:17,2025-09-30 15:31:02,0 days 00:03:45,22.0,20.4,21.3,0.2,3.2,20.282,6.338,5.113
2025-09-30 15:51:17,2025-09-30 15:55:02,0 days 00:03:45,21.9,20.4,21.4,0.2,3.2,20.337,6.355,5.126
2025-09-30 16:16:08,2025-09-30 16:19:30,0 days 00:03:22,22.0,20.5,21.45,0.2,3.564,20.365,5.713,5.132
2025-09-30 16:39:45,2025-09-30 16:42:45,0 days 00:03:00,22.0,20.5,21.467,0.18,3.6,20.374,5.659,5.134
2025-09-30 17:04:37,2025-09-30 17:07:59,0 days 00:03:22,22.0,20.4,21.425,0.18,3.208,20.351,6.344,5.129
2025-09-30 17:31:12,2025-09-30 17:34:12,0 days 00:03:00,21.9,20.4,21.233,0.15,3.0,20.246,6.749,5.104
2025-09-30 17:56:42,2025-09-30 17:59:42,0 days 00:03:00,21.9,20.3,21.2,0.15,3.0,20.228,6.743,5.1
2025-09-30 18:23:03,2025-09-30 18:25:39,0 days 00:02:36,21.9,20.5,21.467,0.16,3.692,20.374,5.518,5.134
2025-09-30 18:48:09,2025-09-30 18:51:09,0 days 00:03:00,22.0,20.6,21.625,0.18,3.6,20.461,5.684,5.155
2025-09-30 19:15:37,2025-09-30 19:19:22,0 days 00:03:45,22.0,20.4,21.42,0.19,3.04,20.348,6.693,5.128
2025-09-30 19:38:06,2025-09-30 19:41:06,0 days 00:03:00,21.9,20.5,21.425,0.17,3.4,20.351,5.986,5.129
2025-09-30 20:00:36,2025-09-30 20:03:36,0 days 00:03:00,22.0,20.5,21.55,0.17,3.4,20.419,6.006,5.145
2025-09-30 20:23:57,2025-09-30 20:27:42,0 days 00:03:45,22.0,20.4,21.475,0.2,3.2,20.378,6.368,5.135
2025-09-30 20:46:04,2025-09-30 20:49:49,0 days 00:03:45,22.0,20.4,21.42,0.2,3.2,20.348,6.359,5.128
2025-09-30 21:10:49,2025-09-30 21:13:56,0 days 00:03:07,22.0,20.4,21.6,0.18,3.465,20.447,5.901,5.152
2025-09-30 21:33:25,2025-09-30 21:36:02,0 days 00:02:37,21.9,20.5,21.433,0.16,3.669,20.355,5.548,5.13
2025-09-30 21:51:02,2025-09-30 21:54:02,0 days 00:03:00,21.9,20.6,21.55,0.18,3.6,20.419,5.672,5.145
2025-09-30 22:11:17,2025-09-30 22:15:02,0 days 00:03:45,21.9,20.4,21.4,0.2,3.2,20.337,6.355,5.126
2025-09-30 22:36:53,2025-09-30 22:40:15,0 days 00:03:22,22.0,20.4,21.3,0.19,3.386,20.282,5.99,5.113
2025-09-30 23:00:30,2025-09-30 23:03:30,0 days 00:03:00,21.9,20.5,21.525,0.17,3.4,20.406,6.002,5.142
2025-09-30 23:25:22,2025-09-30 23:28:44,0 days 00:03:22,22.0,20.5,21.575,0.2,3.564,20.433,5.733,5.148
2025-09-30 23:51:13,2025-09-30 23:54:58,0 days 00:03:45,22.0,20.4,21.42,0.2,3.2,20.348,6.359,5.128
2025-10-01 00:18:58,2025-10-01 00:22:43,0 days 00:03:45,22.0,20.4,21.45,0.19,3.04,20.365,6.699,5.132
2025-10-01 00:45:40,2025-10-01 00:49:25,0 days 00:03:45,22.0,20.4,21.44,0.2,3.2,20.359,6.362,5.131
2025-10-01 01:12:40,2025-10-01 01:15:40,0 days 00:03:00,22.0,20.5,21.467,0.17,3.4,20.374,5.992,5.134
2025-10-01 01:40:09,2025-10-01 01:42:46,0 days 00:02:37,22.0,20.5,21.467,0.17,3.898,20.374,5.227,5.134
2025-10-01 02:07:52,2025-10-01 02:10:52,0 days 00:03:00,22.0,20.5,21.667,0.18,3.6,20.484,5.69,5.16
2025-10-01 02:36:29,2025-10-01 02:39:51,0 days 00:03:22,22.0,20.4,21.3,0.19,3.386,20.282,5.99,5.113
2025-10-01 03:03:49,2025-10-01 03:06:49,0 days 00:03:00,22.0,20.6,21.7,0.18,3.6,20.502,5.695,5.165
2025-10-01 03:29:19,2025-10-01 03:32:19,0 days 00:03:00,21.9,20.5,21.525,0.17,3.4,20.406,6.002,5.142
2025-10-01 03:50:25,2025-10-01 03:54:10,0 days 00:03:45,21.9,20.4,21.4,0.2,3.2,20.337,6.355,5.126
2025-10-01 04:18:32,2025-10-01 04:22:17,0 days 00:03:45,22.0,20.4,21.42,0.2,3.2,20.348,6.359,5.128
2025-10-01 04:44:31,2025-10-01 04:48:16,0 days 00:03:45,22.0,20.4,21.3,0.2,3.2,20.282,6.338,5.113
2025-10-01 05:12:15,2025-10-01 05:15:15,0 days 00:03:00,22.0,20.5,21.55,0.17,3.4,20.419,6.006,5.145
2025-10-01 05:40:00,2025-10-01 05:43:07,0 days 00:03:07,22.0,20.4,21.3,0.18,3.465,20.282,5.853,5.113
2025-10-01 06:05:56,2025-10-01 06:08:56,0 days 00:03:00,21.9,20.5,21.525,0.17,3.4,20.406,6.002,5.142
2025-10-01 06:30:41,2025-10-01 06:34:26,0 days 00:03:45,21.9,20.4,21.4,0.2,3.2,20.337,6.355,5.126
2025-10-01 06:54:25,2025-10-01 06:57:25,0 days 00:03:00,21.9,20.5,21.433,0.18,3.6,20.355,5.654,5.13
2025-10-01 07:19:53,2025-10-01 07:22:08,0 days 00:02:15,21.9,20.5,21.467,0.14,3.733,20.374,5.457,5.134
2025-10-01 07:43:08,2025-10-01 07:46:53,0 days 00:03:45,22.0,20.4,21.42,0.21,3.36,20.348,6.056,5.128
2025-10-01 08:04:58,2025-10-01 08:09:05,0 days 00:04:07,21.9,19.8,21.2,0.21,3.061,20.228,6.609,5.1
2025-10-01 08:45:05,2025-10-01 08:47:20,0 days 00:02:15,22.0,20.6,21.533,0.13,3.467,20.41,5.888,5.143
2025-10-01 10:19:09,2025-10-01 10:22:09,0 days 00:03:00,21.9,20.5,21.525,0.18,3.6,20.406,5.668,5.142
2025-10-01 10:43:54,2025-10-01 10:46:54,0 days 00:03:00,21.9,20.5,21.475,0.18,3.6,20.378,5.661,5.135
2025-10-01 11:10:09,2025-10-01 11:13:09,0 days 00:03:00,21.9,20.5,21.525,0.19,3.8,20.406,5.37,5.142
2025-10-01 11:30:24,2025-10-01 11:34:09,0 days 00:03:45,22.0,20.4,21.42,0.2,3.2,20.348,6.359,5.128
2025-10-01 11:50:39,2025-10-01 11:54:24,0 days 00:03:45,22.0,20.4,21.42,0.21,3.36,20.348,6.056,5.128
2025-10-01 12:15:24,2025-10-01 12:19:09,0 days 00:03:45,21.9,20.5,21.48,0.21,3.36,20.381,6.066,5.136
2025-10-01 12:42:24,2025-10-01 12:46:09,0 days 00:03:45,22.0,20.5,21.68,0.23,3.68,20.491,5.568,5.162
2025-10-01 13:07:09,2025-10-01 13:09:24,0 days 00:02:15,22.0,21.4,21.95,0.06,1.6,20.64,12.9,5.197
2025-10-01 13:18:24,2025-10-01 13:21:24,0 days 00:03:00,21.9,20.5,21.525,0.19,3.8,20.406,5.37,5.142
2025-10-01 13:43:09,2025-10-01 13:46:54,0 days 00:03:45,22.0,20.4,21.475,0.21,3.36,20.378,6.065,5.135
2025-10-01 14:07:09,2025-10-01 14:07:54,0 days 00:00:45,21.9,21.9,21.9,0.01,0.8,20.612,25.765,5.191
2025-10-01 14:16:09,2025-10-01 14:19:54,0 days 00:03:45,22.0,20.4,21.42,0.21,3.36,20.348,6.056,5.128
2025-10-01 14:40:54,2025-10-01 14:43:54,0 days 00:03:00,22.0,20.6,21.625,0.19,3.8,20.461,5.384,5.155
2025-10-01 15:06:24,2025-10-01 15:07:54,0 days 00:01:30,22.0,21.3,21.95,0.09,3.6,20.64,5.733,5.197
2025-10-01 15:25:09,2025-10-01 15:28:54,0 days 00:03:45,22.0,20.4,21.42,0.2,3.2,20.348,6.359,5.128
2025-10-01 15:50:39,2025-10-01 15:53:39,0 days 00:03:00,22.0,20.6,21.767,0.2,4.0,20.539,5.135,5.173
2025-10-01 16:14:39,2025-10-01 16:18:24,0 days 00:03:45,22.0,20.4,21.42,0.21,3.36,20.348,6.056,5.128
2025-10-01 16:34:54,2025-10-01 16:38:39,0 days 00:03:45,21.9,20.4,21.4,0.2,3.2,20.337,6.355,5.126
2025-10-01 16:58:54,2025-10-01 17:02:39,0 days 00:03:45,22.0,20.5,21.62,0.22,3.52,20.458,5.812,5.154
2025-10-01 17:23:39,2025-10-01 17:27:24,0 days 00:03:45,22.0,20.4,21.42,0.21,3.36,20.348,6.056,5.128
2025-10-01 17:46:54,2025-10-01 17:50:39,0 days 00:03:45,22.0,20.5,21.5,0.21,3.36,20.392,6.069,5.139
2025-10-01 18:11:39,2025-10-01 18:15:24,0 days 00:03:45,22.0,20.4,21.42,0.21,3.36,20.348,6.056,5.128
2025-10-01 18:37:54,2025-10-01 18:40:54,0 days 00:03:00,22.0,20.5,21.6,0.17,3.4,20.447,6.014,5.152
2025-10-01 19:00:24,2025-10-01 19:03:24,0 days 00:03:00,22.0,20.6,21.625,0.19,3.8,20.461,5.384,5.155
2025-10-01 19:24:24,2025-10-01 19:27:24,0 days 00:03:00,22.0,20.6,21.6,0.18,3.6,20.447,5.68,5.152
2025-10-01 19:48:24,2025-10-01 19:51:24,0 days 00:03:00,21.9,20.5,21.525,0.18,3.6,20.406,5.668,5.142
2025-10-01 20:12:24,2025-10-01 20:16:09,0 days 00:03:45,22.0,20.5,21.54,0.21,3.36,20.414,6.076,5.144
2025-10-01 20:36:24,2025-10-01 20:40:09,0 days 00:03:45,22.0,20.4,21.625,0.2,3.2,20.461,6.394,5.155
2025-10-01 21:01:09,2025-10-01 21:04:54,0 days 00:03:45,22.0,20.4,21.425,0.2,3.2,20.351,6.36,5.129
2025-10-01 21:39:24,2025-10-01 21:43:54,0 days 00:04:30,22.7,20.5,21.883,0.25,3.333,20.603,6.181,5.188
2025-10-01 22:03:24,2025-10-01 22:06:24,0 days 00:03:00,22.0,20.6,21.6,0.17,3.4,20.447,6.014,5.152
2025-10-01 22:30:24,2025-10-01 22:33:24,0 days 00:03:00,22.0,20.5,21.55,0.17,3.4,20.419,6.006,5.145
2025-10-01 22:56:39,2025-10-01 22:59:39,0 days 00:03:00,21.9,20.5,21.525,0.15,3.0,20.406,6.802,5.142
2025-10-01 23:20:39,2025-10-01 23:24:24,0 days 00:03:45,22.0,20.4,21.42,0.19,3.04,20.348,6.693,5.128
2025-10-01 23:46:09,2025-10-01 23:49:09,0 days 00:03:00,22.0,20.6,21.625,0.19,3.8,20.461,5.384,5.155
2025-10-02 00:13:09,2025-10-02 00:16:09,0 days 00:03:00,21.9,20.5,21.525,0.16,3.2,20.406,6.377,5.142
2025-10-02 00:40:09,2025-10-02 00:43:09,0 days 00:03:00,22.0,20.5,21.55,0.17,3.4,20.419,6.006,5.145
2025-10-02 01:04:54,2025-10-02 01:08:39,0 days 00:03:45,22.0,20.4,21.42,0.2,3.2,20.348,6.359,5.128
2025-10-02 01:31:09,2025-10-02 01:34:54,0 days 00:03:45,22.0,20.5,21.54,0.2,3.2,20.414,6.379,5.144
2025-10-02 01:58:54,2025-10-02 02:01:54,0 days 00:03:00,21.9,20.4,21.3,0.16,3.2,20.282,6.338,5.113
2025-10-02 02:25:54,2025-10-02 02:28:54,0 days 00:03:00,21.9,20.5,21.525,0.16,3.2,20.406,6.377,5.142
2025-10-02 02:53:39,2025-10-02 02:57:24,0 days 00:03:45,22.0,20.4,21.44,0.2,3.2,20.359,6.362,5.131
2025-10-02 03:22:09,2025-10-02 03:25:54,0 days 00:03:45,22.0,20.4,21.65,0.2,3.2,20.474,6.398,5.158
2025-10-02 03:55:54,2025-10-02 03:59:39,0 days 00:03:45,22.1,20.4,21.44,0.19,3.04,20.359,6.697,5.131
2025-10-02 04:24:24,2025-10-02 04:27:24,0 days 00:03:00,21.9,20.5,21.525,0.16,3.2,20.406,6.377,5.142
2025-10-02 04:50:39,2025-10-02 04:54:24,0 days 00:03:45,22.0,20.4,21.4,0.19,3.04,20.337,6.69,5.126
2025-10-02 05:10:54,2025-10-02 05:13:54,0 days 00:03:00,21.9,20.6,21.575,0.18,3.6,20.433,5.676,5.148
