start_time,end_time,duration,start_temp,end_temp,avg_room_temp,energy_consumed_kwh,calculated_power_kw,avg_cooling_kw,actual_cop,rated_cop
2025-09-30 05:46:51,2025-09-30 05:49:06,0 days 00:02:15,20.1,19.6,20.0,0.11,2.933,19.578,6.674,4.946
2025-09-30 06:07:06,2025-09-30 06:08:36,0 days 00:01:30,20.0,19.6,19.95,0.07,2.8,19.551,6.983,4.94
2025-09-30 06:24:49,2025-09-30 06:27:04,0 days 00:02:15,20.1,19.6,19.967,0.11,2.933,19.56,6.668,4.942
2025-09-30 06:43:32,2025-09-30 06:45:02,0 days 00:01:30,20.1,19.7,20.0,0.09,3.6,19.578,5.438,4.946
2025-09-30 07:01:32,2025-09-30 07:03:47,0 days 00:02:15,20.0,19.5,19.933,0.11,2.933,19.542,6.662,4.938
2025-09-30 07:18:47,2025-09-30 07:20:24,0 days 00:01:37,20.0,19.6,19.9,0.11,4.082,19.524,4.782,4.934
2025-09-30 07:36:06,2025-09-30 07:38:21,0 days 00:02:15,20.0,19.5,19.867,0.11,2.933,19.507,6.65,4.93
2025-09-30 07:53:42,2025-09-30 07:55:57,0 days 00:02:15,20.0,19.5,19.867,0.12,3.2,19.507,6.096,4.93
2025-09-30 08:10:57,2025-09-30 08:13:12,0 days 00:02:15,20.0,19.4,19.867,0.11,2.933,19.507,6.65,4.93
2025-09-30 08:30:11,2025-09-30 08:31:41,0 days 00:01:30,20.0,19.6,20.0,0.08,3.2,19.578,6.118,4.946
2025-09-30 08:48:09,2025-09-30 08:49:39,0 days 00:01:30,20.1,19.7,20.0,0.08,3.2,19.578,6.118,4.946
2025-09-30 09:06:54,2025-09-30 09:08:24,0 days 00:01:30,20.0,19.7,19.95,0.09,3.6,19.551,5.431,4.94
2025-09-30 09:48:35,2025-09-30 09:50:50,0 days 00:02:15,20.9,20.1,20.667,0.14,3.733,19.938,5.34,5.031
2025-09-30 10:05:05,2025-09-30 10:06:35,0 days 00:01:30,20.1,19.7,20.05,0.1,4.0,19.605,4.901,4.953
2025-09-30 10:23:50,2025-09-30 10:25:20,0 days 00:01:30,20.1,19.8,20.0,0.1,4.0,19.578,4.894,4.946
2025-09-30 10:40:03,2025-09-30 10:41:33,0 days 00:01:30,20.0,19.6,19.9,0.09,3.6,19.524,5.423,4.934
2025-09-30 10:56:31,2025-09-30 10:58:46,0 days 00:02:15,20.0,19.5,19.867,0.12,3.2,19.507,6.096,4.93
2025-09-30 11:14:31,2025-09-30 11:16:01,0 days 00:01:30,20.0,19.6,19.9,0.1,4.0,19.524,4.881,4.934
2025-09-30 11:33:22,2025-09-30 11:34:52,0 days 00:01:30,19.9,19.6,19.85,0.08,3.2,19.498,6.093,4.927
2025-09-30 11:41:49,2025-09-30 12:51:43,0 days 01:09:54,19.9,19.5,19.8,0.07,0.06,19.471,324.05,4.921
2025-09-30 13:08:13,2025-09-30 13:09:43,0 days 00:01:30,20.0,19.6,19.95,0.11,4.4,19.551,4.443,4.94
2025-09-30 13:26:58,2025-09-30 13:28:28,0 days 00:01:30,20.0,19.6,19.9,0.09,3.6,19.524,5.423,4.934
2025-09-30 13:41:13,2025-09-30 13:43:28,0 days 00:02:15,19.9,19.4,19.767,0.12,3.2,19.453,6.079,4.917
2025-09-30 13:57:43,2025-09-30 13:59:13,0 days 00:01:30,20.0,19.6,19.9,0.12,4.8,19.524,4.068,4.934
2025-09-30 14:14:13,2025-09-30 14:16:28,0 days 00:02:15,20.0,19.5,19.867,0.13,3.467,19.507,5.627,4.93
2025-09-30 14:30:43,2025-09-30 14:32:58,0 days 00:02:15,20.0,19.4,19.867,0.13,3.467,19.507,5.627,4.93
2025-09-30 14:48:43,2025-09-30 14:50:13,0 days 00:01:30,20.0,19.7,19.95,0.11,4.4,19.551,4.443,4.94
2025-09-30 15:05:58,2025-09-30 15:08:13,0 days 00:02:15,20.0,19.5,19.9,0.13,3.467,19.524,5.632,4.934
2025-09-30 15:23:58,2025-09-30 15:26:13,0 days 00:02:15,20.0,19.5,19.867,0.12,3.2,19.507,6.096,4.93
2025-09-30 15:41:13,2025-09-30 15:43:28,0 days 00:02:15,20.0,19.6,19.933,0.16,4.267,19.542,4.58,4.938
2025-09-30 15:59:58,2025-09-30 16:02:13,0 days 00:02:15,20.0,19.5,19.867,0.12,3.2,19.507,6.096,4.93
2025-09-30 16:17:58,2025-09-30 16:20:13,0 days 00:02:15,20.0,19.5,19.867,0.13,3.467,19.507,5.627,4.93
2025-09-30 16:35:13,2025-09-30 16:37:28,0 days 00:02:15,20.0,19.6,19.933,0.15,4.0,19.542,4.886,4.938
2025-09-30 17:16:28,2025-09-30 17:19:28,0 days 00:03:00,21.0,20.1,20.75,0.19,3.8,19.983,5.259,5.042
2025-09-30 17:32:13,2025-09-30 17:33:43,0 days 00:01:30,20.1,19.7,20.0,0.09,3.6,19.578,5.438,4.946
2025-09-30 17:48:43,2025-09-30 17:50:13,0 days 00:01:30,20.0,19.6,19.95,0.1,4.0,19.551,4.888,4.94
2025-09-30 18:06:43,2025-09-30 18:08:13,0 days 00:01:30,20.0,19.7,19.95,0.1,4.0,19.551,4.888,4.94
2025-09-30 18:24:43,2025-09-30 18:26:13,0 days 00:01:30,20.1,19.7,20.0,0.11,4.4,19.578,4.45,4.946
2025-09-30 18:42:43,2025-09-30 18:44:13,0 days 00:01:30,20.1,19.7,20.0,0.11,4.4,19.578,4.45,4.946
2025-09-30 18:59:58,2025-09-30 19:02:13,0 days 00:02:15,20.0,19.6,19.933,0.14,3.733,19.542,5.235,4.938
2025-09-30 19:17:13,2025-09-30 19:18:43,0 days 00:01:30,19.9,19.6,19.85,0.1,4.0,19.498,4.874,4.927
2025-09-30 19:34:28,2025-09-30 19:36:43,0 days 00:02:15,20.0,19.6,19.933,0.13,3.467,19.542,5.637,4.938
2025-09-30 19:53:13,2025-09-30 19:55:28,0 days 00:02:15,20.1,19.6,19.9,0.12,3.2,19.524,6.101,4.934
2025-09-30 20:10:28,2025-09-30 20:12:43,0 days 00:02:15,20.0,19.5,19.867,0.12,3.2,19.507,6.096,4.93
2025-09-30 20:27:43,2025-09-30 20:29:13,0 days 00:01:30,20.0,19.6,19.95,0.09,3.6,19.551,5.431,4.94
2025-09-30 20:44:13,2025-09-30 20:46:28,0 days 00:02:15,20.0,19.6,19.9,0.14,3.733,19.524,5.23,4.934
2025-09-30 21:02:13,2025-09-30 21:03:43,0 days 00:01:30,20.0,19.7,19.95,0.09,3.6,19.551,5.431,4.94
2025-09-30 21:18:43,2025-09-30 21:20:13,0 days 00:01:30,20.0,19.7,19.95,0.11,4.4,19.551,4.443,4.94
2025-09-30 21:36:43,2025-09-30 21:38:13,0 days 00:01:30,20.0,19.6,19.9,0.07,2.8,19.524,6.973,4.934
2025-09-30 21:53:58,2025-09-30 21:55:28,0 days 00:01:30,20.0,19.6,19.95,0.09,3.6,19.551,5.431,4.94
2025-09-30 22:10:28,2025-09-30 22:12:43,0 days 00:02:15,20.0,19.6,19.933,0.14,3.733,19.542,5.235,4.938
2025-09-30 22:26:58,2025-09-30 22:29:13,0 days 00:02:15,20.0,19.6,19.933,0.14,3.733,19.542,5.235,4.938
2025-09-30 22:45:43,2025-09-30 22:47:13,0 days 00:01:30,20.0,19.7,19.95,0.09,3.6,19.551,5.431,4.94
2025-09-30 23:03:43,2025-09-30 23:05:13,0 days 00:01:30,19.9,19.5,19.9,0.06,2.4,19.524,8.135,4.934
2025-09-30 23:47:58,2025-09-30 23:50:58,0 days 00:03:00,21.1,20.1,20.833,0.17,3.4,20.028,5.891,5.053
2025-10-01 00:03:43,2025-10-01 00:05:13,0 days 00:01:30,20.1,19.7,20.1,0.09,3.6,19.632,5.453,4.959
2025-10-01 00:18:43,2025-10-01 00:20:58,0 days 00:02:15,20.1,19.5,19.933,0.12,3.2,19.542,6.107,4.938
2025-10-01 00:35:58,2025-10-01 00:38:13,0 days 00:02:15,20.0,19.6,19.9,0.11,2.933,19.524,6.656,4.934
2025-10-01 00:53:58,2025-10-01 00:55:28,0 days 00:01:30,20.1,19.7,20.0,0.09,3.6,19.578,5.438,4.946
2025-10-01 01:12:43,2025-10-01 01:14:13,0 days 00:01:30,20.1,19.7,20.0,0.09,3.6,19.578,5.438,4.946
2025-10-01 01:31:28,2025-10-01 01:32:58,0 days 00:01:30,20.1,19.7,20.0,0.08,3.2,19.578,6.118,4.946
2025-10-01 01:49:28,2025-10-01 01:50:58,0 days 00:01:30,20.1,19.8,20.05,0.1,4.0,19.605,4.901,4.953
2025-10-01 02:07:28,2025-10-01 02:09:43,0 days 00:02:15,20.1,19.7,20.033,0.12,3.2,19.596,6.124,4.951
2025-10-01 02:24:43,2025-10-01 02:26:13,0 days 00:01:30,20.1,19.8,20.1,0.1,4.0,19.632,4.908,4.959
2025-10-01 02:41:58,2025-10-01 02:43:28,0 days 00:01:30,20.0,19.7,19.95,0.09,3.6,19.551,5.431,4.94
2025-10-01 02:59:13,2025-10-01 03:01:28,0 days 00:02:15,20.1,19.6,19.95,0.11,2.933,19.551,6.665,4.94
2025-10-01 03:17:13,2025-10-01 03:18:43,0 days 00:01:30,20.1,19.7,20.0,0.09,3.6,19.578,5.438,4.946
2025-10-01 03:34:28,2025-10-01 03:36:43,0 days 00:02:15,20.1,19.6,19.95,0.11,2.933,19.551,6.665,4.94
