readable_time,Active Energy (kWh),mt_power,mvol,mcurr,tot_curr,mvol_r,mvol_y,mvol_b,mvol_ry,mvol_yb,mvol_br,mvolt_p,Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),L1 Active Power (kW),L2 Active Power (kW),L3 Active Power (kW),mr_power,mrpow_r,mrpow_y,mrpow_b,ma_power,mapow_r,mapow_y,mapow_b,mt_pf,mpf_r,mpf_y,mpf_b,mfreq,ma_energy,mr_energy,con_st,mc_st,temp_time,Temperature (°C),humidity,Door Status,compressor_on,heater_on,door_status,fan_status
2025-09-30 05:30:10,167.64,0.3164,240.17,0.4597,1.3791,241.69,237.89,240.94,417.73,414.48,415.7,416,0.0,1.3791,0.0,0.0,0.3145,0.0,0.0917,0,0.0917,0,0.3281,0,0.3281,0,0.9604,1,0.9599,1,50,219.88,129.54,0,1,,,,,0,0,,1
2025-09-30 05:30:55,167.64,0.3157,240.06,0.4593,1.378,241.52,237.73,240.95,417.53,414.35,415.47,415.75,0.0,1.378,0.0,0.0,0.3141,0.0,0.0916,0,0.0916,0,0.3276,0,0.3276,0,0.9603,1,0.96,1,50,219.88,129.55,0,1,,,,,0,0,,1
2025-09-30 05:31:40,167.64,0.3152,239.86,0.459,1.3772,241.42,237.47,240.71,417.37,413.74,415.21,415.42,0.0,1.3772,0.0,0.0,0.3135,0.0,0.0916,0,0.0916,0,0.327,0,0.327,0,0.9602,1,0.9598,1,50,219.89,129.55,0,1,,,,,0,0,,1
2025-09-30 05:32:25,167.65,0.3154,239.84,0.4593,1.378,241.48,237.54,240.5,417.39,413.65,415.14,415.45,0.0,1.378,0.0,0.0,0.3138,0.0,0.0917,0,0.0917,0,0.3273,0,0.3273,0,0.9602,1,0.9598,1,50,219.89,129.55,0,1,,,,,0,0,,1
2025-09-30 05:33:10,167.65,0.3145,239.23,0.4587,1.3762,240.24,237.29,240.18,416.3,412.97,413.77,414.38,0.0,1.3762,0.0,0.0,0.3131,0.0,0.0913,0,0.0913,0,0.3266,0,0.3266,0,0.9603,1,0.9599,1,50,219.89,129.55,0,1,,,,,0,0,,1
2025-09-30 05:34:17,167.66,0.319,241.9,0.4608,1.3826,242.81,239.9,243,420.67,417.22,419.03,418.89,0.0,1.3826,0.0,0.0,0.3172,0.0,0.0952,0,0.0952,0,0.3317,0,0.3317,0,0.9582,1,0.9578,1,50,219.9,129.55,0,1,,,,,0,0,,1
2025-09-30 05:35:02,167.66,0.3183,241.84,0.4604,1.3813,242.74,239.81,242.98,420.5,417,419.1,418.8,0.0,1.3813,0.0,0.0,0.3168,0.0,0.0951,0,0.0951,0,0.3312,0,0.3312,0,0.9581,1,0.9577,1,50,219.91,129.55,0,1,,,,,0,0,,1
2025-09-30 05:35:47,167.67,0.3188,242.22,0.4603,1.381,243.46,239.98,243.23,421.15,417.85,419.57,419.56,0.0,1.381,0.0,0.0,0.3169,0.0,0.0952,0,0.0952,0,0.3314,0,0.3314,0,0.9581,1,0.9577,1,50,219.91,129.55,0,1,,,,,0,0,,1
2025-09-30 05:36:32,167.67,0.3186,242.19,0.4604,1.3812,242.97,240.11,243.5,420.93,418.25,419.23,419.44,0.0,1.3812,0.0,0.0,0.317,0.0,0.0957,0,0.0957,0,0.3316,0,0.3316,0,0.9576,1,0.9573,1,50,219.91,129.55,0,1,,,,,0,0,,1
2025-09-30 05:37:17,167.68,0.3187,242.05,0.4606,1.3818,242.91,239.77,243.49,420.43,417.95,419.32,419.18,0.0,1.3818,0.0,0.0,0.3169,0.0,0.0949,0,0.0949,0,0.3313,0,0.3313,0,0.9584,1,0.9579,1,50,219.92,129.56,0,1,,,,,0,0,,1
