readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),Total Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),L1 Active Power (kW),L2 Active Power (kW),L3 Active Power (kW),Total Reactive Power (kVAR),L1 Reactive Power (kVAR),L2 Reactive Power (kVAR),L3 Reactive Power (kVAR),Total Apparent Power (kVA),L1 Apparent Power (kVA),L2 Apparent Power (kVA),L3 Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),Condensing Unit Status,Machine Status,Temperature (°C),Humidity (%),df2_time,compressor_on,heater_on,fan_status
2025-09-25 00:00:42,22.84,0.3,231.56,0.44,1.32,232.59,230.06,232.04,401.56,401.06,400.58,401.07,0.0,1.32,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,50.0,27.73,14.29,0,1,19.7,94.8,2025-09-25 00:00:42,0,0,1
2025-09-25 00:01:27,22.84,0.3,231.26,0.44,1.32,232.18,229.8,231.8,400.52,401.34,399.76,400.52,0.0,1.32,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,49.9,27.74,14.3,0,1,19.7,94.8,2025-09-25 00:01:27,0,0,1
2025-09-25 00:02:12,22.85,3.34,229.79,6.87,20.62,230.04,228.9,230.45,397.03,400.23,396.75,398.48,7.83,7.17,5.62,1.33,1.16,0.86,3.35,1.21,1.16,0.97,4.74,1.8,1.64,1.29,0.71,0.74,0.7,0.66,49.9,27.74,14.3,1,1,19.7,94.8,2025-09-25 00:02:12,1,0,0
2025-09-25 00:02:57,22.89,3.55,229.44,6.95,20.86,230.04,228.2,230.09,397.31,398.01,396.88,397.41,7.41,7.5,5.95,1.3,1.26,0.99,3.2,1.1,1.15,0.95,4.78,1.7,1.71,1.37,0.74,0.76,0.74,0.72,49.9,27.8,14.34,1,1,19.7,93.8,2025-09-25 00:02:57,1,0,0
2025-09-25 00:03:42,22.94,3.49,229.45,6.89,20.67,230.41,228.34,229.6,397.63,398.15,396.42,397.42,7.31,7.48,5.87,1.28,1.25,0.96,3.2,1.09,1.16,0.95,4.74,1.68,1.71,1.35,0.74,0.76,0.73,0.71,49.9,27.87,14.38,1,1,19.6,86.4,2025-09-25 00:03:42,1,0,0
2025-09-25 00:04:27,22.99,3.49,229.6,6.88,20.65,230.27,229.2,229.34,397.46,399.18,396.37,397.55,7.22,7.51,5.92,1.27,1.27,0.95,3.2,1.07,1.16,0.97,4.74,1.66,1.72,1.36,0.74,0.76,0.74,0.7,49.9,27.93,14.42,1,1,19.0,81.0,2025-09-25 00:04:27,1,0,0
2025-09-25 00:05:12,23.03,3.48,230.06,6.89,20.68,231.01,229.5,229.69,398.24,399.33,397.86,398.46,7.26,7.52,5.89,1.28,1.26,0.94,3.23,1.09,1.18,0.97,4.76,1.68,1.73,1.35,0.73,0.76,0.73,0.7,49.9,27.99,14.47,1,1,18.9,77.4,2025-09-25 00:05:12,1,0,0
2025-09-25 00:05:57,23.08,3.45,230.32,6.86,20.58,231.36,229.64,229.96,398.61,400.16,397.96,398.91,7.24,7.49,5.86,1.27,1.25,0.94,3.24,1.09,1.18,0.97,4.74,1.67,1.72,1.35,0.73,0.76,0.73,0.7,49.9,28.05,14.51,1,1,18.7,74.0,2025-09-25 00:05:57,1,0,0
2025-09-25 00:06:42,23.11,3.42,230.13,6.82,20.47,231.51,229.01,229.87,398.28,399.31,398.16,398.61,7.27,7.43,5.77,1.27,1.22,0.93,3.23,1.1,1.18,0.95,4.71,1.68,1.7,1.33,0.73,0.75,0.72,0.7,49.9,28.1,14.54,1,1,18.2,71.3,2025-09-25 00:06:42,1,0,0
2025-09-25 00:07:27,23.12,0.3,231.73,0.44,1.33,233.36,230.24,231.61,402.47,401.13,400.49,401.26,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.11,14.54,0,1,18.1,73.1,2025-09-25 00:07:27,0,0,1
2025-09-25 00:08:12,23.12,0.3,231.48,0.44,1.33,234.13,228.69,231.63,401.34,400.96,400.44,400.8,0.0,1.33,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,49.9,28.11,14.54,0,1,18.0,77.3,2025-09-25 00:08:12,0,0,1
2025-09-25 00:08:57,23.12,0.3,231.54,0.44,1.32,234.43,228.61,231.58,401.56,400.73,400.74,401.05,0.0,1.32,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,49.9,28.11,14.54,0,1,18.0,80.3,2025-09-25 00:08:57,0,0,1
2025-09-25 00:09:42,23.13,0.3,232.56,0.44,1.33,236.47,229.31,231.92,403.77,402.18,402.4,402.92,0.0,1.33,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,49.9,28.12,14.54,0,1,18.0,82.8,2025-09-25 00:09:42,0,0,1
2025-09-25 00:10:27,23.13,0.3,232.03,0.44,1.32,236.28,228.53,231.29,402.85,401.03,401.7,401.88,0.0,1.32,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,49.9,28.12,14.55,0,1,18.1,84.7,2025-09-25 00:10:27,0,0,1
2025-09-25 00:11:12,23.13,0.3,231.67,0.44,1.32,236.31,228.3,230.42,402.76,400.32,400.62,401.22,0.0,1.32,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,49.9,28.12,14.55,0,1,18.1,85.8,2025-09-25 00:11:12,0,0,1
2025-09-25 00:11:57,23.14,0.3,232.1,0.44,1.32,236.05,229.56,230.71,403.04,401.59,401.33,401.89,0.0,1.32,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,49.9,28.13,14.55,0,1,18.2,87.1,2025-09-25 00:11:57,0,0,1
2025-09-25 00:12:42,23.14,0.3,232.22,0.44,1.33,235.92,229.61,231.13,403.12,401.75,401.7,402.24,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,49.9,28.13,14.55,0,1,18.2,88.4,2025-09-25 00:12:42,0,0,1
2025-09-25 00:13:27,23.15,0.3,231.93,0.44,1.32,235.95,228.68,231.17,402.63,401.34,401.07,401.7,0.0,1.32,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,49.9,28.14,14.55,0,1,18.3,89.3,2025-09-25 00:13:27,0,0,1
2025-09-25 00:14:12,23.15,0.3,233.48,0.44,1.32,237.62,230.72,232.12,405.38,404.37,403.36,404.42,0.0,1.32,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.14,14.55,0,1,18.7,90.1,2025-09-25 00:14:12,0,0,1
2025-09-25 00:14:57,23.15,0.3,233.69,0.44,1.33,237.19,231.53,232.35,406.2,404.51,403.48,404.86,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.14,14.55,0,1,18.7,90.7,2025-09-25 00:14:57,0,0,1
2025-09-25 00:15:42,23.16,0.3,233.75,0.44,1.33,237.09,232.18,232.0,406.41,405.25,402.86,404.81,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.15,14.55,0,1,18.8,91.4,2025-09-25 00:15:42,0,0,1
2025-09-25 00:16:27,23.16,0.3,233.68,0.44,1.33,237.18,232.11,231.77,405.96,404.48,403.75,404.77,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.15,14.55,0,1,18.8,91.9,2025-09-25 00:16:27,0,0,1
2025-09-25 00:17:12,23.16,0.3,233.83,0.44,1.33,237.06,232.42,232.02,405.89,405.4,403.65,404.87,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.16,14.55,0,1,18.9,92.4,2025-09-25 00:17:12,0,0,1
2025-09-25 00:17:57,23.17,0.3,234.14,0.44,1.33,236.23,233.26,232.93,405.15,406.9,404.49,405.5,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.16,14.55,0,1,18.9,92.7,2025-09-25 00:17:57,0,0,1
2025-09-25 00:18:42,23.17,0.3,234.54,0.44,1.33,238.13,233.41,232.09,407.1,406.52,405.0,406.26,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.16,14.56,0,1,19.0,93.1,2025-09-25 00:18:42,0,0,1
2025-09-25 00:19:27,23.18,0.3,235.51,0.44,1.33,237.54,235.07,233.94,407.13,411.4,405.05,407.79,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.17,14.56,0,1,19.0,93.4,2025-09-25 00:19:27,0,0,1
2025-09-25 00:20:12,23.18,0.3,235.19,0.44,1.33,237.08,234.87,233.64,407.75,408.49,405.81,407.28,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.17,14.56,0,1,19.0,93.5,2025-09-25 00:20:12,0,0,1
2025-09-25 00:20:57,23.18,0.3,234.0,0.44,1.33,236.44,233.5,232.08,404.59,407.8,403.38,405.13,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.17,14.56,0,1,19.1,93.7,2025-09-25 00:20:57,0,0,1
2025-09-25 00:21:42,23.19,0.3,234.15,0.44,1.33,236.69,233.58,232.18,405.83,406.07,404.72,405.55,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.18,14.56,0,1,19.1,93.8,2025-09-25 00:21:42,0,0,1
2025-09-25 00:22:27,23.19,0.3,234.41,0.44,1.33,237.92,232.98,232.33,407.26,405.67,405.02,405.97,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.18,14.56,0,1,19.5,93.9,2025-09-25 00:22:27,0,0,1
2025-09-25 00:23:12,23.2,0.3,234.13,0.44,1.33,236.99,233.64,231.77,405.87,406.67,403.94,405.46,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.19,14.56,0,1,19.5,94.0,2025-09-25 00:23:12,0,0,1
2025-09-25 00:23:57,23.2,0.3,234.01,0.44,1.33,237.79,233.01,231.25,406.61,405.24,404.04,405.27,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.19,14.56,0,1,19.5,94.1,2025-09-25 00:23:57,0,0,1
2025-09-25 00:24:42,23.2,0.3,234.7,0.44,1.33,238.21,233.77,232.14,408.19,406.37,404.93,406.45,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.19,14.56,0,1,19.6,94.2,2025-09-25 00:24:42,0,0,1
2025-09-25 00:25:27,23.21,0.3,234.31,0.44,1.33,236.75,233.68,232.51,406.17,406.47,404.82,405.62,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.2,14.56,0,1,19.6,94.2,2025-09-25 00:25:27,0,0,1
2025-09-25 00:26:12,23.21,0.3,234.58,0.44,1.32,238.09,233.35,232.3,407.28,406.48,405.05,406.28,0.0,1.32,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.2,14.57,0,1,19.6,94.3,2025-09-25 00:26:12,0,0,1
2025-09-25 00:26:57,23.21,0.3,234.44,0.44,1.32,236.94,232.93,233.47,406.07,406.17,405.92,406.11,0.0,1.32,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.21,14.57,0,1,19.6,94.3,2025-09-25 00:26:57,0,0,1
2025-09-25 00:27:42,23.22,0.3,234.67,0.44,1.33,237.03,233.86,233.12,406.78,406.56,406.0,406.46,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.21,14.57,0,1,19.6,94.3,2025-09-25 00:27:42,0,0,1
2025-09-25 00:28:27,23.22,0.31,235.22,0.44,1.33,237.23,235.62,232.83,408.97,408.19,405.06,407.41,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.21,14.57,0,1,19.7,94.4,2025-09-25 00:28:27,0,0,1
2025-09-25 00:29:12,23.22,0.31,235.17,0.44,1.33,236.02,236.25,233.25,407.16,409.04,405.73,407.21,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.32,0.0,0.32,0.0,0.97,1.0,0.97,1.0,50.0,28.22,14.57,0,1,19.7,94.4,2025-09-25 00:29:12,0,0,1
2025-09-25 00:29:57,23.23,0.3,234.37,0.44,1.32,236.97,232.17,233.97,405.83,406.14,405.79,405.89,0.0,1.32,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.22,14.57,0,1,19.7,94.5,2025-09-25 00:29:57,0,0,1
2025-09-25 00:30:42,23.23,0.3,234.2,0.44,1.32,237.94,231.45,233.22,407.01,404.72,405.14,405.57,0.0,1.32,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.22,14.57,0,1,19.7,94.5,2025-09-25 00:30:42,0,0,1
2025-09-25 00:31:27,23.25,3.41,231.86,6.85,20.56,233.68,230.01,231.89,401.14,402.39,401.19,401.57,7.29,7.39,5.89,1.26,1.21,0.94,3.32,1.15,1.19,0.99,4.77,1.7,1.7,1.36,0.72,0.74,0.71,0.69,50.0,28.25,14.59,1,1,19.7,94.5,2025-09-25 00:31:27,1,0,0
2025-09-25 00:32:12,23.3,3.53,232.7,6.99,20.96,235.2,230.16,232.75,403.17,404.04,401.84,403.12,7.46,7.56,5.94,1.31,1.24,0.97,3.36,1.16,1.22,0.98,4.88,1.75,1.74,1.38,0.72,0.75,0.71,0.7,50.0,28.32,14.64,1,1,19.6,90.1,2025-09-25 00:32:12,1,0,0
2025-09-25 00:32:57,23.35,3.51,233.39,6.98,20.95,234.25,230.98,234.95,403.89,404.62,404.19,404.25,7.44,7.45,6.06,1.28,1.24,1.0,3.39,1.18,1.19,1.02,4.89,1.74,1.72,1.42,0.72,0.73,0.72,0.7,50.0,28.38,14.68,1,1,19.5,83.7,2025-09-25 00:32:57,1,0,0
2025-09-25 00:33:42,23.39,3.48,232.92,6.94,20.81,233.52,230.69,234.56,402.92,404.17,403.17,403.38,7.36,7.41,6.04,1.26,1.24,0.99,3.36,1.17,1.18,1.02,4.85,1.72,1.71,1.42,0.72,0.73,0.72,0.7,50.0,28.44,14.72,1,1,19.0,78.9,2025-09-25 00:33:42,1,0,0
2025-09-25 00:34:27,23.43,3.47,233.45,6.95,20.84,233.74,231.31,235.32,403.64,404.85,404.55,404.34,7.35,7.41,6.09,1.25,1.24,0.99,3.39,1.18,1.18,1.03,4.86,1.72,1.71,1.43,0.72,0.73,0.72,0.69,50.0,28.51,14.76,1,1,18.8,74.9,2025-09-25 00:34:27,1,0,0
2025-09-25 00:35:12,23.47,3.46,233.91,6.95,20.84,235.54,231.11,235.08,405.56,405.04,404.76,405.12,7.43,7.46,5.95,1.28,1.22,0.97,3.42,1.19,1.22,1.01,4.87,1.75,1.72,1.4,0.71,0.73,0.71,0.69,50.0,28.55,14.8,1,1,18.3,71.9,2025-09-25 00:35:12,1,0,0
2025-09-25 00:35:57,23.48,0.3,233.86,0.45,1.34,236.29,230.15,235.16,404.83,405.17,405.12,404.89,0.0,1.34,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.57,14.81,0,1,18.1,71.9,2025-09-25 00:35:57,0,0,1
2025-09-25 00:36:42,23.49,0.3,234.63,0.45,1.34,237.26,230.59,236.05,406.72,405.76,406.62,405.87,0.0,1.34,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.58,14.81,0,1,18.0,75.1,2025-09-25 00:36:42,0,0,1
2025-09-25 00:37:27,23.49,0.3,234.53,0.44,1.33,237.18,230.62,235.81,406.56,406.17,405.83,406.18,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.58,14.81,0,1,18.0,78.0,2025-09-25 00:37:27,0,0,1
2025-09-25 00:38:12,23.49,0.3,233.5,0.44,1.33,235.38,230.11,235.02,404.92,404.04,404.27,404.32,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.58,14.81,0,1,18.0,80.3,2025-09-25 00:38:12,0,0,1
2025-09-25 00:38:57,23.5,0.3,233.39,0.44,1.33,235.03,230.38,234.76,404.71,404.19,403.75,404.15,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.59,14.81,0,1,18.0,82.1,2025-09-25 00:38:57,0,0,1
2025-09-25 00:39:42,23.5,0.3,233.59,0.44,1.33,234.8,231.47,234.5,404.73,405.2,403.78,404.54,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.59,14.81,0,1,18.0,83.2,2025-09-25 00:39:42,0,0,1
2025-09-25 00:40:27,23.5,0.3,233.08,0.44,1.33,235.35,228.5,235.41,403.93,403.27,403.83,403.67,0.0,1.33,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,50.0,28.6,14.81,0,1,18.1,84.4,2025-09-25 00:40:27,0,0,1
2025-09-25 00:41:12,23.51,0.29,232.94,0.44,1.32,234.89,228.56,235.39,403.38,403.74,403.18,403.36,0.0,1.32,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,50.0,28.6,14.81,0,1,18.1,85.7,2025-09-25 00:41:12,0,0,1
2025-09-25 00:41:57,23.51,0.29,232.95,0.44,1.32,235.36,228.29,235.2,403.76,403.16,403.39,403.49,0.0,1.32,0.0,0.0,0.29,0.0,0.07,0.0,0.07,0.0,0.3,0.0,0.3,0.0,0.97,1.0,0.97,1.0,50.0,28.6,14.82,0,1,18.1,86.6,2025-09-25 00:41:57,0,0,1
2025-09-25 00:42:42,23.52,0.3,233.22,0.44,1.33,234.76,230.54,234.37,403.98,404.16,403.66,403.92,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.61,14.82,0,1,18.2,87.4,2025-09-25 00:42:42,0,0,1
2025-09-25 00:43:27,23.52,0.3,233.03,0.44,1.33,234.61,230.5,233.99,404.04,403.91,402.85,403.65,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.61,14.82,0,1,18.2,88.1,2025-09-25 00:43:27,0,0,1
2025-09-25 00:44:12,23.52,0.3,233.64,0.44,1.33,235.25,230.98,234.71,405.19,404.93,403.86,404.63,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.62,14.82,0,1,18.2,88.8,2025-09-25 00:44:12,0,0,1
2025-09-25 00:44:57,23.53,0.3,233.82,0.44,1.33,235.24,231.51,234.73,405.21,405.6,404.11,404.98,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.62,14.82,0,1,18.3,89.3,2025-09-25 00:44:57,0,0,1
2025-09-25 00:45:42,23.53,0.3,234.39,0.44,1.33,235.56,231.97,235.64,406.03,406.45,405.38,406.08,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.62,14.82,0,1,18.3,89.8,2025-09-25 00:45:42,0,0,1
2025-09-25 00:46:27,23.53,0.3,234.4,0.44,1.33,235.65,232.12,235.45,406.27,406.5,405.17,405.94,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.63,14.82,0,1,18.7,90.2,2025-09-25 00:46:27,0,0,1
2025-09-25 00:47:12,23.54,0.3,234.44,0.44,1.33,235.57,232.0,235.76,406.24,406.41,405.49,405.96,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.63,14.82,0,1,18.7,90.5,2025-09-25 00:47:12,0,0,1
2025-09-25 00:47:57,23.54,0.3,234.31,0.44,1.33,235.62,232.0,235.33,406.17,405.77,405.55,405.87,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.63,14.82,0,1,18.8,90.9,2025-09-25 00:47:57,0,0,1
2025-09-25 00:48:42,23.54,0.3,234.09,0.44,1.33,235.59,231.65,235.03,405.63,405.99,404.67,405.34,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.64,14.82,0,1,18.8,91.2,2025-09-25 00:48:42,0,0,1
2025-09-25 00:49:27,23.55,0.3,234.11,0.44,1.33,235.45,231.75,235.15,405.77,405.57,405.1,405.56,0.0,1.33,0.0,0.0,0.3,0.0,0.07,0.0,0.07,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.64,14.82,0,1,18.8,91.5,2025-09-25 00:49:27,0,0,1
2025-09-25 00:50:12,23.55,0.31,234.84,0.45,1.34,234.44,236.4,233.7,406.35,408.61,405.31,406.71,0.0,1.34,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.32,0.0,0.32,0.0,0.97,1.0,0.97,1.0,50.0,28.65,14.83,0,1,18.9,91.8,2025-09-25 00:50:12,0,0,1
2025-09-25 00:50:57,23.56,0.3,233.92,0.44,1.33,235.15,234.37,232.24,405.65,406.12,403.67,405.25,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.65,14.83,0,1,18.9,92.1,2025-09-25 00:50:57,0,0,1
2025-09-25 00:51:42,23.56,0.3,234.07,0.44,1.33,235.43,234.74,232.05,406.18,406.77,403.28,405.43,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.65,14.83,0,1,18.9,92.4,2025-09-25 00:51:42,0,0,1
2025-09-25 00:52:27,23.56,0.3,233.75,0.44,1.33,235.39,233.42,232.46,405.48,405.46,403.65,404.81,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.66,14.83,0,1,18.9,92.5,2025-09-25 00:52:27,0,0,1
2025-09-25 00:53:12,23.57,0.3,234.06,0.44,1.33,235.68,233.6,232.9,406.35,405.48,404.34,405.34,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.66,14.83,0,1,18.9,92.6,2025-09-25 00:53:12,0,0,1
2025-09-25 00:53:57,23.57,0.3,234.67,0.44,1.33,236.18,234.0,233.84,407.04,406.5,405.82,406.44,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,49.9,28.67,14.83,0,1,19.0,92.8,2025-09-25 00:53:57,0,0,1
2025-09-25 00:54:42,23.57,0.3,233.87,0.44,1.33,234.81,233.95,232.85,406.05,405.25,403.9,405.07,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.67,14.83,0,1,19.0,93.0,2025-09-25 00:54:42,0,0,1
2025-09-25 00:55:27,23.58,0.3,233.81,0.44,1.33,235.5,233.6,232.34,405.46,405.68,403.74,404.92,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.67,14.83,0,1,19.0,93.2,2025-09-25 00:55:27,0,0,1
2025-09-25 00:56:12,23.58,0.3,234.58,0.44,1.33,236.0,234.41,233.34,407.27,406.74,404.88,406.35,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.68,14.83,0,1,19.0,93.3,2025-09-25 00:56:12,0,0,1
2025-09-25 00:56:57,23.59,0.3,234.71,0.44,1.33,235.56,234.19,234.4,407.14,407.3,405.15,406.45,0.0,1.33,0.0,0.0,0.3,0.0,0.08,0.0,0.08,0.0,0.31,0.0,0.31,0.0,0.97,1.0,0.97,1.0,50.0,28.68,14.83,0,1,19.0,93.5,2025-09-25 00:56:57,0,0,1
