readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),Total Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),L1 Active Power (kW),L2 Active Power (kW),L3 Active Power (kW),Total Reactive Power (kVAR),L1 Reactive Power (kVAR),L2 Reactive Power (kVAR),L3 Reactive Power (kVAR),Total Apparent Power (kVA),L1 Apparent Power (kVA),L2 Apparent Power (kVA),L3 Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),Condensing Unit Status,Machine Status,Temperature (°C),Humidity (%),df2_time,compressor_on,heater_on
2025-09-18 00:00:28,90.0,3.68,239.21,7.32,21.95,234.65,235.34,247.71,406.96,418.25,417.86,414.36,7.72,5.99,8.25,,,,3.68,,,,5.23,,,,0.7,0.62,0.77,0.72,49.96,0.0,123.0,,1.0,21.2,92.2,2025-09-18 00:00:28,1,0
2025-09-18 00:01:13,90.0,3.66,239.49,7.29,21.86,234.87,235.74,247.87,407.56,419.01,418.33,414.93,7.69,5.97,8.2,,,,3.71,,,,5.23,,,,0.7,0.62,0.77,0.72,49.98,0.0,123.0,,1.0,21.2,90.9,2025-09-18 00:01:13,1,0
2025-09-18 00:01:58,90.0,0.0,241.71,0.0,0.0,237.26,237.24,250.63,410.93,422.56,422.58,418.6,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,123.0,,0.0,21.1,87.4,2025-09-18 00:01:58,0,0
2025-09-18 00:02:43,90.0,0.0,241.83,0.0,0.0,236.85,236.76,251.88,410.16,423.24,423.32,418.91,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,123.0,,0.0,21.1,85.2,2025-09-18 00:02:43,0,0
2025-09-18 00:03:28,90.0,0.0,241.73,0.0,0.0,236.56,236.73,251.9,409.88,423.23,423.09,418.73,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,123.0,,0.0,20.6,86.0,2025-09-18 00:03:28,0,0
2025-09-18 00:04:13,90.0,0.0,242.23,0.0,0.0,236.12,235.9,254.53,408.9,424.83,425.13,419.62,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.93,0.0,123.0,,0.0,20.6,87.0,2025-09-18 00:04:13,0,0
2025-09-18 00:04:58,90.0,0.0,242.4,0.0,0.0,235.69,236.63,254.44,409.21,425.72,424.81,419.92,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.94,0.0,123.0,,0.0,20.6,87.9,2025-09-18 00:04:58,0,0
2025-09-18 00:05:43,90.0,0.0,242.36,0.0,0.0,235.97,236.5,254.62,409.17,425.42,425.07,419.83,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.93,0.0,123.0,,0.0,21.0,88.8,2025-09-18 00:05:43,0,0
2025-09-18 00:06:28,90.0,0.0,242.4,0.0,0.0,236.26,236.43,254.51,409.36,425.26,425.12,419.91,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,123.0,,0.0,21.1,89.5,2025-09-18 00:06:28,0,0
2025-09-18 00:07:13,90.0,0.0,242.38,0.0,0.0,236.36,236.35,254.43,409.38,425.12,425.13,419.88,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.93,0.0,123.0,,0.0,21.1,90.0,2025-09-18 00:07:13,0,0
2025-09-18 00:07:58,90.0,0.0,242.41,0.0,0.0,235.83,236.33,255.06,408.9,425.66,425.23,419.93,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.93,0.0,123.0,,0.0,21.1,90.2,2025-09-18 00:07:58,0,0
2025-09-18 00:08:43,90.0,0.0,242.29,0.0,0.0,236.32,236.33,254.23,409.33,424.93,424.92,419.73,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.94,0.0,123.0,,0.0,21.2,90.7,2025-09-18 00:08:43,0,0
2025-09-18 00:09:28,90.0,0.0,242.33,0.0,0.0,236.26,236.68,254.05,409.59,424.96,424.83,419.79,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.93,0.0,123.0,,0.0,21.2,91.1,2025-09-18 00:09:28,0,0
2025-09-18 00:10:13,90.0,0.0,242.28,0.0,0.0,236.32,236.75,253.78,409.69,424.9,424.78,419.77,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.94,0.0,123.0,,0.0,21.2,91.5,2025-09-18 00:10:13,0,0
2025-09-18 00:10:58,90.0,0.0,242.4,0.0,0.0,236.32,236.74,254.15,409.68,425.21,424.85,419.92,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,123.0,,0.0,21.3,91.8,2025-09-18 00:10:58,0,0
2025-09-18 00:11:43,90.0,0.0,242.75,0.0,0.0,236.15,236.5,255.59,409.33,426.27,425.97,420.52,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.97,0.0,123.0,,0.0,21.3,91.8,2025-09-18 00:11:43,0,0
2025-09-18 00:12:28,90.0,0.0,242.77,0.0,0.0,236.0,236.53,255.77,409.22,426.45,426.0,420.56,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,123.0,,0.0,21.3,92.1,2025-09-18 00:12:28,0,0
2025-09-18 00:13:13,90.0,0.0,242.25,0.0,0.0,236.27,237.87,252.6,410.62,424.82,423.45,419.63,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.98,0.0,123.0,,0.0,21.3,92.2,2025-09-18 00:13:13,0,0
2025-09-18 00:13:58,90.0,0.0,242.19,0.0,0.0,236.49,237.46,252.75,410.33,424.68,423.58,419.53,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.97,0.0,123.0,,0.0,21.3,92.1,2025-09-18 00:13:58,0,0
2025-09-18 00:14:43,90.0,0.0,242.47,0.0,0.0,237.07,237.71,252.63,411.18,424.85,424.0,420.01,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.98,0.0,123.0,,0.0,21.3,92.2,2025-09-18 00:14:43,0,0
2025-09-18 00:15:28,90.0,0.0,242.47,0.0,0.0,236.76,237.96,252.68,411.12,424.75,424.04,420.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.99,0.0,123.0,,0.0,21.4,92.4,2025-09-18 00:15:28,0,0
2025-09-18 00:16:13,90.0,0.0,242.68,0.0,0.0,237.25,237.9,252.9,411.49,425.11,424.55,420.37,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,123.0,,0.0,21.4,92.2,2025-09-18 00:16:13,0,0
2025-09-18 00:16:58,90.0,3.59,239.21,7.22,21.68,233.4,235.52,248.71,406.1,419.41,417.59,414.37,7.7,5.84,8.13,,,,3.71,,,,5.2,,,,0.69,0.61,0.76,0.71,49.96,0.0,123.0,,1.0,21.4,91.7,2025-09-18 00:16:58,1,0
2025-09-18 00:17:43,90.0,3.7,239.08,7.3,21.87,233.45,235.9,247.88,406.47,419.01,416.91,414.13,7.79,5.95,8.13,,,,3.7,,,,5.27,,,,0.71,0.64,0.77,0.73,49.94,0.0,123.0,,1.0,21.4,90.7,2025-09-18 00:17:43,1,0
2025-09-18 00:18:28,90.0,3.69,239.74,7.31,21.92,233.06,234.9,251.26,405.27,421.11,419.53,415.3,7.76,5.89,8.27,,,,3.74,,,,5.3,,,,0.71,0.61,0.78,0.72,49.95,0.0,124.0,,1.0,21.3,87.5,2025-09-18 00:18:28,1,0
2025-09-18 00:19:13,90.0,3.71,239.68,7.37,22.11,233.08,234.91,251.2,405.15,420.94,419.48,415.19,7.78,5.98,8.35,,,,3.71,,,,5.31,,,,0.71,0.61,0.78,0.72,49.95,0.0,124.0,,1.0,21.2,83.2,2025-09-18 00:19:13,1,0
2025-09-18 00:19:58,90.0,3.73,239.74,7.38,22.14,233.07,235.05,251.12,405.39,421.0,419.51,415.3,7.8,5.98,8.36,,,,3.71,,,,5.32,,,,0.71,0.61,0.78,0.72,49.94,0.0,124.0,,1.0,21.1,79.6,2025-09-18 00:19:58,1,0
2025-09-18 00:20:43,91.0,0.0,241.76,0.0,0.0,236.17,235.45,253.65,408.44,423.91,424.32,418.82,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.94,0.0,124.0,,0.0,20.6,76.3,2025-09-18 00:20:43,0,0
2025-09-18 00:21:28,91.0,0.0,242.02,0.0,0.0,235.82,235.07,255.18,407.8,424.69,425.33,419.24,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,124.0,,0.0,20.5,75.0,2025-09-18 00:21:28,0,0
2025-09-18 00:22:13,91.0,0.0,241.84,0.0,0.0,235.46,234.98,255.08,407.41,424.52,424.93,418.96,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.93,0.0,124.0,,0.0,20.4,77.2,2025-09-18 00:22:13,0,0
2025-09-18 00:22:58,91.0,0.0,241.87,0.0,0.0,235.54,235.05,255.02,407.54,424.53,424.95,419.01,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.4,79.8,2025-09-18 00:22:58,0,0
2025-09-18 00:23:43,91.0,0.0,241.84,0.0,0.0,235.94,235.09,254.48,407.92,424.09,424.82,418.94,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,124.0,,0.0,20.4,82.0,2025-09-18 00:23:43,0,0
2025-09-18 00:24:28,91.0,0.0,243.49,0.0,0.0,238.63,235.73,256.11,410.81,426.07,428.55,421.81,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.4,83.6,2025-09-18 00:24:28,0,0
2025-09-18 00:25:13,91.0,0.0,243.57,0.0,0.0,238.06,235.7,256.84,410.56,426.57,428.73,421.95,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.4,84.6,2025-09-18 00:25:13,0,0
2025-09-18 00:25:58,91.0,0.0,243.83,0.0,0.0,238.01,235.9,257.57,410.42,427.49,429.19,422.27,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.97,0.0,124.0,,0.0,20.5,86.0,2025-09-18 00:25:58,0,0
2025-09-18 00:26:43,91.0,0.0,244.01,0.0,0.0,238.28,236.3,257.45,411.0,427.73,429.42,422.72,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,86.9,2025-09-18 00:26:43,0,0
2025-09-18 00:27:28,91.0,0.0,242.91,0.0,0.0,239.2,237.68,251.85,412.99,424.0,425.31,420.77,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.99,0.0,124.0,,0.0,20.6,87.8,2025-09-18 00:27:28,0,0
2025-09-18 00:28:13,91.0,0.0,242.94,0.0,0.0,239.14,237.21,252.47,412.53,424.14,425.8,420.83,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.98,0.0,124.0,,0.0,20.6,88.6,2025-09-18 00:28:13,0,0
2025-09-18 00:28:58,91.0,0.0,243.03,0.0,0.0,238.43,237.12,253.44,411.93,424.92,426.13,420.99,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.6,89.3,2025-09-18 00:28:58,0,0
2025-09-18 00:29:43,91.0,0.0,243.1,0.0,0.0,238.49,237.23,253.71,412.1,425.13,426.08,421.1,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,21.1,89.9,2025-09-18 00:29:43,0,0
2025-09-18 00:30:28,91.0,0.0,243.24,0.0,0.0,238.79,237.47,253.47,412.13,425.47,426.13,421.24,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,21.1,90.4,2025-09-18 00:30:28,0,0
2025-09-18 00:31:13,91.0,0.0,243.05,0.0,0.0,238.39,237.26,253.49,411.93,425.08,426.05,420.14,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.92,0.0,124.0,,0.0,21.1,90.9,2025-09-18 00:31:13,0,0
2025-09-18 00:31:58,91.0,0.0,242.81,0.0,0.0,238.5,237.39,252.53,412.13,424.35,425.3,420.6,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.9,0.0,124.0,,0.0,21.2,91.3,2025-09-18 00:31:58,0,0
2025-09-18 00:32:43,91.0,0.0,244.89,0.0,0.0,240.06,236.37,258.25,412.6,428.49,431.64,424.25,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.92,0.0,124.0,,0.0,21.2,91.7,2025-09-18 00:32:43,0,0
2025-09-18 00:33:28,91.0,0.0,244.74,0.0,0.0,239.89,236.24,258.03,412.39,428.19,431.35,423.98,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.89,0.0,124.0,,0.0,21.2,92.0,2025-09-18 00:33:28,0,0
2025-09-18 00:34:13,91.0,0.0,243.74,0.0,0.0,236.84,234.9,259.47,408.47,428.29,429.82,422.19,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.91,0.0,124.0,,0.0,21.3,92.3,2025-09-18 00:34:13,0,0
2025-09-18 00:34:58,,3.71,241.96,7.49,22.46,234.76,233.26,257.96,405.23,425.59,426.78,419.2,7.9,5.71,8.85,,,,3.9,,,,5.45,,,,0.68,0.54,0.8,0.72,49.88,0.0,124.0,,1.0,21.3,92.5,2025-09-18 00:34:58,1,0
2025-09-18 00:35:43,91.0,3.68,242.22,7.49,22.46,234.93,234.16,257.58,406.24,426.02,426.68,419.65,7.94,5.72,8.8,,,,3.9,,,,5.46,,,,0.68,0.54,0.79,0.72,49.9,0.0,124.0,,1.0,21.3,92.5,2025-09-18 00:35:43,1,0
2025-09-18 00:36:28,91.0,3.68,242.06,7.45,22.29,234.54,234.19,257.44,405.93,425.92,426.22,419.36,7.84,5.68,8.77,,,,3.93,,,,5.44,,,,0.69,0.55,0.79,0.72,49.89,0.0,124.0,,1.0,21.2,87.9,2025-09-18 00:36:28,1,0
2025-09-18 00:37:13,91.0,3.66,242.3,7.44,22.31,234.31,234.97,257.61,406.41,426.74,426.17,419.77,7.86,5.72,8.73,,,,3.95,,,,5.4,,,,0.68,0.55,0.79,0.71,49.9,0.0,124.0,,1.0,21.1,83.5,2025-09-18 00:37:13,1,0
2025-09-18 00:37:58,91.0,3.67,242.55,7.42,22.27,234.71,235.14,257.8,406.9,427.05,426.68,420.21,7.85,5.7,8.72,,,,3.94,,,,5.45,,,,0.68,0.54,0.78,0.71,49.93,0.0,124.0,,1.0,20.6,79.9,2025-09-18 00:37:58,1,0
2025-09-18 00:38:43,91.0,0.0,244.56,0.0,0.0,236.7,236.46,260.47,409.8,430.57,430.71,423.69,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.93,0.0,124.0,,0.0,20.5,76.3,2025-09-18 00:38:43,0,0
2025-09-18 00:39:28,91.0,0.0,244.57,0.0,0.0,236.77,236.47,260.46,409.88,430.5,430.87,423.75,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.4,77.2,2025-09-18 00:39:28,0,0
2025-09-18 00:40:13,91.0,0.0,243.21,0.0,0.0,234.65,236.27,258.72,407.83,428.82,427.42,421.34,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,124.0,,0.0,20.3,79.4,2025-09-18 00:40:13,0,0
2025-09-18 00:40:58,91.0,0.0,242.91,0.0,0.0,234.22,235.84,258.67,407.08,428.41,427.03,420.84,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.3,81.4,2025-09-18 00:40:58,0,0
2025-09-18 00:41:43,91.0,0.0,242.7,0.0,0.0,234.62,236.45,257.04,407.96,427.5,425.94,420.47,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.4,83.0,2025-09-18 00:41:43,0,0
2025-09-18 00:42:28,91.0,0.0,242.54,0.0,0.0,234.1,236.58,256.95,407.62,427.53,425.42,420.19,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.94,0.0,124.0,,0.0,20.4,84.5,2025-09-18 00:42:28,0,0
2025-09-18 00:43:13,91.0,0.0,242.41,0.0,0.0,234.13,236.32,256.79,407.42,427.17,425.3,419.96,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.93,0.0,124.0,,0.0,20.4,85.2,2025-09-18 00:43:13,0,0
2025-09-18 00:43:58,91.0,0.0,242.36,0.0,0.0,233.94,236.52,256.52,407.51,427.0,425.08,419.86,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.93,0.0,124.0,,0.0,20.4,84.7,2025-09-18 00:43:58,0,0
2025-09-18 00:44:43,91.0,0.0,240.55,0.0,0.0,232.14,236.28,253.24,405.67,423.95,420.71,416.84,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.92,0.0,124.0,,0.0,20.4,84.3,2025-09-18 00:44:43,0,0
2025-09-18 00:45:28,91.0,0.0,240.43,0.0,0.0,233.12,236.25,251.92,406.49,422.84,420.01,416.52,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.92,0.0,124.0,,0.0,20.4,84.5,2025-09-18 00:45:28,0,0
2025-09-18 00:46:13,91.0,0.0,240.59,0.0,0.0,233.04,236.65,252.09,406.77,423.33,420.24,416.78,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.92,0.0,124.0,,0.0,20.4,84.7,2025-09-18 00:46:13,0,0
2025-09-18 00:46:58,91.0,0.0,242.96,0.0,0.0,235.31,235.95,257.62,408.12,427.58,427.04,420.91,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.92,0.0,124.0,,0.0,20.4,84.8,2025-09-18 00:46:58,0,0
2025-09-18 00:47:43,91.0,0.0,244.51,0.0,0.0,236.89,237.01,259.64,410.41,430.26,430.16,423.61,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.91,0.0,124.0,,0.0,20.4,84.8,2025-09-18 00:47:43,0,0
2025-09-18 00:48:28,91.0,0.0,243.99,0.0,0.0,233.84,236.06,262.07,406.95,431.59,429.7,422.75,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.4,84.8,2025-09-18 00:48:28,0,0
2025-09-18 00:49:13,91.0,0.0,244.0,0.0,0.0,233.89,236.28,261.84,407.18,431.57,429.54,422.77,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,124.0,,0.0,20.4,84.9,2025-09-18 00:49:13,0,0
2025-09-18 00:49:58,91.0,0.0,243.91,0.0,0.0,233.79,236.06,261.84,406.94,431.39,429.49,422.61,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,124.0,,0.0,20.4,85.0,2025-09-18 00:49:58,0,0
2025-09-18 00:50:43,91.0,0.0,243.98,0.0,0.0,233.72,236.49,261.73,407.08,431.68,429.32,422.69,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,124.0,,0.0,20.4,85.0,2025-09-18 00:50:43,0,0
2025-09-18 00:51:28,91.0,0.0,244.07,0.0,0.0,233.72,236.55,261.95,407.27,431.9,429.45,422.86,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.97,0.0,124.0,,0.0,20.4,85.1,2025-09-18 00:51:28,0,0
2025-09-18 00:52:13,91.0,0.0,244.1,0.0,0.0,234.06,236.26,261.99,407.31,431.69,429.82,422.94,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.99,0.0,124.0,,0.0,20.4,85.1,2025-09-18 00:52:13,0,0
2025-09-18 00:52:58,91.0,0.0,243.9,0.0,0.0,234.03,235.83,261.84,406.91,431.19,429.66,422.59,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.97,0.0,124.0,,0.0,20.5,85.1,2025-09-18 00:52:58,0,0
2025-09-18 00:53:43,91.0,0.0,244.09,0.0,0.0,234.09,235.99,262.18,407.1,431.63,430.01,422.91,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,85.3,2025-09-18 00:53:43,0,0
2025-09-18 00:54:28,91.0,0.0,244.02,0.0,0.0,234.0,235.81,262.19,406.86,431.54,430.01,422.81,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.99,0.0,124.0,,0.0,20.5,85.4,2025-09-18 00:54:28,0,0
2025-09-18 00:55:13,91.0,0.0,242.98,0.0,0.0,231.96,235.19,261.8,404.66,430.54,428.05,421.08,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.98,0.0,124.0,,0.0,20.5,85.3,2025-09-18 00:55:13,0,0
2025-09-18 00:55:58,91.0,0.0,242.94,0.0,0.0,232.0,235.16,261.67,404.58,430.47,428.01,421.07,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,85.7,2025-09-18 00:55:58,0,0
2025-09-18 00:56:43,91.0,0.0,242.1,0.0,0.0,232.69,236.32,257.3,406.18,427.62,424.52,419.44,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.98,0.0,124.0,,0.0,20.5,85.7,2025-09-18 00:56:43,0,0
2025-09-18 00:57:28,91.0,0.0,242.33,0.0,0.0,232.99,236.49,257.51,406.59,427.95,424.96,419.83,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.01,0.0,124.0,,0.0,20.5,85.6,2025-09-18 00:57:28,0,0
2025-09-18 00:58:13,91.0,0.0,242.08,0.0,0.0,232.93,237.16,256.15,407.12,427.32,423.71,419.38,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.04,0.0,124.0,,0.0,20.5,85.6,2025-09-18 00:58:13,0,0
2025-09-18 00:58:58,91.0,0.0,242.05,0.0,0.0,232.92,237.2,256.04,407.14,427.26,423.61,419.34,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.01,0.0,124.0,,0.0,20.5,85.6,2025-09-18 00:58:58,0,0
2025-09-18 00:59:43,91.0,0.0,242.11,0.0,0.0,232.3,237.09,256.86,406.58,427.97,423.79,419.45,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,85.5,2025-09-18 00:59:43,0,0
2025-09-18 01:00:28,91.0,0.0,242.27,0.0,0.0,232.36,237.37,257.08,406.81,428.43,424.11,419.78,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,85.5,2025-09-18 01:00:28,0,0
2025-09-18 01:01:13,91.0,0.0,242.4,0.0,0.0,232.41,237.54,257.26,407.0,428.62,424.25,419.96,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.01,0.0,124.0,,0.0,20.5,85.4,2025-09-18 01:01:13,0,0
2025-09-18 01:01:58,91.0,0.0,243.07,0.0,0.0,232.13,236.23,260.86,405.62,430.67,427.18,421.16,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.01,0.0,124.0,,0.0,20.5,85.3,2025-09-18 01:01:58,0,0
2025-09-18 01:02:43,91.0,0.0,243.13,0.0,0.0,232.04,236.34,261.0,405.63,430.89,427.23,421.25,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,85.0,2025-09-18 01:02:43,0,0
2025-09-18 01:03:28,91.0,0.0,244.77,0.0,0.0,234.48,236.8,263.04,408.14,433.07,431.1,424.11,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,84.9,2025-09-18 01:03:28,0,0
2025-09-18 01:04:13,91.0,0.0,246.02,0.0,0.0,238.82,237.74,261.51,412.71,432.53,433.45,426.23,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.99,0.0,124.0,,0.0,20.5,84.7,2025-09-18 01:04:13,0,0
2025-09-18 01:04:58,91.0,0.0,245.52,0.0,0.0,237.75,238.32,260.28,412.47,431.95,431.62,425.35,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.99,0.0,124.0,,0.0,20.5,84.5,2025-09-18 01:04:58,0,0
2025-09-18 01:05:43,91.0,0.0,244.98,0.0,0.0,241.44,238.18,255.31,415.44,427.64,430.19,424.42,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,84.2,2025-09-18 01:05:43,0,0
2025-09-18 01:06:28,91.0,0.0,245.09,0.0,0.0,239.1,238.49,257.69,413.61,429.81,430.54,424.64,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,84.1,2025-09-18 01:06:28,0,0
2025-09-18 01:07:13,91.0,0.0,243.41,0.0,0.0,238.08,237.18,254.96,411.59,426.3,427.07,421.65,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,84.1,2025-09-18 01:07:13,0,0
2025-09-18 01:07:58,91.0,0.0,243.94,0.0,0.0,238.69,236.46,256.67,411.49,427.18,429.09,422.59,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.99,0.0,124.0,,0.0,20.5,84.1,2025-09-18 01:07:58,0,0
2025-09-18 01:08:43,91.0,0.0,244.1,0.0,0.0,237.82,236.53,257.95,410.8,428.37,429.47,422.88,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.5,84.1,2025-09-18 01:08:43,0,0
2025-09-18 01:09:28,91.0,0.0,244.31,0.0,0.0,237.98,237.21,257.86,411.43,428.96,429.34,423.24,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.0,0.0,124.0,,0.0,20.6,84.2,2025-09-18 01:09:28,0,0
2025-09-18 01:10:13,91.0,0.0,242.78,0.0,0.0,234.9,237.19,256.44,408.64,427.46,425.67,420.59,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.6,84.0,2025-09-18 01:10:13,0,0
2025-09-18 01:10:58,91.0,0.0,242.39,0.0,0.0,234.92,237.49,254.76,409.12,426.52,424.05,419.89,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.6,84.1,2025-09-18 01:10:58,0,0
2025-09-18 01:11:43,91.0,0.0,241.94,0.0,0.0,235.53,238.26,252.03,410.32,424.66,422.32,419.1,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.96,0.0,124.0,,0.0,20.6,84.1,2025-09-18 01:11:43,0,0
2025-09-18 01:12:28,91.0,0.0,241.96,0.0,0.0,235.47,238.57,251.83,410.53,424.75,422.09,419.13,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.99,0.0,124.0,,0.0,20.6,83.9,2025-09-18 01:12:28,0,0
2025-09-18 01:13:13,91.0,0.0,241.79,0.0,0.0,235.08,238.47,251.83,410.11,424.66,421.76,418.84,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.95,0.0,124.0,,0.0,20.6,83.9,2025-09-18 01:13:13,0,0
