readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),Total Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),L1 Active Power (kW),L2 Active Power (kW),L3 Active Power (kW),Total Reactive Power (kVAR),L1 Reactive Power (kVAR),L2 Reactive Power (kVAR),L3 Reactive Power (kVAR),Total Apparent Power (kVA),L1 Apparent Power (kVA),L2 Apparent Power (kVA),L3 Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),Condensing Unit Status,Machine Status,Temperature (°C),Humidity (%),Door Status,df2_time,compressor_on,heater_on,door_status
2025-09-18 06:45:28,125,0.07,241.71,0.09,0.28,241.57,237.04,246.46,414.55,418.75,422.71,418.67,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,157,,1,3.9,76.7,0,2025-09-18 06:45:28,0,1,0
2025-09-18 06:46:13,125,0.07,241.57,0.09,0.28,241.6,237.44,245.68,414.87,418.41,422.0,418.43,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,157,,1,3.9,77.9,0,2025-09-18 06:46:13,0,1,0
2025-09-18 06:46:58,125,0.07,242.27,0.09,0.28,241.16,236.82,249.38,414.07,420.69,424.16,419.64,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,157,,1,3.9,79.2,0,2025-09-18 06:46:58,0,1,0
2025-09-18 06:47:43,125,0.07,241.89,0.09,0.28,241.04,236.8,247.83,413.83,419.74,423.39,418.98,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,157,,1,4.0,80.6,0,2025-09-18 06:47:43,0,1,0
2025-09-18 06:48:28,125,0.07,241.66,0.09,0.28,241.16,236.54,247.6,413.43,419.31,423.01,418.59,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,157,,1,4.0,81.9,0,2025-09-18 06:48:28,0,1,0
2025-09-18 06:49:13,125,0.07,241.57,0.09,0.28,241.44,236.55,246.71,413.96,418.55,422.76,418.42,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.01,0,157,,1,4.1,83.3,0,2025-09-18 06:49:13,0,1,0
2025-09-18 06:49:58,125,0.07,241.79,0.09,0.28,242.39,238.12,244.96,416.04,418.37,421.96,418.79,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.01,0,157,,1,4.1,84.6,0,2025-09-18 06:49:58,0,1,0
2025-09-18 06:50:43,125,0.07,240.29,0.09,0.28,239.31,237.14,244.41,412.62,417.05,418.92,416.2,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.03,0,157,,1,4.2,85.6,0,2025-09-18 06:50:43,0,1,0
2025-09-18 06:51:28,125,0.07,239.72,0.09,0.28,238.99,236.96,243.2,412.32,415.98,417.81,415.37,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.01,0,157,,1,4.2,86.5,0,2025-09-18 06:51:28,0,1,0
2025-09-18 06:52:13,125,0.07,240.13,0.09,0.28,239.15,236.92,244.33,412.29,416.79,418.76,416.03,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.02,0,157,,1,4.6,87.3,0,2025-09-18 06:52:13,0,1,0
2025-09-18 06:52:58,125,0.07,240.24,0.09,0.28,238.16,236.94,245.62,411.45,417.93,418.98,416.12,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.01,0,157,,1,4.7,87.9,0,2025-09-18 06:52:58,0,1,0
2025-09-18 06:53:43,125,0.07,240.15,0.09,0.28,237.58,237.34,245.52,411.29,418.19,418.4,415.96,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,157,,1,4.7,88.2,0,2025-09-18 06:53:43,0,1,0
2025-09-18 06:54:28,125,0.07,242.55,0.09,0.28,240.68,237.95,249.38,414.18,422.14,424.07,420.13,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,157,,1,4.8,88.7,0,2025-09-18 06:54:28,0,1,0
2025-09-18 06:55:13,125,3.2,241.22,5.8,17.4,237.87,237.8,248.0,411.94,420.75,420.81,417.83,6.9,4.38,6.12,,,,2.65,,,,4.2,,,,0.77,0.77,0.79,0.76,50.0,0,158,,1,4.8,89.1,0,2025-09-18 06:55:13,1,0,0
2025-09-18 06:55:58,125,3.23,242.53,5.83,17.49,239.56,238.62,249.41,414.12,422.68,423.49,420.1,6.9,4.39,6.2,,,,2.74,,,,4.24,,,,0.76,0.75,0.77,0.76,50.02,0,158,,1,4.8,88.7,0,2025-09-18 06:55:58,1,0,0
2025-09-18 06:56:43,125,3.24,242.43,5.83,17.45,239.36,238.46,249.48,413.8,422.6,423.38,419.93,6.85,4.37,6.23,,,,2.71,,,,4.22,,,,0.76,0.75,0.78,0.76,50.03,0,158,,1,4.8,85.6,0,2025-09-18 06:56:43,1,0,0
2025-09-18 06:57:28,125,3.24,242.34,5.82,17.47,239.15,238.49,249.39,413.65,422.55,423.12,419.77,6.88,4.35,6.23,,,,2.72,,,,4.25,,,,0.77,0.75,0.79,0.76,50.04,0,158,,1,4.8,81.2,0,2025-09-18 06:57:28,1,0,0
2025-09-18 06:58:13,125,3.21,241.5,5.8,17.42,240.17,239.05,245.29,415.02,419.46,420.43,418.3,6.93,4.39,6.09,,,,2.69,,,,4.17,,,,0.77,0.77,0.77,0.77,50.04,0,158,,1,4.7,76.5,0,2025-09-18 06:58:13,1,0,0
2025-09-18 06:58:58,125,3.22,241.56,5.81,17.42,239.87,239.16,245.62,414.89,419.84,420.49,418.41,6.92,4.39,6.11,,,,2.7,,,,4.19,,,,0.76,0.77,0.76,0.76,50.01,0,158,,1,4.2,71.9,0,2025-09-18 06:58:58,1,0,0
2025-09-18 06:59:43,125,3.18,241.64,5.74,17.23,240.14,239.47,245.32,415.35,419.85,420.43,418.54,6.88,4.36,5.98,,,,2.7,,,,4.17,,,,0.77,0.77,0.76,0.76,50.01,0,158,,1,4.1,67.8,0,2025-09-18 06:59:43,1,0,0
2025-09-18 07:00:28,125,0.07,243.25,0.09,0.28,242.58,239.86,247.28,417.82,421.88,424.26,421.32,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,158,,1,4.0,64.4,0,2025-09-18 07:00:28,0,1,0
2025-09-18 07:01:13,125,0.07,243.49,0.09,0.28,242.07,240.07,248.32,417.55,423.0,424.62,421.74,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,158,,1,3.9,64.3,0,2025-09-18 07:01:13,0,1,0
2025-09-18 07:01:58,125,0.07,243.31,0.09,0.28,241.75,239.58,248.59,416.85,422.79,424.66,421.43,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,158,,1,3.5,66.8,0,2025-09-18 07:01:58,0,1,0
2025-09-18 07:02:43,125,0.07,243.67,0.09,0.28,241.18,238.94,250.9,415.8,424.26,426.18,422.08,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,158,,1,3.9,69.7,0,2025-09-18 07:02:43,0,1,0
2025-09-18 07:03:28,125,0.07,243.6,0.09,0.28,240.92,238.86,251.02,415.5,424.27,426.08,421.95,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,158,,1,3.5,71.7,0,2025-09-18 07:03:28,0,1,0
2025-09-18 07:04:13,125,0.07,243.53,0.09,0.28,241.24,238.65,250.71,415.6,423.98,426.07,421.93,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,158,,1,3.9,73.0,0,2025-09-18 07:04:13,0,1,0
2025-09-18 07:04:58,125,0.07,243.72,0.09,0.28,241.02,239.1,251.03,415.8,424.51,426.06,422.08,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,158,,1,3.9,74.3,0,2025-09-18 07:04:58,0,1,0
2025-09-18 07:05:43,125,0.07,243.69,0.09,0.28,241.09,239.02,250.94,415.77,424.4,426.13,422.1,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,158,,1,3.9,75.6,0,2025-09-18 07:05:43,0,1,0
2025-09-18 07:06:28,125,0.07,243.82,0.09,0.28,241.68,238.88,250.9,416.18,424.39,426.41,422.2,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,158,,1,3.9,76.7,0,2025-09-18 07:06:28,0,1,0
2025-09-18 07:07:13,125,0.07,243.56,0.09,0.28,241.65,238.59,249.74,416.52,422.94,426.19,421.88,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.01,0,158,,1,3.9,78.2,0,2025-09-18 07:07:13,0,1,0
2025-09-18 07:07:58,125,0.07,240.99,0.09,0.28,239.66,236.97,246.34,412.78,419.15,421.29,417.69,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.96,0,158,,1,4.0,79.7,0,2025-09-18 07:07:58,0,1,0
2025-09-18 07:08:43,125,0.07,241.11,0.09,0.28,239.6,236.86,246.87,412.63,418.95,421.31,417.63,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,158,,1,4.0,81.2,0,2025-09-18 07:08:43,0,1,0
2025-09-18 07:09:28,125,0.07,240.07,0.09,0.27,237.9,235.65,246.66,410.11,417.73,419.66,415.83,0.0,0.27,0.0,,,,0.0,,,,0.06,,,,,,1.0,,49.99,0,158,,1,4.1,82.7,0,2025-09-18 07:09:28,0,1,0
2025-09-18 07:10:13,125,0.06,240.13,0.09,0.27,237.36,235.69,247.35,409.67,418.37,419.5,415.86,0.0,0.27,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,158,,1,4.1,83.8,0,2025-09-18 07:10:13,0,1,0
2025-09-18 07:10:58,125,0.07,242.29,0.09,0.28,239.74,237.43,249.7,413.24,421.91,423.9,419.68,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.02,0,158,,1,4.1,84.9,0,2025-09-18 07:10:58,0,1,0
2025-09-18 07:11:43,125,0.07,241.86,0.09,0.28,239.06,237.06,249.54,412.24,421.57,423.03,418.95,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,158,,1,4.2,85.8,0,2025-09-18 07:11:43,0,1,0
2025-09-18 07:12:28,125,0.07,241.65,0.09,0.28,239.22,236.57,249.07,412.13,420.92,422.69,418.58,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,158,,1,4.2,86.6,0,2025-09-18 07:12:28,0,1,0
2025-09-18 07:13:13,125,0.07,240.83,0.09,0.28,240.09,238.27,244.13,414.27,417.78,419.28,417.23,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,158,,1,4.7,87.4,0,2025-09-18 07:13:13,0,1,0
2025-09-18 07:13:58,125,0.07,240.77,0.09,0.28,240.01,238.31,244.0,414.24,417.7,419.17,417.04,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.96,0,158,,1,4.7,87.9,0,2025-09-18 07:13:58,0,1,0
2025-09-18 07:14:43,125,0.07,240.68,0.09,0.28,239.95,238.46,243.64,414.32,417.52,418.81,416.88,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,158,,1,4.7,88.4,1,2025-09-18 07:14:43,0,1,1
2025-09-18 07:15:28,125,3.18,239.44,5.76,17.27,237.29,238.04,243.0,411.65,416.6,415.95,414.73,6.92,4.47,5.88,,,,2.6,,,,4.13,,,,0.77,0.79,0.76,0.76,49.99,0,158,,1,4.8,89.2,0,2025-09-18 07:15:28,1,0,0
2025-09-18 07:16:13,125,3.19,238.94,5.73,17.18,236.91,237.5,242.4,410.85,415.61,415.02,413.83,6.86,4.41,5.9,,,,2.59,,,,4.13,,,,0.77,0.79,0.76,0.77,49.96,0,158,,1,4.8,89.9,0,2025-09-18 07:16:13,1,0,0
2025-09-18 07:16:58,125,3.21,239.08,5.73,17.18,237.22,237.62,242.41,411.22,415.73,415.38,414.11,6.87,4.47,5.83,,,,2.56,,,,4.13,,,,0.77,0.79,0.75,0.77,49.96,0,158,,1,4.8,88.7,1,2025-09-18 07:16:58,1,0,1
2025-09-18 07:17:43,125,3.2,238.59,5.77,17.32,237.25,237.49,241.04,411.14,414.42,414.22,413.25,7.01,4.48,5.82,,,,2.58,,,,4.11,,,,0.78,0.8,0.77,0.78,49.96,0,158,,1,4.8,86.2,1,2025-09-18 07:17:43,1,0,1
2025-09-18 07:18:28,126,3.21,238.82,5.78,17.33,236.95,236.83,242.68,410.31,415.28,415.38,413.66,6.95,4.46,5.92,,,,2.61,,,,4.12,,,,0.78,0.79,0.77,0.77,49.95,0,158,,1,4.8,85.7,1,2025-09-18 07:18:28,1,0,1
2025-09-18 07:19:13,126,3.25,239.39,5.83,17.47,236.92,237.05,244.2,410.47,416.79,416.68,414.65,6.95,4.54,5.97,,,,2.62,,,,4.17,,,,0.78,0.79,0.78,0.78,49.96,0,158,,1,4.7,85.6,1,2025-09-18 07:19:13,1,0,1
2025-09-18 07:19:58,126,3.24,239.51,5.82,17.45,236.76,237.18,244.6,410.44,417.25,416.89,414.86,6.93,4.49,6.03,,,,2.61,,,,4.14,,,,0.78,0.79,0.78,0.77,50.0,0,158,,1,4.7,85.5,0,2025-09-18 07:19:58,1,0,0
2025-09-18 07:20:43,126,3.21,239.61,5.77,17.31,237.34,236.68,244.82,410.51,417.01,417.58,415.03,6.84,4.48,5.99,,,,2.61,,,,4.15,,,,0.78,0.79,0.78,0.77,50.02,0,158,,1,4.7,85.4,1,2025-09-18 07:20:43,1,0,1
2025-09-18 07:21:28,126,3.24,239.5,5.78,17.34,237.25,236.09,245.17,409.92,416.81,417.81,414.85,6.88,4.48,5.98,,,,2.61,,,,4.17,,,,0.78,0.79,0.77,0.77,50.0,0,158,,1,4.7,84.9,0,2025-09-18 07:21:28,1,0,0
2025-09-18 07:22:13,126,3.21,239.64,5.78,17.33,236.78,235.98,245.74,409.39,417.65,418.2,415.08,6.86,4.43,6.03,,,,2.6,,,,4.13,,,,0.77,0.77,0.78,0.77,50.0,0,158,,1,4.2,83.8,0,2025-09-18 07:22:13,1,0,0
2025-09-18 07:22:58,126,3.25,239.65,5.79,17.37,236.75,236.22,245.98,409.6,417.63,418.08,415.12,6.87,4.46,6.03,,,,2.62,,,,4.18,,,,0.78,0.78,0.79,0.77,50.01,0,158,,1,4.1,80.4,0,2025-09-18 07:22:58,1,0,0
2025-09-18 07:23:43,126,3.2,239.24,5.76,17.29,237.19,236.54,243.99,410.26,416.17,416.73,414.29,6.85,4.52,5.92,,,,2.61,,,,4.12,,,,0.77,0.78,0.78,0.76,50.03,0,158,,1,4.1,77.5,0,2025-09-18 07:23:43,1,0,0
2025-09-18 07:24:28,126,3.18,238.91,5.69,17.2,236.95,236.92,242.86,410.38,415.51,415.54,413.81,6.84,4.44,5.93,,,,2.6,,,,4.11,,,,0.77,0.78,0.77,0.76,50.03,0,159,,1,4.0,73.5,0,2025-09-18 07:24:28,1,0,0
2025-09-18 07:25:13,126,0.07,241.43,0.09,0.28,240.82,236.58,246.9,413.45,418.9,422.67,418.38,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.04,0,159,,1,3.5,70.8,0,2025-09-18 07:25:13,0,1,0
2025-09-18 07:25:58,126,0.07,241.33,0.09,0.28,240.27,236.39,247.32,412.8,418.94,422.28,418.01,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.06,0,159,,1,3.4,72.4,0,2025-09-18 07:25:58,0,1,0
2025-09-18 07:26:43,126,0.07,241.58,0.09,0.28,240.26,237.02,247.45,413.34,419.6,422.38,418.44,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.05,0,159,,1,3.4,74.8,0,2025-09-18 07:26:43,0,1,0
2025-09-18 07:27:28,126,0.07,241.27,0.09,0.28,240.18,236.2,247.42,412.7,418.97,421.98,417.88,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.02,0,159,,1,3.4,76.9,0,2025-09-18 07:27:28,0,1,0
2025-09-18 07:28:13,126,0.07,241.41,0.09,0.28,240.48,236.48,247.28,413.06,418.98,422.43,418.16,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.03,0,159,,1,3.9,79.9,0,2025-09-18 07:28:13,0,1,0
2025-09-18 07:28:58,126,0.07,240.98,0.09,0.28,240.84,237.01,245.24,413.71,417.66,420.84,417.41,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.04,0,159,,1,3.9,82.4,0,2025-09-18 07:28:58,0,1,0
2025-09-18 07:29:43,126,0.07,241.05,0.09,0.28,240.96,236.95,244.87,414.2,417.46,420.88,417.51,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.03,0,159,,1,4.0,84.1,0,2025-09-18 07:29:43,0,1,0
2025-09-18 07:30:28,126,0.07,241.02,0.09,0.28,241.16,237.08,244.82,414.17,417.36,420.58,417.29,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.03,0,159,,1,4.0,85.9,0,2025-09-18 07:30:28,0,1,0
2025-09-18 07:31:13,126,0.07,240.93,0.09,0.28,241.28,237.18,244.33,414.36,417.02,420.55,417.31,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,159,,1,4.1,87.6,0,2025-09-18 07:31:13,0,1,0
2025-09-18 07:31:58,126,0.07,240.44,0.09,0.28,240.96,236.91,243.46,413.85,416.03,419.52,416.47,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,159,,1,4.2,89.2,0,2025-09-18 07:31:58,0,1,0
2025-09-18 07:32:43,126,0.07,240.44,0.09,0.28,240.18,236.74,244.41,413.03,416.71,419.67,416.61,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.96,0,159,,1,4.2,90.3,0,2025-09-18 07:32:43,0,1,0
2025-09-18 07:33:28,126,0.07,241.06,0.09,0.28,240.11,236.11,246.96,412.42,418.39,421.83,417.55,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,159,,1,4.7,91.0,0,2025-09-18 07:33:28,0,1,0
2025-09-18 07:34:13,126,0.07,241.23,0.09,0.28,239.81,235.85,248.03,411.94,419.1,422.5,417.85,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,159,,1,4.8,91.6,0,2025-09-18 07:34:13,0,1,0
2025-09-18 07:34:58,126,3.18,237.81,5.68,17.04,235.22,233.68,244.53,406.08,414.18,415.5,411.92,6.69,4.44,5.91,,,,2.5,,,,4.08,,,,0.78,0.79,0.78,0.77,50.0,0,159,,1,4.8,92.0,0,2025-09-18 07:34:58,1,0,0
2025-09-18 07:35:43,126,3.2,237.58,5.72,17.15,235.68,234.94,242.11,407.57,413.15,413.46,411.35,6.78,4.52,5.85,,,,2.53,,,,4.1,,,,0.78,0.79,0.79,0.76,50.01,0,159,,1,4.8,91.9,0,2025-09-18 07:35:43,1,0,0
2025-09-18 07:36:28,126,3.21,236.64,5.71,17.18,235.24,237.74,236.93,409.61,411.08,408.91,409.87,6.99,4.54,5.65,,,,2.51,,,,4.08,,,,0.78,0.81,0.76,0.77,50.02,0,159,,1,4.8,90.6,1,2025-09-18 07:36:28,1,0,1
2025-09-18 07:37:13,126,3.2,238.83,5.75,17.2,234.56,234.99,246.93,406.64,417.4,417.03,413.69,6.7,4.49,6.02,,,,2.58,,,,4.09,,,,0.78,0.78,0.8,0.76,50.02,0,159,,1,4.8,88.4,0,2025-09-18 07:37:13,1,0,0
2025-09-18 07:37:58,126,3.2,238.65,5.75,17.25,234.73,234.25,246.96,406.15,416.79,417.2,413.38,6.77,4.5,5.98,,,,2.57,,,,4.12,,,,0.78,0.78,0.8,0.77,50.02,0,159,,1,4.7,84.3,0,2025-09-18 07:37:58,1,0,0
2025-09-18 07:38:43,126,3.21,239.42,5.76,17.29,237.6,235.69,244.97,409.88,416.29,417.93,414.7,6.75,4.47,6.07,,,,2.59,,,,4.12,,,,0.78,0.78,0.79,0.76,50.03,0,159,,1,4.7,80.1,0,2025-09-18 07:38:43,1,0,0
2025-09-18 07:39:28,126,3.19,240.24,5.75,17.25,237.53,236.24,246.96,410.3,418.5,419.61,416.13,6.72,4.5,6.03,,,,2.64,,,,4.12,,,,0.78,0.79,0.77,0.77,50.02,0,159,,1,4.2,76.7,0,2025-09-18 07:39:28,1,0,0
2025-09-18 07:40:13,126,3.18,240.0,5.74,17.23,237.58,236.43,246.0,410.51,417.82,418.52,415.5,6.74,4.51,5.99,,,,2.63,,,,4.14,,,,0.77,0.78,0.79,0.76,50.01,0,159,,1,4.1,72.7,0,2025-09-18 07:40:13,1,0,0
2025-09-18 07:40:58,126,0.07,240.25,5.73,17.19,237.91,236.28,246.57,410.66,418.19,419.59,416.15,6.76,4.47,5.96,,,,0.0,,,,0.07,,,,,,1.0,,50.02,0,159,,1,4.0,69.2,0,2025-09-18 07:40:58,1,0,0
2025-09-18 07:41:43,126,0.07,241.83,0.09,0.28,239.49,236.53,249.48,412.25,420.83,423.14,418.78,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,159,,1,3.9,67.4,0,2025-09-18 07:41:43,0,1,0
2025-09-18 07:42:28,126,0.07,242.39,0.09,0.28,240.07,236.77,250.33,412.96,421.9,424.73,419.86,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,159,,1,3.9,69.5,0,2025-09-18 07:42:28,0,1,0
2025-09-18 07:43:13,126,0.07,242.08,0.09,0.28,239.49,236.48,250.28,412.2,421.6,424.19,419.33,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,159,,1,3.9,72.3,0,2025-09-18 07:43:13,0,1,0
2025-09-18 07:43:58,126,0.07,241.72,0.09,0.28,239.46,237.33,248.38,412.91,420.67,422.51,418.7,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.01,0,159,,1,3.9,75.3,0,2025-09-18 07:43:58,0,1,0
2025-09-18 07:44:43,126,0.07,241.71,0.09,0.28,239.8,237.17,248.16,412.9,420.65,422.6,418.72,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.02,0,159,,1,3.9,77.8,0,2025-09-18 07:44:43,0,1,0
2025-09-18 07:45:28,126,0.07,241.64,0.09,0.28,238.89,236.83,249.21,411.99,420.95,422.86,418.53,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,159,,1,3.9,80.5,1,2025-09-18 07:45:28,0,1,1
2025-09-18 07:46:13,126,0.07,241.65,0.09,0.28,239.45,236.55,248.94,412.23,420.49,422.98,418.57,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,159,,1,4.0,83.1,0,2025-09-18 07:46:13,0,1,0
2025-09-18 07:46:58,126,0.07,241.73,0.09,0.28,240.43,237.16,247.61,413.61,419.86,422.67,418.71,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,159,,1,4.1,85.7,0,2025-09-18 07:46:58,0,1,0
2025-09-18 07:47:43,126,0.07,241.8,0.09,0.28,240.48,237.11,247.81,413.61,419.99,422.89,418.83,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,159,,1,4.1,87.5,0,2025-09-18 07:47:43,0,1,0
2025-09-18 07:48:28,126,0.07,241.43,0.09,0.28,240.2,237.42,246.68,413.63,419.27,421.66,418.19,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,159,,1,4.2,89.3,0,2025-09-18 07:48:28,0,1,0
2025-09-18 07:49:13,126,0.07,242.27,0.09,0.28,240.53,236.49,249.78,413.12,421.07,424.65,419.55,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,159,,1,4.7,90.6,0,2025-09-18 07:49:13,0,1,0
2025-09-18 07:49:58,126,3.16,241.26,5.74,17.22,237.91,236.32,249.54,410.7,420.82,422.18,417.9,6.75,4.39,6.08,,,,2.69,,,,4.13,,,,0.76,0.76,0.78,0.75,50.0,0,159,,1,4.8,91.5,1,2025-09-18 07:49:58,1,0,1
2025-09-18 07:50:43,126,3.22,240.99,5.8,17.39,237.47,236.35,249.15,410.38,420.56,421.54,417.49,6.8,4.48,6.1,,,,2.68,,,,4.2,,,,0.77,0.77,0.79,0.76,49.99,0,159,,1,4.8,92.0,1,2025-09-18 07:50:43,1,0,1
2025-09-18 07:51:28,126,3.23,240.87,5.81,17.43,236.45,236.74,249.43,409.79,421.08,420.83,417.24,6.76,4.48,6.19,,,,2.62,,,,4.2,,,,0.77,0.76,0.79,0.75,50.01,0,159,,1,4.8,91.3,1,2025-09-18 07:51:28,1,0,1
2025-09-18 07:52:13,126,3.23,240.67,5.76,17.28,236.27,236.59,249.14,409.51,420.7,420.43,416.88,6.67,4.44,6.17,,,,2.63,,,,4.17,,,,0.77,0.77,0.79,0.75,50.03,0,159,,1,4.7,89.8,0,2025-09-18 07:52:13,1,0,0
2025-09-18 07:52:58,126,3.22,239.3,5.77,17.32,235.15,235.84,247.0,407.81,418.19,417.52,414.51,6.75,4.55,6.02,,,,2.6,,,,4.13,,,,0.78,0.78,0.79,0.76,50.01,0,159,,1,4.7,87.4,0,2025-09-18 07:52:58,1,0,0
2025-09-18 07:53:43,126,3.21,238.89,5.76,17.23,235.31,234.94,246.42,407.25,416.91,417.23,413.8,6.71,4.49,6.03,,,,2.55,,,,4.12,,,,0.78,0.78,0.79,0.76,50.01,0,159,,1,4.7,84.3,1,2025-09-18 07:53:43,1,0,1
2025-09-18 07:54:28,126,3.2,238.75,5.75,17.26,234.86,234.64,246.75,406.6,416.94,417.13,413.56,6.77,4.49,6.01,,,,2.59,,,,4.12,,,,0.78,0.78,0.8,0.76,50.01,0,159,,1,4.2,81.5,0,2025-09-18 07:54:28,1,0,0
2025-09-18 07:55:13,127,3.2,238.72,5.75,17.26,234.76,234.78,246.63,406.63,416.96,416.94,413.51,6.74,4.49,6.03,,,,2.58,,,,4.11,,,,0.78,0.78,0.8,0.76,50.02,0,159,,1,4.1,79.2,0,2025-09-18 07:55:13,1,0,0
2025-09-18 07:55:58,127,3.19,238.62,5.74,17.22,234.77,235.0,246.08,406.83,416.66,416.47,413.32,6.75,4.5,5.97,,,,2.59,,,,4.09,,,,0.78,0.79,0.79,0.76,50.01,0,159,,1,4.0,76.1,0,2025-09-18 07:55:58,1,0,0
2025-09-18 07:56:43,127,0.07,242.86,0.09,0.28,237.63,234.72,250.13,412.66,423.0,426.42,420.69,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,159,,1,4.0,72.9,0,2025-09-18 07:56:43,0,1,0
2025-09-18 07:57:28,127,0.07,242.92,0.09,0.28,240.14,236.06,252.57,412.47,422.88,426.3,420.55,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.04,0,159,,1,,,1,2025-09-18 07:57:28,0,1,1
