readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),Total Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),L1 Active Power (kW),L2 Active Power (kW),L3 Active Power (kW),Total Reactive Power (kVAR),L1 Reactive Power (kVAR),L2 Reactive Power (kVAR),L3 Reactive Power (kVAR),Total Apparent Power (kVA),L1 Apparent Power (kVA),L2 Apparent Power (kVA),L3 Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),Condensing Unit Status,Machine Status,Temperature (°C),Humidity (%),Door Status,df2_time,compressor_on,heater_on,door_status
2025-09-18 00:00:28,117,0.06,239.32,0.09,0.27,234.69,235.64,247.62,407.32,418.57,417.8,414.56,0.0,0.27,0.0,,,,0.0,,,,0.06,,,,,,1.0,,49.96,0,147,,1,3.3,71.5,0,2025-09-18 00:00:28,0,1,0
2025-09-18 00:01:13,117,0.07,239.52,0.09,0.27,234.94,235.69,247.93,407.58,418.87,418.23,414.83,0.0,0.27,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,147,,1,3.3,73.4,0,2025-09-18 00:01:13,0,1,0
2025-09-18 00:01:58,117,0.07,241.82,0.09,0.28,236.61,237.16,251.7,410.3,423.43,422.96,418.89,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,147,,1,3.4,74.9,0,2025-09-18 00:01:58,0,1,0
2025-09-18 00:02:43,117,0.07,241.88,0.09,0.28,236.8,236.92,251.92,410.25,423.41,423.31,418.99,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,147,,1,3.4,76.1,0,2025-09-18 00:02:43,0,1,0
2025-09-18 00:03:28,117,0.07,241.66,0.09,0.28,236.51,236.9,251.78,409.79,423.16,422.86,418.61,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.95,0,147,,1,3.4,77.1,0,2025-09-18 00:03:28,0,1,0
2025-09-18 00:04:13,117,0.07,242.27,0.09,0.28,236.14,235.9,254.77,408.81,425.04,425.25,419.7,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.93,0,147,,1,3.4,77.9,0,2025-09-18 00:04:13,0,1,0
2025-09-18 00:04:58,117,0.07,242.47,0.09,0.28,235.91,236.73,254.77,409.32,425.75,425.05,419.99,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.94,0,147,,1,3.5,79.0,0,2025-09-18 00:04:58,0,1,0
2025-09-18 00:05:43,117,0.07,242.45,0.09,0.28,236.1,236.6,254.79,409.26,425.63,425.14,420.01,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.94,0,147,,1,3.9,80.3,0,2025-09-18 00:05:43,0,1,0
2025-09-18 00:06:28,117,0.07,242.42,0.09,0.28,236.16,236.52,254.58,409.35,425.47,425.1,419.98,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.94,0,147,,1,3.9,81.6,0,2025-09-18 00:06:28,0,1,0
2025-09-18 00:07:13,117,0.07,242.35,0.09,0.28,236.28,236.37,254.4,409.33,425.11,425.04,419.83,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.92,0,147,,1,3.9,82.8,0,2025-09-18 00:07:13,0,1,0
2025-09-18 00:07:58,117,0.07,242.42,0.09,0.28,235.96,236.24,255.14,408.98,425.52,425.34,419.95,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.92,0,147,,1,4.0,84.4,0,2025-09-18 00:07:58,0,1,0
2025-09-18 00:08:43,117,0.07,242.18,0.09,0.28,236.36,236.4,253.78,409.42,424.6,424.56,419.53,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.94,0,147,,1,4.1,86.2,0,2025-09-18 00:08:43,0,1,0
2025-09-18 00:09:28,117,0.07,242.23,0.09,0.28,236.29,236.42,253.98,409.38,424.79,424.68,419.62,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.92,0,147,,1,4.1,87.5,0,2025-09-18 00:09:28,0,1,0
2025-09-18 00:10:13,117,0.07,242.32,0.09,0.28,236.51,236.54,253.91,409.67,424.83,424.81,419.77,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.94,0,147,,1,4.2,88.6,0,2025-09-18 00:10:13,0,1,0
2025-09-18 00:10:58,117,0.07,242.4,0.09,0.28,236.54,236.72,253.93,409.86,425.0,424.85,419.9,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.96,0,147,,1,4.2,89.4,0,2025-09-18 00:10:58,0,1,0
2025-09-18 00:11:43,117,0.07,242.7,0.09,0.28,236.19,236.64,255.46,409.31,426.27,425.72,420.43,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,147,,1,4.7,90.2,0,2025-09-18 00:11:43,0,1,0
2025-09-18 00:12:28,117,0.07,242.19,0.09,0.28,236.29,237.74,252.53,410.51,424.67,423.33,419.5,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,147,,1,4.8,90.8,0,2025-09-18 00:12:28,0,1,0
2025-09-18 00:13:13,117,0.07,242.21,0.09,0.28,236.39,237.67,252.58,410.55,424.63,423.54,419.57,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,147,,1,4.8,91.4,0,2025-09-18 00:13:13,0,1,0
2025-09-18 00:13:58,117,0.07,242.41,0.09,0.28,236.97,237.66,252.61,411.04,424.65,424.06,419.92,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,147,,1,4.9,91.9,0,2025-09-18 00:13:58,0,1,0
2025-09-18 00:14:43,117,0.07,242.47,0.09,0.28,236.81,237.88,252.65,411.16,424.88,424.03,420.02,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,147,,1,5.0,92.4,1,2025-09-18 00:14:43,0,1,1
2025-09-18 00:15:28,117,0.07,242.36,0.09,0.28,236.98,237.85,252.36,411.13,424.59,423.77,419.83,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,147,,1,5.0,92.7,1,2025-09-18 00:15:28,0,1,1
2025-09-18 00:16:13,117,0.07,242.58,0.09,0.28,237.23,237.74,252.76,411.34,424.85,424.24,420.17,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,147,,1,5.5,93.0,1,2025-09-18 00:16:13,0,1,1
2025-09-18 00:16:58,117,3.26,239.08,5.8,17.48,233.29,235.9,248.06,406.33,419.17,416.93,414.14,6.8,4.53,6.14,,,,2.62,,,,4.19,,,,0.78,0.77,0.81,0.76,49.96,0,147,,1,5.5,93.3,0,2025-09-18 00:16:58,1,0,0
2025-09-18 00:17:43,117,3.29,239.72,5.88,17.57,233.15,234.73,251.27,405.2,420.97,419.62,415.26,6.72,4.49,6.35,,,,2.59,,,,4.23,,,,0.78,0.76,0.82,0.76,49.95,0,147,,1,5.5,93.1,0,2025-09-18 00:17:43,1,0,0
2025-09-18 00:18:28,117,3.27,239.61,5.83,17.48,232.95,234.74,251.27,404.91,420.98,419.33,415.07,6.71,4.47,6.3,,,,2.64,,,,4.22,,,,0.78,0.76,0.83,0.76,49.95,0,147,,1,5.4,91.6,0,2025-09-18 00:18:28,1,0,0
2025-09-18 00:19:13,117,3.27,239.59,5.86,17.58,232.88,234.93,250.97,405.14,420.83,419.11,415.05,6.77,4.49,6.33,,,,2.63,,,,4.21,,,,0.79,0.76,0.83,0.76,49.95,0,147,,1,5.0,88.9,0,2025-09-18 00:19:13,1,0,0
2025-09-18 00:19:58,117,3.28,239.59,5.86,17.57,233.36,234.42,251.0,405.11,420.47,419.56,415.05,6.74,4.5,6.33,,,,2.6,,,,4.21,,,,0.78,0.76,0.82,0.76,49.94,0,147,,1,4.9,85.2,1,2025-09-18 00:19:58,1,0,1
2025-09-18 00:20:43,117,3.26,241.76,5.84,17.63,235.95,235.44,253.89,408.24,423.87,424.31,418.81,6.71,4.44,6.49,,,,2.7,,,,4.28,,,,0.77,0.74,0.82,0.75,49.94,0,147,,1,4.9,82.4,0,2025-09-18 00:20:43,1,0,0
2025-09-18 00:21:28,117,3.27,242.01,5.86,17.59,235.85,235.03,255.15,407.79,424.63,425.33,419.25,6.63,4.44,6.52,,,,2.7,,,,4.25,,,,0.77,0.73,0.83,0.75,49.96,0,147,,1,4.8,78.5,0,2025-09-18 00:21:28,1,0,0
2025-09-18 00:22:13,117,3.26,241.84,5.87,17.56,235.58,235.1,254.84,407.62,424.42,424.83,418.95,6.65,4.38,6.53,,,,2.69,,,,4.26,,,,0.77,0.73,0.82,0.75,49.95,0,147,,1,4.7,74.4,0,2025-09-18 00:22:13,1,0,0
2025-09-18 00:22:58,117,3.25,241.72,5.84,17.53,236.03,235.04,254.09,407.96,423.71,424.55,418.74,6.67,4.4,6.46,,,,2.67,,,,4.26,,,,0.77,0.74,0.83,0.76,49.95,0,147,,1,4.2,70.6,0,2025-09-18 00:22:58,1,0,0
2025-09-18 00:23:43,117,0.07,243.6,0.09,0.28,238.74,235.72,256.35,410.9,426.27,428.85,422.01,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,147,,1,4.0,67.5,0,2025-09-18 00:23:43,0,1,0
2025-09-18 00:24:28,117,0.07,243.53,0.09,0.28,238.59,236.11,255.88,411.1,426.19,428.31,421.87,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.95,0,147,,1,3.9,67.0,0,2025-09-18 00:24:28,0,1,0
2025-09-18 00:25:13,117,0.07,243.48,0.09,0.28,237.94,235.78,256.71,410.25,426.64,428.48,421.79,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.96,0,147,,1,3.5,69.5,0,2025-09-18 00:25:13,0,1,0
2025-09-18 00:25:58,117,0.07,243.75,0.09,0.28,237.86,235.92,257.47,410.31,427.42,429.08,422.27,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,147,,1,3.4,72.1,0,2025-09-18 00:25:58,0,1,0
2025-09-18 00:26:43,117,0.07,243.65,0.09,0.28,238.64,236.27,256.05,411.29,426.48,428.5,422.09,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,147,,1,3.4,74.2,0,2025-09-18 00:26:43,0,1,0
2025-09-18 00:27:28,117,0.07,242.94,0.09,0.28,239.38,237.59,252.04,412.9,424.09,425.47,420.82,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,147,,1,3.4,75.9,0,2025-09-18 00:27:28,0,1,0
2025-09-18 00:28:13,117,0.07,242.95,0.09,0.28,238.97,237.37,252.34,412.67,424.12,425.74,420.84,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.98,0,147,,1,3.5,77.1,0,2025-09-18 00:28:13,0,1,0
2025-09-18 00:28:58,117,0.07,243.16,0.09,0.28,238.39,237.42,253.66,412.06,425.37,426.2,421.21,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.95,0,147,,1,3.9,78.4,0,2025-09-18 00:28:58,0,1,0
2025-09-18 00:29:43,117,0.07,243.18,0.09,0.28,238.34,237.49,253.71,412.08,425.47,426.2,421.25,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.96,0,147,,1,3.9,79.7,0,2025-09-18 00:29:43,0,1,0
2025-09-18 00:30:28,117,0.07,243.2,0.09,0.28,238.61,237.45,253.62,412.21,425.34,426.3,421.28,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.94,0,147,,1,3.9,81.0,0,2025-09-18 00:30:28,0,1,0
2025-09-18 00:31:13,117,0.07,242.9,0.09,0.28,238.53,237.38,252.79,412.41,424.39,425.62,420.81,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.93,0,147,,1,4.0,82.1,0,2025-09-18 00:31:13,0,1,0
2025-09-18 00:31:58,117,0.07,242.79,0.09,0.28,238.49,237.11,252.78,411.88,424.33,425.96,420.71,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.91,0,147,,1,4.0,83.5,0,2025-09-18 00:31:58,0,1,0
2025-09-18 00:32:43,117,0.07,244.81,0.09,0.28,240.02,236.47,258.05,412.56,428.43,431.32,424.1,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.9,0,147,,1,4.0,84.9,0,2025-09-18 00:32:43,0,1,0
2025-09-18 00:33:28,117,0.06,243.8,0.09,0.27,236.54,235.53,259.25,408.89,428.66,429.56,422.37,0.0,0.27,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.89,0,147,,1,4.1,86.1,0,2025-09-18 00:33:28,0,1,0
2025-09-18 00:34:13,117,0.06,243.71,0.09,0.27,236.84,234.95,259.35,408.57,428.27,429.83,422.23,0.0,0.27,0.0,,,,0.0,,,,0.06,,,,,,1.0,,49.91,0,147,,1,4.1,87.0,0,2025-09-18 00:34:13,0,1,0
2025-09-18 00:34:58,117,0.06,242.03,0.09,0.27,234.8,233.29,257.99,405.38,425.64,426.93,419.31,0.0,0.27,0.0,,,,0.0,,,,0.06,,,,,,1.0,,49.89,0,147,,1,4.2,87.8,0,2025-09-18 00:34:58,0,1,0
2025-09-18 00:35:43,117,0.06,242.08,0.09,0.27,234.79,234.07,257.38,406.04,425.77,426.38,419.4,0.0,0.27,0.0,,,,0.0,,,,0.06,,,,,,1.0,,49.89,0,147,,1,4.2,88.4,0,2025-09-18 00:35:43,0,1,0
2025-09-18 00:36:28,117,0.06,242.05,0.09,0.27,234.56,234.31,257.38,405.97,425.97,426.1,419.35,0.0,0.27,0.0,,,,0.0,,,,0.06,,,,,,1.0,,49.89,0,147,,1,4.6,88.9,0,2025-09-18 00:36:28,0,1,0
2025-09-18 00:37:13,117,0.06,242.32,0.09,0.27,234.11,235.22,257.45,406.62,426.86,425.97,419.82,0.0,0.27,0.0,,,,0.0,,,,0.06,,,,,,1.0,,49.91,0,147,,1,4.7,89.4,0,2025-09-18 00:37:13,0,1,0
2025-09-18 00:37:58,117,0.06,242.52,0.09,0.27,234.58,235.34,257.63,406.96,427.07,426.42,420.15,0.0,0.27,0.0,,,,0.0,,,,0.06,,,,,,1.0,,49.93,0,147,,1,4.7,89.7,0,2025-09-18 00:37:58,0,1,0
2025-09-18 00:38:43,117,0.07,244.51,0.09,0.28,236.66,236.53,260.34,409.79,430.47,430.58,423.61,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.93,0,147,,1,4.8,90.1,0,2025-09-18 00:38:43,0,1,0
2025-09-18 00:39:28,117,0.07,244.6,0.09,0.28,236.73,236.52,260.49,409.91,430.59,430.83,423.78,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.96,0,147,,1,4.8,90.4,0,2025-09-18 00:39:28,0,1,0
2025-09-18 00:40:13,117,3.23,243.12,5.86,17.57,234.45,236.32,258.61,407.67,428.72,427.2,421.2,6.57,4.33,6.67,,,,2.76,,,,4.26,,,,0.76,0.71,0.84,0.74,49.96,0,147,,1,4.8,90.5,0,2025-09-18 00:40:13,1,0,0
2025-09-18 00:40:58,117,3.26,242.89,5.9,17.69,234.26,235.86,258.56,407.14,428.49,427.12,420.93,6.61,4.33,6.74,,,,2.73,,,,4.3,,,,0.76,0.71,0.84,0.74,49.97,0,147,,1,4.8,89.3,0,2025-09-18 00:40:58,1,0,0
2025-09-18 00:41:43,117,3.25,242.58,5.84,17.53,234.43,236.48,256.84,407.81,427.26,425.68,420.25,6.61,4.31,6.61,,,,2.72,,,,4.3,,,,0.77,0.72,0.84,0.74,49.94,0,147,,1,4.7,85.7,0,2025-09-18 00:41:43,1,0,0
2025-09-18 00:42:28,117,3.24,242.53,5.86,17.59,234.11,236.5,256.97,407.56,427.48,425.28,420.09,6.63,4.3,6.65,,,,2.74,,,,4.25,,,,0.77,0.71,0.84,0.74,49.95,0,147,,1,4.7,81.4,1,2025-09-18 00:42:28,1,0,1
2025-09-18 00:43:13,118,3.25,242.27,5.88,17.64,234.02,236.19,256.67,407.15,426.95,425.03,419.71,6.64,4.32,6.68,,,,2.75,,,,4.26,,,,0.77,0.71,0.84,0.74,49.92,0,147,,1,4.2,77.3,1,2025-09-18 00:43:13,1,0,1
2025-09-18 00:43:58,118,3.24,242.23,5.87,17.61,233.95,236.24,256.51,407.19,426.85,424.89,419.65,6.64,4.31,6.66,,,,2.75,,,,4.27,,,,0.77,0.72,0.85,0.75,49.93,0,148,,1,4.2,76.2,1,2025-09-18 00:43:58,1,0,1
2025-09-18 00:44:43,118,3.24,240.59,5.83,17.49,232.37,236.19,253.2,405.79,423.91,420.49,416.75,6.67,4.39,6.44,,,,2.66,,,,4.19,,,,0.77,0.74,0.83,0.75,49.93,0,148,,1,4.1,75.4,1,2025-09-18 00:44:43,1,0,1
2025-09-18 00:45:28,118,3.21,240.39,5.8,17.48,232.85,236.53,251.79,406.5,422.97,419.82,416.43,6.7,4.37,6.42,,,,2.63,,,,4.2,,,,0.77,0.75,0.82,0.75,49.92,0,148,,1,4.1,74.3,1,2025-09-18 00:45:28,1,0,1
2025-09-18 00:46:13,118,3.21,240.63,5.81,17.43,233.0,236.8,252.1,406.73,423.47,420.44,416.88,6.67,4.39,6.36,,,,2.68,,,,4.18,,,,0.77,0.74,0.82,0.75,49.94,0,148,,1,4.0,72.9,1,2025-09-18 00:46:13,1,0,1
2025-09-18 00:46:58,118,0.07,243.0,0.09,0.28,235.27,236.21,257.53,408.31,427.72,426.92,420.99,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.93,0,148,,1,3.9,72.0,1,2025-09-18 00:46:58,0,1,1
2025-09-18 00:47:43,118,0.07,244.47,0.09,0.28,236.84,237.16,259.41,410.5,430.19,429.91,423.53,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.93,0,148,,1,3.4,74.4,1,2025-09-18 00:47:43,0,1,1
2025-09-18 00:48:28,118,0.07,243.99,0.09,0.28,233.77,236.2,261.99,407.01,431.64,429.57,422.74,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.96,0,148,,1,3.4,77.7,1,2025-09-18 00:48:28,0,1,1
2025-09-18 00:49:13,118,0.07,243.96,0.09,0.28,233.77,236.3,261.81,407.11,431.49,429.47,422.69,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.95,0,148,,1,3.9,80.9,1,2025-09-18 00:49:13,0,1,1
2025-09-18 00:49:58,118,0.07,243.91,0.09,0.28,233.77,236.18,261.79,406.99,431.44,429.4,422.59,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.96,0,148,,1,3.9,83.4,1,2025-09-18 00:49:58,0,1,1
2025-09-18 00:50:43,118,0.07,243.93,0.09,0.28,233.72,236.42,261.64,407.16,431.52,429.17,422.63,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,148,,1,4.0,85.3,1,2025-09-18 00:50:43,0,1,1
2025-09-18 00:51:28,118,0.07,244.04,0.09,0.28,233.74,236.62,261.77,407.35,431.8,429.35,422.83,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,148,,1,4.0,87.5,1,2025-09-18 00:51:28,0,1,1
2025-09-18 00:52:13,118,0.07,243.98,0.09,0.28,233.89,236.25,261.81,407.15,431.54,429.52,422.77,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,148,,1,4.1,89.2,1,2025-09-18 00:52:13,0,1,1
2025-09-18 00:52:58,118,0.07,243.88,0.09,0.28,233.95,235.88,261.81,406.89,431.21,429.57,422.55,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.97,0,148,,1,4.2,90.6,1,2025-09-18 00:52:58,0,1,1
2025-09-18 00:53:43,118,0.07,244.08,0.09,0.27,234.12,235.94,262.18,407.15,431.63,429.98,422.92,0.0,0.27,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,148,,1,4.6,91.7,1,2025-09-18 00:53:43,0,1,1
2025-09-18 00:54:28,118,0.07,244.02,0.09,0.28,233.95,235.95,262.16,406.95,431.54,429.83,422.79,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,148,,1,4.7,92.4,1,2025-09-18 00:54:28,0,1,1
2025-09-18 00:55:13,118,3.23,242.95,5.83,17.48,231.94,235.15,261.66,404.64,430.49,427.76,420.96,6.35,4.31,6.82,,,,2.77,,,,4.31,,,,0.76,0.69,0.87,0.73,49.98,0,148,,1,4.8,93.0,1,2025-09-18 00:55:13,1,0,1
2025-09-18 00:55:58,118,3.26,242.92,5.86,17.58,231.9,235.22,261.65,404.54,430.5,427.69,421.01,6.38,4.34,6.85,,,,2.77,,,,4.33,,,,0.77,0.69,0.87,0.73,50.0,0,148,,1,4.8,93.1,1,2025-09-18 00:55:58,1,0,1
2025-09-18 00:56:43,118,3.25,242.11,5.87,17.48,232.77,236.34,257.23,406.27,427.57,424.53,419.46,6.46,4.36,6.66,,,,2.69,,,,4.29,,,,0.77,0.72,0.85,0.74,49.98,0,148,,1,4.8,92.6,1,2025-09-18 00:56:43,1,0,1
2025-09-18 00:57:28,118,3.26,242.12,5.85,17.54,233.12,235.58,257.74,405.83,427.37,425.2,419.47,6.53,4.35,6.66,,,,2.73,,,,4.25,,,,0.77,0.72,0.85,0.74,50.0,0,148,,1,4.8,91.7,1,2025-09-18 00:57:28,1,0,1
2025-09-18 00:58:13,118,3.25,241.9,5.85,17.56,232.86,237.35,256.43,406.41,426.84,424.0,419.08,6.61,4.34,6.62,,,,2.72,,,,4.26,,,,0.77,0.73,0.84,0.75,50.02,0,148,,1,4.7,90.0,1,2025-09-18 00:58:13,1,0,1
2025-09-18 00:58:58,118,3.25,241.77,5.86,17.57,232.82,236.35,256.15,406.32,426.82,423.46,418.99,6.57,4.38,6.62,,,,2.71,,,,4.23,,,,0.77,0.73,0.85,0.74,50.0,0,148,,1,4.7,87.7,1,2025-09-18 00:58:58,1,0,1
2025-09-18 00:59:43,118,3.24,242.14,5.81,17.51,232.4,237.25,256.77,406.74,427.95,423.81,419.5,6.59,4.31,6.61,,,,2.74,,,,4.27,,,,0.77,0.72,0.85,0.74,49.99,0,148,,1,4.2,85.1,1,2025-09-18 00:59:43,1,0,1
2025-09-18 01:00:28,118,3.23,242.26,5.82,17.54,232.22,237.42,257.14,406.73,428.42,423.98,419.71,6.58,4.35,6.61,,,,2.72,,,,4.27,,,,0.77,0.72,0.85,0.74,50.01,0,148,,1,4.2,82.6,1,2025-09-18 01:00:28,1,0,1
2025-09-18 01:01:13,118,3.24,242.32,5.84,17.51,232.3,237.5,257.15,406.87,428.49,424.06,419.81,6.55,4.34,6.62,,,,2.69,,,,4.26,,,,0.77,0.72,0.85,0.74,50.01,0,148,,1,4.1,80.2,1,2025-09-18 01:01:13,1,0,1
2025-09-18 01:01:58,118,3.24,243.04,5.88,17.64,232.22,236.21,260.7,405.68,430.61,426.99,421.06,6.51,4.33,6.8,,,,2.77,,,,4.27,,,,0.77,0.7,0.87,0.74,50.0,0,148,,1,4.0,78.7,1,2025-09-18 01:01:58,1,0,1
2025-09-18 01:02:43,118,0.07,244.85,0.09,0.28,234.47,236.98,263.09,408.29,433.27,431.14,424.24,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,148,,1,3.9,77.1,1,2025-09-18 01:02:43,0,1,1
2025-09-18 01:03:28,118,0.07,244.8,0.09,0.28,234.4,237.17,262.84,408.39,433.21,430.86,424.15,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.01,0,148,,1,3.9,77.1,1,2025-09-18 01:03:28,0,1,1
2025-09-18 01:04:13,118,0.07,245.96,0.09,0.28,238.75,237.77,261.36,412.77,432.36,433.32,426.15,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,148,,1,3.9,79.1,1,2025-09-18 01:04:13,0,1,1
2025-09-18 01:04:58,118,0.07,243.6,0.09,0.28,235.98,237.02,257.81,409.63,428.66,427.77,422.33,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,148,,1,3.9,81.8,1,2025-09-18 01:04:58,0,1,1
2025-09-18 01:05:43,118,0.07,244.96,0.09,0.28,241.15,238.45,255.29,415.35,427.67,429.99,424.34,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,148,,1,3.9,83.9,1,2025-09-18 01:05:43,0,1,1
2025-09-18 01:06:28,118,0.07,243.11,0.09,0.28,237.71,237.03,254.58,411.14,425.84,426.42,421.13,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.01,0,148,,1,4.0,85.5,1,2025-09-18 01:06:28,0,1,1
2025-09-18 01:07:13,118,0.07,243.59,0.09,0.28,239.19,236.96,254.71,412.39,425.79,427.73,421.97,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,148,,1,4.0,87.3,1,2025-09-18 01:07:13,0,1,1
2025-09-18 01:07:58,118,0.07,243.92,0.09,0.28,238.58,236.4,256.77,411.35,427.22,429.08,422.55,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,49.99,0,148,,1,4.1,88.8,1,2025-09-18 01:07:58,0,1,1
2025-09-18 01:08:43,118,0.07,244.16,0.09,0.28,237.66,237.01,257.81,411.28,428.73,429.48,423.16,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,148,,1,4.2,90.3,1,2025-09-18 01:08:43,0,1,1
2025-09-18 01:09:28,118,0.07,244.34,0.09,0.28,237.98,237.29,257.76,411.6,428.85,429.49,423.3,0.0,0.28,0.0,,,,0.0,,,,0.07,,,,,,1.0,,50.0,0,148,,1,4.7,91.4,1,2025-09-18 01:09:28,0,1,1
2025-09-18 01:10:13,118,3.18,242.73,5.78,17.34,234.76,236.96,256.46,408.52,427.43,425.55,420.5,6.56,4.45,6.33,,,,2.74,,,,4.24,,,,0.76,0.74,0.82,0.73,49.95,0,148,,1,4.7,92.3,1,2025-09-18 01:10:13,1,0,1
2025-09-18 01:10:58,118,3.24,242.11,5.85,17.56,235.38,237.9,253.05,409.87,424.68,422.44,419.15,6.8,4.54,6.23,,,,2.72,,,,4.22,,,,0.77,0.76,0.81,0.75,49.96,0,148,,1,4.8,92.9,1,2025-09-18 01:10:58,1,0,1
2025-09-18 01:11:43,118,3.24,241.86,5.83,17.5,235.33,238.48,251.78,410.33,424.63,421.93,419.03,6.71,4.5,6.29,,,,2.68,,,,4.26,,,,0.77,0.76,0.8,0.74,49.97,0,148,,1,4.8,92.9,1,2025-09-18 01:11:43,1,0,1
2025-09-18 01:12:28,118,3.24,241.85,5.79,17.39,235.18,238.52,251.86,410.24,424.73,421.87,418.95,6.75,4.5,6.14,,,,2.73,,,,4.24,,,,0.77,0.76,0.8,0.74,49.98,0,148,,1,4.8,92.3,1,2025-09-18 01:12:28,1,0,1
2025-09-18 01:13:13,118,3.23,241.73,5.83,17.4,235.12,238.56,251.51,410.22,424.46,421.51,418.73,6.74,4.47,6.19,,,,2.71,,,,4.21,,,,0.77,0.76,0.81,0.75,49.95,0,149,,1,4.7,91.0,1,2025-09-18 01:13:13,1,0,1
