readable_time,Active Energy (kWh),mt_power,mvol,mcurr,tot_curr,mvol_r,mvol_y,mvol_b,mvol_ry,mvol_yb,mvol_br,mvolt_p,Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),mpow_r,mpow_y,mpow_b,mr_power,mrpow_r,mrpow_y,mrpow_b,ma_power,mapow_r,mapow_y,mapow_b,mt_pf,mpf_r,mpf_y,mpf_b,mfreq,ma_energy,mr_energy,con_st,mc_st,temp_time,Temperature (°C),humidity,Door Status,compressor_on,heater_on,door_status,fan_status
2025-10-01 19:12:16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,,,,0,,,,0,,,,0,0,0,0,0,0,0,,,2025-10-01 19:12:16,21.9,79.3,1,0,0,1,0
2025-10-01 19:13:01,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,,,,0,,,,0,,,,0,0,0,0,0,0,0,,,2025-10-01 19:13:01,22.0,79.6,1,0,0,1,0
2025-10-01 19:14:00,0,0.0041,236.43,0,0,233.2,238.72,237.37,407.88,414.46,406.18,409.45,0.0,0.0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0.9504,1,1,1,50.1,0,0,0,0,2025-10-01 19:14:00,22.0,79.2,1,0,0,1,0
2025-10-01 19:14:45,0,0.0043,236.64,0,0,233.48,238.65,237.79,408.47,414.5,406.64,409.85,0.0,0.0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0.9492,1,1,1,50.1,0,0,0,0,2025-10-01 19:14:45,22.2,78.4,1,0,0,1,0
2025-10-01 19:15:30,0,0.0041,236.34,0,0,233.12,238.34,237.57,408.13,413.92,406.02,409.35,0.0,0.0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0.9422,1,1,1,50.1,0,0,0,0,2025-10-01 19:15:30,22.1,78.5,1,0,0,1,0
2025-10-01 19:16:15,0,0.0041,236.26,0,0,233.05,238.38,237.36,407.57,414.33,405.75,409.07,0.0,0.0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0.9546,1,1,1,50.1,0,0,0,0,2025-10-01 19:16:15,22.2,77.7,1,0,0,1,0
2025-10-01 19:17:45,0,0.0035,237.25,0,0,234.16,239.17,238.42,408.53,416.96,407.26,410.8,0.0,0.0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.9453,1,1,1,50.1,0,0,0,0,2025-10-01 19:17:45,22.1,76.3,1,0,0,1,0
2025-10-01 19:18:30,0,0.0044,237.22,0,0,234.17,239.17,238.34,409.79,415.87,406.99,410.94,0.0,0.0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0.96,1,1,1,50.1,0,0,0,0,2025-10-01 19:18:30,22.1,75.9,1,0,0,1,0
2025-10-01 19:19:15,0,0.0035,237.27,0,0,234.14,239.41,238.27,409.73,415.73,407.44,410.92,0.0,0.0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.9433,1,1,1,50.1,0,0,0,0,2025-10-01 19:19:15,22.2,75.7,1,0,0,1,0
2025-10-01 19:20:00,0,0.0034,237.13,0,0,233.78,239.25,238.36,409.22,415.67,407.27,410.73,0.0,0.0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.9464,1,1,1,50.1,0,0,0,0,2025-10-01 19:20:00,22.1,75.3,1,0,0,1,0
2025-10-01 19:20:45,0,0.0036,237.28,0,0,234.1,239.48,238.27,409.22,416.67,407.05,410.96,0.0,0.0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0.9325,1,1,1,50.1,0,0,0,0,2025-10-01 19:20:45,22.0,74.9,1,0,0,1,0
2025-10-01 19:21:30,0,0.0036,237.37,0,0,234.17,239.32,238.62,409.77,415.9,407.74,411.2,0.0,0.0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0.9401,1,1,1,50.1,0,0,0,0,2025-10-01 19:21:30,22.0,74.5,1,0,0,1,0
2025-10-01 19:22:15,0,0.0035,237.44,0,0,234.01,239.22,239.1,409.9,416.17,407.72,411.25,0.0,0.0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0.9385,1,1,1,50.1,0,0,0,0,2025-10-01 19:22:15,22.1,74.3,1,0,0,1,0
2025-10-01 19:23:00,0,0.0034,237.1,0,0,233.35,239.04,238.92,409,416.06,406.97,410.69,0.0,0.0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0.9212,1,1,1,50.1,0,0,0,0,2025-10-01 19:23:00,22.0,74,1,0,0,1,0
2025-10-01 19:23:45,0,0.0042,236.44,0,0,232.91,238.35,238.07,408.31,414.31,405.97,409.54,0.0,0.0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0.9446,1,1,1,50.1,0,0,0,0,2025-10-01 19:23:45,22.0,73.8,1,0,0,1,0
2025-10-01 19:24:30,0,0.004,236.41,0,0,232.89,238.37,237.99,407.75,414.75,405.95,409.65,0.0,0.0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0.9438,1,1,1,50.1,0,0,0,0,2025-10-01 19:24:30,21.9,73.4,1,0,0,1,0
2025-10-01 19:25:15,0,0.0042,236.53,0,0,232.92,238.72,237.96,408.14,414.74,406.19,409.6,0.0,0.0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.9618,1,1,1,50.1,0,0,0,0,2025-10-01 19:25:15,22.1,73,1,0,0,1,0
2025-10-01 19:26:00,0,0.0041,236.76,0,0,233.11,238.95,238.24,408.27,415.27,406.74,410.18,0.0,0.0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0.9482,1,1,1,50.1,0,0,0,0,2025-10-01 19:26:00,21.9,72.6,1,0,0,1,0
2025-10-01 19:26:45,0,0.0041,236.81,0,0,233.24,239.5,237.71,408.32,416.08,406.13,410.34,0.0,0.0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0.9377,1,1,1,50.1,0,0,0,0,2025-10-01 19:26:45,22.0,72.2,1,0,0,1,0
