readable_time,Active Energy (kWh),mt_power,mvol,mcurr,tot_curr,mvol_r,mvol_y,mvol_b,mvol_ry,mvol_yb,mvol_br,mvolt_p,Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),L1 Active Power (kW),L2 Active Power (kW),L3 Active Power (kW),mr_power,mrpow_r,mrpow_y,mrpow_b,ma_power,mapow_r,mapow_y,mapow_b,mt_pf,mpf_r,mpf_y,mpf_b,mfreq,ma_energy,mr_energy,con_st,mc_st,temp_time,Temperature (°C),humidity,Door Status,compressor_on,heater_on,door_status,fan_status
2025-09-30 05:30:07,109.12,0.3001,232.7,0.4408,1.3225,229.58,230.92,237.6,399.12,403.8,406.21,403.09,1.3225,0.0,0.0,0.299,0.0,0.0,0.047,0.047,0,0,0.3036,0.3036,0,0,0.9879,0.9878,1,1,50.1,132.43,64.83,0,1,2025-09-30 05:30:07,19.0,93.5,,0,0,,1
2025-09-30 05:30:52,109.13,0.3013,233.23,0.4413,1.3239,230.41,231.66,237.62,400.48,404.84,406.57,403.91,1.3239,0.0,0.0,0.3003,0.0,0.0,0.0477,0.0477,0,0,0.305,0.305,0,0,0.9877,0.9876,1,1,50.1,132.43,64.83,0,1,2025-09-30 05:30:52,19.0,93.7,,0,0,,1
2025-09-30 05:31:58,109.13,0.3033,233.73,0.4433,1.3299,231.81,230.94,238.46,401.67,405.8,407.05,404.85,1.3299,0.0,0.0,0.3033,0.0,0.0,0.0491,0.0491,0,0,0.3083,0.3083,0,0,0.9871,0.987,1,1,50.1,132.44,64.83,0,1,2025-09-30 05:31:58,19.0,93.8,,0,0,,1
2025-09-30 05:32:43,109.14,0.3002,233.03,0.4417,1.3252,230.25,230.75,238.11,400.98,403.32,406.54,403.61,1.3252,0.0,0.0,0.3002,0.0,0.0,0.0468,0.0468,0,0,0.3051,0.3051,0,0,0.988,0.988,1,1,50.2,132.44,64.83,0,1,2025-09-30 05:32:43,19.1,94,,0,0,,1
2025-09-30 05:33:28,109.14,0.3007,233.12,0.4414,1.3242,230.37,230.95,238.05,400.32,404.75,406.27,403.77,1.3242,0.0,0.0,0.3007,0.0,0.0,0.0469,0.0469,0,0,0.3051,0.3051,0,0,0.988,0.988,1,1,50.2,132.45,64.83,0,1,2025-09-30 05:33:28,19.1,94,,0,0,,1
2025-09-30 05:34:13,109.15,0.3008,233.09,0.4414,1.3244,230.45,230.98,237.84,400.81,404.06,406.27,403.72,1.3244,0.0,0.0,0.3008,0.0,0.0,0.0474,0.0474,0,0,0.3052,0.3052,0,0,0.9878,0.9878,1,1,50.1,132.45,64.83,0,1,2025-09-30 05:34:13,19.1,94.1,,0,0,,1
2025-09-30 05:34:58,109.15,0.3022,233.57,0.4424,1.3272,231.43,231.49,237.79,401.39,405.16,407.1,404.5,1.3272,0.0,0.0,0.3022,0.0,0.0,0.0486,0.0486,0,0,0.3072,0.3072,0,0,0.9872,0.9872,1,1,50.2,132.45,64.83,0,1,2025-09-30 05:34:58,19.5,94.2,,0,0,,1
2025-09-30 05:35:43,109.15,0.3051,234.11,0.4437,1.3312,232.28,231.78,238.29,401.83,406.52,408.16,405.47,1.3312,0.0,0.0,0.304,0.0,0.0,0.05,0.05,0,0,0.3092,0.3092,0,0,0.9868,0.9867,1,1,50.1,132.46,64.83,0,1,2025-09-30 05:35:43,19.5,94.3,,0,0,,1
2025-09-30 05:36:28,109.16,0.3043,233.79,0.4432,1.3296,231.95,231.51,237.92,401.17,405.59,408.07,404.94,1.3296,0.0,0.0,0.3032,0.0,0.0,0.0499,0.0499,0,0,0.3084,0.3084,0,0,0.9868,0.9867,1,1,50.1,132.46,64.83,0,1,2025-09-30 05:36:28,19.5,94.4,,0,0,,1
2025-09-30 05:37:13,109.16,0.3023,233.72,0.4424,1.3272,231.6,231.88,237.7,401.24,405.98,407.26,404.79,1.3272,0.0,0.0,0.3023,0.0,0.0,0.0495,0.0495,0,0,0.3074,0.3074,0,0,0.9868,0.9868,1,1,50.1,132.47,64.83,0,1,2025-09-30 05:37:13,19.6,94.4,,0,0,,1
