readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),Total Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),L1 Active Power (kW),L2 Active Power (kW),L3 Active Power (kW),Total Reactive Power (kVAR),L1 Reactive Power (kVAR),L2 Reactive Power (kVAR),L3 Reactive Power (kVAR),Total Apparent Power (kVA),L1 Apparent Power (kVA),L2 Apparent Power (kVA),L3 Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),Condensing Unit Status,Machine Status,df2_time,Temperature (°C),Humidity (%),Door Status,compressor_on,heater_on
2025-09-18 04:09:28,323.0,2.75,248.32,6.0,17.39,243.86,240.42,260.68,419.4,434.08,437.03,430.17,7.17,3.95,6.27,,,,3.46,,,,4.42,,,,0.62,0.55,0.64,0.67,49.96,0,462,,1,2025-09-18 04:09:28,-16.2,52.3,0,1,0
2025-09-18 04:10:13,323.0,2.73,247.89,5.98,17.93,244.05,241.69,257.93,420.66,432.76,434.78,429.4,7.94,3.63,6.35,,,,3.43,,,,4.43,,,,0.61,0.59,0.55,0.68,49.99,0,462,,1,2025-09-18 04:10:13,-16.2,51.3,0,1,0
2025-09-18 04:10:58,323.0,2.7,247.9,5.89,17.67,244.01,241.67,258.01,420.61,432.81,434.82,429.41,7.28,3.83,6.56,,,,3.44,,,,4.45,,,,0.62,0.57,0.62,0.67,49.98,0,462,,1,2025-09-18 04:10:58,-16.2,50.4,0,1,0
2025-09-18 04:11:43,323.0,2.7,246.79,5.85,17.56,241.7,240.79,257.87,417.85,431.94,432.72,427.5,7.37,3.63,6.55,,,,3.36,,,,4.38,,,,0.62,0.61,0.6,0.65,50.0,0,462,,1,2025-09-18 04:11:43,-16.2,49.6,0,1,0
2025-09-18 04:12:28,323.0,2.7,246.49,5.82,17.49,241.15,240.61,257.71,417.22,431.64,432.1,426.99,7.32,4.17,5.99,,,,3.35,,,,4.31,,,,0.62,0.61,0.62,0.64,49.98,0,462,,1,2025-09-18 04:12:28,-16.3,48.8,0,1,0
2025-09-18 04:13:13,323.0,2.69,246.41,5.84,17.51,241.31,240.36,257.55,417.05,431.47,432.01,426.84,7.51,3.55,6.46,,,,3.34,,,,4.34,,,,0.62,0.58,0.6,0.68,49.98,0,462,,1,2025-09-18 04:13:13,-16.3,48.1,0,1,0
2025-09-18 04:13:58,323.0,2.69,246.06,5.84,17.53,241.66,240.43,256.09,417.31,430.39,431.12,426.28,7.66,3.63,6.25,,,,3.32,,,,4.31,,,,0.62,0.6,0.58,0.67,49.97,0,462,,1,2025-09-18 04:13:58,-16.3,47.7,0,1,0
2025-09-18 04:14:43,323.0,2.69,246.23,5.83,17.95,241.71,240.56,256.43,417.66,430.48,431.46,426.53,7.28,4.23,6.44,,,,3.33,,,,4.33,,,,0.62,0.59,0.61,0.68,49.98,0,462,,1,2025-09-18 04:14:43,-16.3,47.2,0,1,0
2025-09-18 04:15:28,323.0,2.69,246.77,5.88,17.27,241.61,239.48,259.23,416.64,432.01,433.83,427.49,6.95,4.11,6.21,,,,3.36,,,,4.32,,,,0.63,0.57,0.66,0.65,49.95,0,463,,1,2025-09-18 04:15:28,-16.3,46.6,0,1,0
2025-09-18 04:16:13,323.0,2.67,246.5,5.8,17.47,241.53,240.04,257.92,417.05,431.34,432.61,427.0,7.06,4.14,6.27,,,,3.35,,,,4.32,,,,0.62,0.59,0.65,0.64,49.95,0,463,,1,2025-09-18 04:16:13,-16.3,46.4,0,1,0
2025-09-18 04:16:58,323.0,2.68,246.41,5.83,17.41,241.9,240.35,256.99,417.64,430.79,432.12,426.85,7.17,3.76,6.48,,,,3.35,,,,4.36,,,,0.62,0.57,0.62,0.67,49.98,0,463,,1,2025-09-18 04:16:58,-16.3,46.1,0,1,0
2025-09-18 04:17:43,323.0,2.72,248.25,5.95,17.89,244.21,240.82,259.73,420.05,433.59,436.49,430.05,7.89,3.72,6.27,,,,3.45,,,,4.39,,,,0.6,0.59,0.57,0.65,49.99,0,463,,1,2025-09-18 04:17:43,-16.3,45.7,0,1,0
2025-09-18 04:18:28,323.0,2.69,248.36,5.91,17.72,244.46,240.72,259.91,420.18,433.66,436.87,430.24,7.5,4.13,6.09,,,,3.46,,,,4.44,,,,0.6,0.56,0.58,0.68,50.0,0,463,,1,2025-09-18 04:18:28,-16.9,45.4,0,1,0
2025-09-18 04:19:13,323.0,2.72,248.49,5.97,17.92,243.78,240.63,261.06,419.51,434.49,437.34,430.46,7.89,3.72,6.31,,,,3.47,,,,4.41,,,,0.6,0.58,0.56,0.67,50.0,0,463,,1,2025-09-18 04:19:13,-17.0,45.3,0,1,0
2025-09-18 04:19:58,323.0,2.66,246.56,5.79,17.38,241.68,239.35,258.65,416.59,431.25,433.23,427.03,7.03,3.92,6.43,,,,3.36,,,,4.34,,,,0.63,0.57,0.65,0.66,49.97,0,463,,1,2025-09-18 04:19:58,-17.0,44.9,0,1,0
2025-09-18 04:20:43,323.0,2.69,246.42,5.86,17.57,241.56,239.31,258.74,416.15,431.42,433.08,426.88,7.7,3.81,6.06,,,,3.34,,,,4.29,,,,0.61,0.6,0.57,0.66,49.98,0,463,,1,2025-09-18 04:20:43,-17.0,44.6,0,1,0
2025-09-18 04:21:28,324.0,2.66,246.2,5.79,17.38,241.06,239.13,258.42,416.01,430.96,432.42,426.46,7.07,3.82,6.49,,,,3.34,,,,4.34,,,,0.63,0.57,0.65,0.67,49.94,0,463,,1,2025-09-18 04:21:28,-17.0,44.5,0,1,0
2025-09-18 04:22:13,324.0,2.65,246.37,5.78,17.34,240.92,239.88,258.32,416.39,431.55,432.44,426.73,7.02,4.16,6.16,,,,3.35,,,,4.31,,,,0.62,0.59,0.65,0.64,49.94,0,463,,1,2025-09-18 04:22:13,-17.0,44.2,0,1,0
2025-09-18 04:22:58,324.0,2.71,248.62,5.98,17.94,243.77,240.88,261.2,419.72,434.93,437.4,430.69,7.81,3.76,6.37,,,,3.48,,,,4.42,,,,0.6,0.57,0.57,0.65,49.96,0,463,,1,2025-09-18 04:22:58,-17.0,43.9,0,1,0
2025-09-18 04:23:43,324.0,2.68,248.55,5.92,17.76,243.64,241.07,261.13,419.61,435.03,437.07,430.57,7.32,3.7,6.75,,,,3.48,,,,4.42,,,,0.61,0.55,0.62,0.66,49.97,0,463,,1,2025-09-18 04:23:43,-17.0,43.9,0,1,0
2025-09-18 04:24:28,324.0,2.7,248.58,5.9,17.7,243.68,241.11,261.06,419.75,435.01,437.11,430.62,7.14,3.85,6.71,,,,3.48,,,,4.41,,,,0.61,0.55,0.64,0.66,49.98,0,463,,1,2025-09-18 04:24:28,-17.0,43.8,0,1,0
2025-09-18 04:25:13,324.0,2.67,248.4,5.86,17.59,243.67,241.1,259.24,420.85,434.05,435.96,430.29,7.07,4.2,6.31,,,,3.46,,,,4.4,,,,0.61,0.58,0.64,0.63,50.0,0,463,,1,2025-09-18 04:25:13,-17.0,43.7,0,1,0
2025-09-18 04:25:58,324.0,2.7,248.39,5.95,17.86,243.59,242.12,259.43,420.46,434.64,435.74,430.28,7.83,3.75,6.27,,,,3.45,,,,4.39,,,,0.6,0.58,0.56,0.66,50.0,0,463,,1,2025-09-18 04:25:58,-17.0,43.5,0,1,0
2025-09-18 04:26:43,324.0,2.68,248.39,5.9,17.83,243.43,242.13,259.6,420.51,434.6,435.71,430.27,7.77,3.92,6.13,,,,3.46,,,,4.45,,,,0.61,0.56,0.61,0.67,50.0,0,463,,1,2025-09-18 04:26:43,-17.0,43.4,0,1,0
2025-09-18 04:27:28,324.0,2.66,248.03,5.85,17.77,243.6,242.73,257.77,421.17,433.51,434.26,429.65,7.81,3.62,6.34,,,,3.44,,,,4.4,,,,0.6,0.6,0.55,0.65,50.0,0,463,,1,2025-09-18 04:27:28,-17.0,43.4,0,1,0
2025-09-18 04:28:13,324.0,2.66,247.91,5.84,17.71,243.7,242.51,257.51,421.07,433.1,434.12,429.43,7.32,4.06,6.33,,,,3.43,,,,4.39,,,,0.62,0.58,0.62,0.65,50.0,0,463,,1,2025-09-18 04:28:13,-17.0,43.4,0,1,0
2025-09-18 04:28:58,324.0,2.69,247.93,5.92,17.49,243.37,242.6,257.82,420.86,433.44,434.1,429.47,7.84,3.63,6.02,,,,3.43,,,,4.36,,,,0.6,0.6,0.56,0.64,49.99,0,464,,1,2025-09-18 04:28:58,-17.0,43.3,0,1,0
2025-09-18 04:29:43,324.0,2.68,247.9,5.88,17.65,243.95,242.52,257.16,421.17,432.88,434.18,429.41,7.53,4.2,5.92,,,,3.43,,,,4.35,,,,0.6,0.6,0.58,0.63,50.0,0,464,,1,2025-09-18 04:29:43,-17.1,43.1,0,1,0
2025-09-18 04:30:28,324.0,2.7,248.48,5.96,17.87,243.37,241.49,260.57,419.82,434.99,436.66,430.49,7.83,3.67,6.37,,,,3.47,,,,4.41,,,,0.6,0.57,0.56,0.66,49.99,0,464,,1,2025-09-18 04:30:28,-17.1,43.1,0,1,0
2025-09-18 04:31:13,324.0,2.7,248.61,5.94,17.83,243.45,241.48,260.78,420.08,435.01,436.91,430.66,7.73,3.97,6.13,,,,3.47,,,,4.4,,,,0.6,0.58,0.57,0.64,50.0,0,464,,1,2025-09-18 04:31:13,-17.1,43.0,0,1,0
2025-09-18 04:31:58,324.0,2.65,247.14,5.8,17.41,243.18,241.01,257.32,419.26,431.67,433.38,428.1,7.17,3.82,6.42,,,,3.38,,,,4.37,,,,0.62,0.58,0.61,0.66,49.99,0,464,,1,2025-09-18 04:31:58,-17.1,43.0,0,1,0
2025-09-18 04:32:43,324.0,2.66,247.34,5.86,17.58,243.02,240.6,258.41,418.83,432.25,433.9,428.78,7.52,3.63,6.43,,,,3.4,,,,4.37,,,,0.61,0.58,0.58,0.67,49.99,0,464,,1,2025-09-18 04:32:43,-17.1,43.0,0,1,0
2025-09-18 04:33:28,324.0,2.67,247.47,5.87,17.62,242.65,241.49,258.28,419.28,432.89,433.89,428.69,7.62,3.62,6.38,,,,3.4,,,,4.37,,,,0.61,0.58,0.57,0.67,49.98,0,464,,1,2025-09-18 04:33:28,-17.1,42.9,0,1,0
2025-09-18 04:34:13,324.0,2.66,247.7,5.87,17.61,242.78,240.73,259.59,418.73,433.39,435.15,429.09,7.56,4.06,5.99,,,,3.41,,,,4.33,,,,0.6,0.6,0.58,0.63,50.0,0,464,,1,2025-09-18 04:34:13,-17.1,42.9,0,1,0
2025-09-18 04:34:58,324.0,2.63,245.31,5.71,17.13,242.91,238.75,254.28,417.13,427.05,430.62,424.93,6.81,4.11,6.21,,,,3.27,,,,4.25,,,,0.63,0.6,0.62,0.66,49.99,0,464,,1,2025-09-18 04:34:58,-17.1,42.7,0,1,0
2025-09-18 04:35:43,324.0,2.64,245.51,5.72,17.16,242.72,239.0,254.8,417.31,427.67,430.74,425.24,6.9,3.97,6.28,,,,3.29,,,,4.26,,,,0.63,0.6,0.63,0.65,49.99,0,464,,1,2025-09-18 04:35:43,-17.1,42.7,0,1,0
2025-09-18 04:36:28,324.0,2.65,245.42,5.75,17.25,242.78,239.14,254.33,417.36,427.43,430.5,424.97,7.37,4.18,5.71,,,,3.26,,,,4.21,,,,0.61,0.63,0.58,0.63,49.99,0,464,,1,2025-09-18 04:36:28,-17.1,42.7,0,1,0
2025-09-18 04:37:13,324.0,2.66,247.04,5.83,17.36,245.36,239.76,256.0,420.14,429.42,434.22,427.93,6.88,4.19,6.28,,,,3.37,,,,4.3,,,,0.61,0.62,0.58,0.62,49.98,0,464,,1,2025-09-18 04:37:13,-17.1,42.6,0,1,0
2025-09-18 04:37:58,324.0,2.66,246.9,5.78,17.33,245.34,239.39,255.96,419.8,429.07,434.17,427.68,6.85,4.24,6.24,,,,3.37,,,,4.3,,,,0.61,0.62,0.57,0.62,49.98,0,464,,1,2025-09-18 04:37:58,-17.1,42.6,0,1,0
2025-09-18 04:38:43,324.0,2.66,248.86,5.92,17.75,247.69,240.1,258.78,422.46,432.14,438.65,431.08,7.3,4.4,6.05,,,,3.5,,,,4.45,,,,0.61,0.56,0.63,0.63,49.97,0,464,,1,2025-09-18 04:38:43,-17.1,42.6,0,1,0
2025-09-18 04:39:28,324.0,2.67,248.42,5.89,17.7,247.89,240.81,256.56,423.24,430.81,436.89,430.31,6.97,4.27,6.46,,,,3.47,,,,4.43,,,,0.6,0.58,0.57,0.66,49.99,0,464,,1,2025-09-18 04:39:28,-17.1,42.6,0,1,0
2025-09-18 04:40:13,324.0,2.69,248.52,5.91,17.73,247.98,240.9,256.82,423.27,431.19,436.99,430.48,7.62,3.83,6.28,,,,3.46,,,,4.41,,,,0.6,0.59,0.55,0.65,50.0,0,464,,1,2025-09-18 04:40:13,-17.1,42.5,0,1,0
2025-09-18 04:40:58,324.0,2.67,247.75,5.89,17.66,247.95,242.16,253.2,424.28,429.15,433.98,429.14,7.71,4.09,5.87,,,,3.41,,,,4.35,,,,0.6,0.62,0.53,0.64,50.0,0,464,,1,2025-09-18 04:40:58,-17.1,42.5,0,1,0
2025-09-18 04:41:43,324.0,2.67,247.71,5.87,17.61,247.64,242.21,253.36,424.15,429.32,433.7,429.06,7.62,3.85,6.14,,,,3.4,,,,4.37,,,,0.61,0.6,0.61,0.63,50.01,0,464,,1,2025-09-18 04:41:43,-17.1,42.3,0,1,0
2025-09-18 04:42:28,324.0,2.68,248.06,5.88,17.65,247.27,242.25,254.65,423.94,430.17,434.68,429.64,7.45,4.38,5.81,,,,3.42,,,,4.36,,,,0.6,0.62,0.57,0.62,50.01,0,465,,1,2025-09-18 04:42:28,-17.1,42.3,0,1,0
2025-09-18 04:43:13,324.0,2.67,247.92,5.88,17.64,247.47,242.44,253.86,424.28,429.95,434.5,429.59,7.56,4.33,5.76,,,,3.42,,,,4.35,,,,0.6,0.63,0.55,0.62,50.02,0,465,,1,2025-09-18 04:43:13,-17.1,42.5,0,1,0
2025-09-18 04:43:58,325.0,2.67,247.77,5.87,17.62,247.59,242.22,253.5,424.2,429.34,434.06,429.14,7.57,4.32,5.73,,,,3.41,,,,4.34,,,,0.6,0.63,0.55,0.62,49.99,0,465,,1,2025-09-18 04:43:58,-17.1,42.3,0,1,0
2025-09-18 04:44:43,325.0,2.67,247.8,5.87,17.61,247.4,242.01,254.0,423.85,429.6,434.24,429.23,7.56,3.8,6.25,,,,3.42,,,,4.39,,,,0.6,0.6,0.54,0.66,49.99,0,465,,1,2025-09-18 04:44:43,-17.1,42.3,0,1,0
2025-09-18 04:45:28,325.0,2.7,250.02,5.97,17.85,244.97,240.36,264.72,420.31,437.58,441.51,433.14,7.1,3.94,6.81,,,,3.57,,,,4.48,,,,0.6,0.56,0.62,0.62,50.0,0,465,,1,2025-09-18 04:45:28,-17.1,42.3,0,1,0
2025-09-18 04:46:13,325.0,2.66,249.33,5.9,17.71,244.88,239.46,266.27,421.43,435.25,439.05,431.91,7.1,4.17,6.43,,,,3.51,,,,4.46,,,,0.61,0.56,0.63,0.63,50.0,0,465,,1,2025-09-18 04:46:13,-17.1,42.3,0,1,0
2025-09-18 04:46:58,325.0,2.66,248.92,5.89,17.67,245.3,241.19,260.26,421.48,434.24,438.11,431.27,7.08,4.15,6.43,,,,3.51,,,,4.45,,,,0.61,0.56,0.63,0.64,49.98,0,465,,1,2025-09-18 04:46:58,-17.7,42.3,0,1,0
2025-09-18 04:47:43,325.0,2.66,248.94,5.92,17.75,245.27,241.04,260.5,421.16,434.46,438.08,431.23,7.31,3.75,6.69,,,,3.5,,,,4.43,,,,0.6,0.57,0.62,0.62,49.97,0,465,,1,2025-09-18 04:47:43,-17.7,42.3,0,1,0
2025-09-18 04:48:28,325.0,2.69,248.77,5.88,17.64,245.28,241.14,259.89,421.26,434.01,437.55,430.94,7.18,4.25,6.21,,,,3.49,,,,4.42,,,,0.61,0.58,0.63,0.62,49.98,0,465,,1,2025-09-18 04:48:28,-17.7,42.2,0,1,0
2025-09-18 04:49:13,325.0,2.66,248.8,5.9,17.85,245.15,241.16,260.09,421.16,434.2,437.61,430.99,7.74,3.93,6.17,,,,3.5,,,,4.46,,,,0.61,0.57,0.62,0.62,49.98,0,465,,1,2025-09-18 04:49:13,-17.7,42.2,0,1,0
2025-09-18 04:49:58,325.0,2.69,248.79,5.89,17.67,244.88,241.32,260.18,421.07,434.41,437.46,430.98,7.16,3.84,6.67,,,,3.49,,,,4.42,,,,0.6,0.57,0.56,0.66,49.98,0,465,,1,2025-09-18 04:49:58,-17.7,42.2,0,1,0
2025-09-18 04:50:43,325.0,2.68,248.55,5.9,17.7,244.95,242.05,258.65,421.65,433.62,436.31,430.53,7.47,4.21,6.01,,,,3.47,,,,4.38,,,,0.6,0.59,0.59,0.62,49.99,0,465,,1,2025-09-18 04:50:43,-17.7,42.2,0,1,0
2025-09-18 04:51:28,325.0,2.64,245.3,5.76,17.27,240.52,240.74,254.64,416.78,429.07,429.06,424.98,7.5,4.0,5.76,,,,3.26,,,,4.2,,,,0.61,0.63,0.57,0.64,50.0,0,465,,1,2025-09-18 04:51:28,-17.7,42.2,0,1,0
2025-09-18 04:52:13,325.0,2.63,245.39,5.75,17.26,239.79,240.61,255.78,416.0,429.97,429.43,425.13,7.55,3.7,6.0,,,,3.26,,,,4.21,,,,0.61,0.61,0.56,0.66,50.02,0,465,,1,2025-09-18 04:52:13,-17.7,42.2,0,1,0
2025-09-18 04:52:58,325.0,2.63,245.48,5.75,17.25,239.84,240.45,256.17,415.94,430.05,429.71,425.23,7.49,3.99,5.77,,,,3.27,,,,4.19,,,,0.61,0.62,0.58,0.64,50.01,0,465,,1,2025-09-18 04:52:58,-17.7,42.2,0,1,0
2025-09-18 04:53:43,325.0,2.62,245.42,5.69,17.07,240.02,240.4,255.84,416.06,429.83,429.5,425.08,6.98,4.21,5.88,,,,3.27,,,,4.2,,,,0.62,0.61,0.63,0.62,50.01,0,465,,1,2025-09-18 04:53:43,-17.7,42.2,0,1,0
2025-09-18 04:54:28,325.0,2.61,245.55,5.73,17.19,239.58,241.2,255.87,416.37,430.54,429.15,425.35,7.32,3.62,6.25,,,,3.28,,,,4.24,,,,0.62,0.6,0.59,0.66,49.99,0,465,,1,2025-09-18 04:54:28,-17.8,42.2,0,1,0
2025-09-18 04:55:13,325.0,2.64,246.54,5.81,17.42,240.65,241.13,257.94,417.16,432.29,431.8,427.08,7.48,4.03,5.91,,,,3.34,,,,4.27,,,,0.61,0.58,0.6,0.66,50.0,0,465,,1,2025-09-18 04:55:13,-17.8,42.1,0,1,0
2025-09-18 04:55:58,325.0,2.63,245.98,5.74,17.21,241.24,240.66,255.83,417.53,430.04,430.73,426.1,7.07,4.22,5.92,,,,3.31,,,,4.27,,,,0.61,0.6,0.56,0.66,50.0,0,465,,1,2025-09-18 04:55:58,-17.8,41.9,0,1,0
2025-09-18 04:56:43,325.0,2.66,247.51,5.84,17.51,243.88,241.19,257.45,420.09,431.91,434.22,428.74,7.4,4.17,5.94,,,,3.4,,,,4.32,,,,0.61,0.6,0.59,0.63,50.01,0,466,,1,2025-09-18 04:56:43,-17.8,41.9,0,1,0
2025-09-18 04:57:28,325.0,2.66,247.95,5.85,17.54,243.33,241.68,258.84,420.03,433.55,434.96,429.51,7.33,4.19,6.02,,,,3.43,,,,4.35,,,,0.61,0.59,0.61,0.62,49.99,0,466,,1,2025-09-18 04:57:28,-17.8,41.9,0,1,0
2025-09-18 04:58:13,325.0,2.65,247.95,5.83,17.76,243.35,241.79,258.72,420.14,433.54,434.87,429.52,7.68,3.95,6.13,,,,3.43,,,,4.35,,,,0.61,0.58,0.63,0.62,50.0,0,466,,1,2025-09-18 04:58:13,-17.8,41.9,0,1,0
2025-09-18 04:58:58,325.0,2.67,247.74,5.87,17.3,243.02,241.84,258.35,419.9,433.26,434.27,429.14,7.7,3.62,5.99,,,,3.41,,,,4.33,,,,0.6,0.6,0.58,0.63,50.01,0,466,,1,2025-09-18 04:58:58,-17.8,41.8,0,1,0
2025-09-18 04:59:43,325.0,2.66,247.63,5.85,17.14,243.06,241.66,258.17,419.78,432.94,434.14,428.96,7.04,4.13,5.98,,,,3.4,,,,4.33,,,,0.61,0.6,0.59,0.63,49.99,0,466,,1,2025-09-18 04:59:43,-17.8,41.9,0,1,0
2025-09-18 05:00:28,325.0,2.67,248.73,5.91,17.22,242.75,240.65,262.78,418.64,436.12,437.92,430.89,6.98,4.02,6.22,,,,3.48,,,,4.39,,,,0.6,0.57,0.6,0.63,50.0,0,466,,1,2025-09-18 05:00:28,-17.8,41.9,0,1,0
2025-09-18 05:01:13,325.0,2.68,248.99,5.95,17.85,243.02,240.94,262.89,418.98,436.66,438.39,431.34,7.74,3.57,6.54,,,,3.49,,,,4.41,,,,0.6,0.56,0.57,0.66,50.02,0,466,,1,2025-09-18 05:01:13,-17.8,41.8,0,1,0
2025-09-18 05:01:58,325.0,2.64,248.84,5.86,17.59,243.33,241.49,261.95,419.87,436.02,437.32,431.07,7.06,3.9,6.62,,,,3.48,,,,4.44,,,,0.61,0.54,0.64,0.65,50.04,0,466,,1,2025-09-18 05:01:58,-17.8,41.9,0,1,0
2025-09-18 05:02:43,325.0,2.65,248.68,5.85,17.54,242.91,241.6,261.46,419.62,435.66,437.11,430.8,7.11,4.15,6.28,,,,3.47,,,,4.4,,,,0.61,0.56,0.64,0.62,50.03,0,466,,1,2025-09-18 05:02:43,-17.8,41.8,0,1,0
2025-09-18 05:03:28,325.0,2.67,248.68,5.91,17.72,243.07,241.51,261.37,419.74,435.7,436.95,430.8,7.45,3.58,6.69,,,,3.47,,,,4.44,,,,0.6,0.55,0.6,0.67,50.03,0,466,,1,2025-09-18 05:03:28,-17.8,41.9,0,1,0
2025-09-18 05:04:13,325.0,0.35,249.98,0.5,1.49,244.87,241.95,263.11,421.61,437.56,439.99,433.05,1.49,0.0,0.0,,,,0.07,,,,0.36,,,,,0.97,,,50.0,0,466,,1,2025-09-18 05:04:13,-17.8,41.8,0,0,0
2025-09-18 05:04:58,325.0,0.35,249.72,0.49,1.48,244.59,241.85,262.8,421.25,437.1,439.46,432.61,1.48,0.0,0.0,,,,0.07,,,,0.36,,,,,0.97,,,49.99,0,466,,1,2025-09-18 05:04:58,-17.8,42.2,0,0,0
2025-09-18 05:05:43,325.0,2.76,248.52,3.83,11.48,240.86,240.93,263.78,417.24,437.24,437.18,430.55,7.68,3.8,0.0,,,,0.0,,,,2.76,,,,,1.0,1.0,,49.99,0,466,,1,2025-09-18 05:05:43,-17.7,43.1,0,0,0
2025-09-18 05:06:28,325.0,2.72,246.67,3.78,11.35,238.8,239.74,261.46,414.43,434.19,433.39,427.33,7.58,3.77,0.0,,,,0.0,,,,2.72,,,,,1.0,1.0,,49.98,0,466,,1,2025-09-18 05:06:28,-17.1,43.9,0,0,0
2025-09-18 05:07:13,326.0,2.7,246.32,3.77,11.3,238.19,239.84,260.93,413.99,433.81,432.46,426.71,7.54,3.75,0.0,,,,0.0,,,,2.7,,,,,1.0,1.0,,49.96,0,466,,1,2025-09-18 05:07:13,-17.0,44.6,0,0,0
2025-09-18 05:07:58,326.0,2.69,246.24,3.75,11.26,238.1,239.64,260.98,413.74,433.68,432.36,426.62,7.52,3.74,0.0,,,,0.0,,,,2.69,,,,,1.0,1.0,,49.95,0,466,,1,2025-09-18 05:07:58,-17.0,45.3,0,0,0
2025-09-18 05:08:43,326.0,2.67,246.48,3.74,11.22,238.14,239.01,262.3,413.22,434.29,433.4,426.97,7.5,3.72,0.0,,,,0.0,,,,2.67,,,,,1.0,1.0,,49.97,0,466,,1,2025-09-18 05:08:43,-16.3,45.7,0,0,0
2025-09-18 05:09:28,326.0,2.67,246.42,3.73,11.2,238.12,239.0,262.13,413.2,434.15,433.5,426.96,7.48,3.71,0.0,,,,0.0,,,,2.67,,,,,1.0,1.0,,49.97,0,466,,1,2025-09-18 05:09:28,-16.2,46.2,0,0,0
2025-09-18 05:10:13,326.0,2.71,248.27,3.75,11.26,240.61,239.06,265.14,415.41,436.84,438.16,430.14,7.55,3.71,0.0,,,,0.0,,,,2.71,,,,,1.0,1.0,,49.97,0,466,,1,2025-09-18 05:10:13,-16.2,46.9,0,0,0
2025-09-18 05:10:58,326.0,2.61,247.44,3.75,11.26,240.69,240.08,261.56,416.36,434.57,435.09,428.67,7.54,3.72,0.0,,,,0.0,,,,2.67,,,,,1.0,1.0,,49.94,0,466,,1,2025-09-18 05:10:58,-15.5,47.4,0,0,0
2025-09-18 05:11:43,326.0,2.67,245.85,3.72,11.17,238.55,239.57,259.42,414.06,432.25,431.38,425.9,7.46,3.71,0.0,,,,0.0,,,,2.67,,,,,1.0,1.0,,49.96,0,466,,1,2025-09-18 05:11:43,-15.4,48.2,0,0,0
2025-09-18 05:12:28,326.0,2.68,246.18,3.73,11.19,239.12,239.82,259.6,414.77,432.62,432.03,426.47,7.48,3.71,0.0,,,,0.0,,,,2.68,,,,,1.0,1.0,,49.99,0,466,,1,2025-09-18 05:12:28,-14.8,49.2,0,0,0
2025-09-18 05:13:13,326.0,2.67,246.01,3.72,11.17,238.98,239.72,259.32,414.57,432.29,431.66,426.17,7.47,3.7,0.0,,,,0.0,,,,2.67,,,,,1.0,1.0,,49.98,0,466,,1,2025-09-18 05:13:13,-14.7,50.3,0,0,0
2025-09-18 05:13:58,326.0,2.68,245.05,3.73,11.18,239.73,241.16,254.27,416.46,429.11,427.88,424.48,7.47,3.71,0.0,,,,0.0,,,,2.68,,,,,1.0,1.0,,49.98,0,466,,1,2025-09-18 05:13:58,-14.6,51.6,0,0,0
2025-09-18 05:14:43,326.0,2.68,245.42,3.73,11.18,239.12,240.12,257.02,415.03,430.62,429.76,425.14,7.47,3.71,0.0,,,,0.0,,,,2.68,,,,,1.0,1.0,,49.97,0,467,,1,2025-09-18 05:14:43,-13.9,53.1,0,0,0
2025-09-18 05:15:28,326.0,2.64,243.99,3.7,11.09,237.03,239.33,255.62,412.54,428.72,426.75,422.67,7.4,3.7,0.0,,,,0.0,,,,2.64,,,,,1.0,1.0,,49.99,0,467,,1,2025-09-18 05:15:28,-13.9,54.7,0,0,0
2025-09-18 05:16:13,326.0,2.62,244.33,3.69,11.06,236.12,238.37,258.49,410.93,430.56,428.35,423.28,7.38,3.68,0.0,,,,0.0,,,,2.62,,,,,1.0,1.0,,49.98,0,467,,1,2025-09-18 05:16:13,-13.2,56.5,0,0,0
2025-09-18 05:16:58,326.0,2.65,246.06,3.71,11.12,238.28,238.52,261.62,412.7,433.29,432.87,426.29,7.44,3.68,0.0,,,,0.0,,,,2.65,,,,,1.0,1.0,,49.95,0,467,,1,2025-09-18 05:16:58,-13.1,57.7,0,0,0
2025-09-18 05:17:43,326.0,2.65,246.09,3.71,11.12,238.1,238.38,261.79,412.64,433.32,433.08,426.35,7.44,3.68,0.0,,,,0.0,,,,2.65,,,,,1.0,1.0,,49.99,0,467,,1,2025-09-18 05:17:43,-13.1,58.4,0,0,0
2025-09-18 05:18:28,326.0,2.64,245.81,3.7,11.11,237.72,238.47,261.24,412.39,432.91,432.27,425.86,7.43,3.68,0.0,,,,0.0,,,,2.64,,,,,1.0,1.0,,49.94,0,467,,1,2025-09-18 05:18:28,-13.1,59.0,0,0,0
2025-09-18 05:19:13,326.0,2.64,245.73,3.7,11.1,237.55,238.69,260.95,412.44,432.84,432.0,425.78,7.41,3.68,0.0,,,,0.0,,,,2.64,,,,,1.0,1.0,,49.94,0,467,,1,2025-09-18 05:19:13,-12.4,59.3,0,0,0
