readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),Total Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),L1 Active Power (kW),L2 Active Power (kW),L3 Active Power (kW),Total Reactive Power (kVAR),L1 Reactive Power (kVAR),L2 Reactive Power (kVAR),L3 Reactive Power (kVAR),Total Apparent Power (kVA),L1 Apparent Power (kVA),L2 Apparent Power (kVA),L3 Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),Condensing Unit Status,Machine Status,df2_time,Temperature (°C),Humidity (%),Door Status,compressor_on,heater_on
2025-09-18 00:00:28,312.0,2.57,239.35,5.47,16.41,234.95,235.39,247.7,407.33,418.41,418.06,414.66,6.79,3.99,5.63,,,,2.96,,,,3.93,,,,0.65,0.65,0.66,0.65,49.97,0,446,,1,2025-09-18 00:00:28,-17.7,44.2,0,1,0
2025-09-18 00:01:13,312.0,2.59,239.51,5.49,16.47,234.77,235.71,247.99,407.52,418.86,418.26,414.88,6.88,3.96,5.64,,,,2.96,,,,3.95,,,,0.65,0.65,0.66,0.65,49.98,0,446,,1,2025-09-18 00:01:13,-17.7,44.2,0,1,0
2025-09-18 00:01:58,313.0,2.6,241.84,5.58,16.74,236.71,237.17,251.51,410.39,423.31,423.05,418.92,7.04,3.85,5.85,,,,3.08,,,,4.05,,,,0.64,0.62,0.65,0.65,49.99,0,446,,1,2025-09-18 00:01:58,-17.7,44.2,0,1,0
2025-09-18 00:02:43,313.0,2.61,241.86,5.64,17.11,236.87,236.96,251.75,410.35,423.3,423.22,418.96,6.88,3.91,6.32,,,,3.09,,,,4.08,,,,0.64,0.59,0.64,0.69,49.97,0,446,,1,2025-09-18 00:02:43,-17.7,44.1,0,1,0
2025-09-18 00:03:28,313.0,2.61,241.71,5.57,16.7,236.64,236.95,251.53,410.14,423.1,422.83,418.69,6.74,3.9,6.06,,,,3.09,,,,4.06,,,,0.64,0.6,0.62,0.68,49.95,0,446,,1,2025-09-18 00:03:28,-17.7,44.1,0,1,0
2025-09-18 00:04:13,313.0,2.59,242.31,5.61,17.5,236.34,235.91,254.67,408.98,424.96,425.33,419.75,7.38,3.66,6.45,,,,3.12,,,,4.14,,,,0.64,0.6,0.65,0.66,49.94,0,446,,1,2025-09-18 00:04:13,-17.7,43.9,0,1,0
2025-09-18 00:04:58,313.0,2.59,242.5,5.63,16.96,236.09,236.79,254.63,409.53,425.68,425.08,420.09,6.69,3.72,6.54,,,,3.14,,,,4.14,,,,0.64,0.57,0.69,0.67,49.94,0,446,,1,2025-09-18 00:04:58,-17.7,43.9,0,1,0
2025-09-18 00:05:43,313.0,2.58,242.37,5.6,16.79,236.1,236.42,254.6,409.21,425.33,425.06,419.87,6.68,3.85,6.26,,,,3.14,,,,4.13,,,,0.64,0.58,0.7,0.65,49.94,0,446,,1,2025-09-18 00:05:43,-17.8,43.9,0,1,0
2025-09-18 00:06:28,313.0,2.59,242.41,5.59,16.78,236.29,236.47,254.47,409.42,425.26,425.11,419.93,6.73,3.88,6.17,,,,3.13,,,,4.13,,,,0.64,0.59,0.7,0.65,49.94,0,447,,1,2025-09-18 00:06:28,-17.8,43.8,0,1,0
2025-09-18 00:07:13,313.0,2.6,242.41,5.64,16.92,236.3,236.29,254.63,409.33,425.24,424.97,419.84,6.88,3.5,6.55,,,,3.13,,,,4.14,,,,0.65,0.57,0.69,0.68,49.93,0,447,,1,2025-09-18 00:07:13,-17.8,43.8,0,1,0
2025-09-18 00:07:58,313.0,2.62,242.4,5.65,16.95,235.88,236.39,254.92,409.0,425.59,425.41,419.98,7.27,3.65,6.02,,,,3.13,,,,4.08,,,,0.64,0.56,0.69,0.68,49.92,0,447,,1,2025-09-18 00:07:58,-17.8,43.8,0,1,0
2025-09-18 00:08:43,313.0,2.62,242.22,5.63,16.9,236.34,236.29,254.03,409.31,424.72,424.76,419.6,7.26,3.68,5.96,,,,3.11,,,,4.07,,,,0.63,0.6,0.64,0.66,49.93,0,447,,1,2025-09-18 00:08:43,-17.8,43.8,0,1,0
2025-09-18 00:09:28,313.0,2.6,242.29,5.59,16.89,236.53,236.46,253.89,409.62,424.75,424.8,419.72,6.88,3.94,6.07,,,,3.12,,,,4.1,,,,0.64,0.6,0.69,0.64,49.93,0,447,,1,2025-09-18 00:09:28,-17.8,43.8,0,1,0
2025-09-18 00:10:13,313.0,2.62,242.35,5.64,16.92,236.43,236.82,253.8,409.65,425.05,424.79,419.83,7.25,3.7,5.98,,,,3.12,,,,4.08,,,,0.65,0.57,0.69,0.67,49.95,0,447,,1,2025-09-18 00:10:13,-17.8,43.8,0,1,0
2025-09-18 00:10:58,313.0,2.62,242.51,5.64,16.92,236.59,236.72,254.26,409.86,425.17,425.29,420.11,7.29,3.62,6.01,,,,3.13,,,,4.08,,,,0.63,0.6,0.64,0.66,49.96,0,447,,1,2025-09-18 00:10:58,-17.8,43.8,0,1,0
2025-09-18 00:11:43,313.0,2.59,242.67,5.63,16.88,236.11,236.62,255.28,409.4,426.17,425.7,420.42,6.79,3.55,6.54,,,,3.14,,,,4.15,,,,0.64,0.56,0.7,0.67,49.97,0,447,,1,2025-09-18 00:11:43,-17.8,43.8,0,1,0
2025-09-18 00:12:28,313.0,2.62,242.26,5.61,16.82,236.61,237.52,252.64,410.61,424.59,423.63,419.59,7.08,3.88,5.87,,,,3.1,,,,4.07,,,,0.64,0.62,0.65,0.65,49.97,0,447,,1,2025-09-18 00:12:28,-17.8,43.7,0,1,0
2025-09-18 00:13:13,313.0,2.6,242.24,5.6,16.79,236.43,237.79,252.5,410.69,424.67,423.67,419.62,7.11,3.84,5.83,,,,3.1,,,,4.06,,,,0.64,0.62,0.64,0.65,49.98,0,447,,1,2025-09-18 00:13:13,-17.8,43.7,0,1,0
2025-09-18 00:13:58,313.0,2.61,242.34,5.59,16.76,236.62,237.71,252.68,410.78,424.76,424.03,419.87,6.84,3.94,5.98,,,,3.11,,,,4.09,,,,0.64,0.61,0.67,0.65,49.98,0,447,,1,2025-09-18 00:13:58,-17.8,43.7,0,1,0
2025-09-18 00:14:43,313.0,2.59,242.47,5.59,16.77,236.98,237.66,252.77,411.05,424.79,424.21,419.97,6.76,3.7,6.32,,,,3.12,,,,4.12,,,,0.63,0.61,0.62,0.66,49.99,0,447,,1,2025-09-18 00:14:43,-17.8,43.7,0,1,0
2025-09-18 00:15:28,313.0,2.6,242.44,5.65,16.94,236.82,237.94,252.57,411.15,424.86,423.9,419.91,7.31,3.31,6.31,,,,3.11,,,,4.1,,,,0.63,0.59,0.63,0.68,49.99,0,447,,1,2025-09-18 00:15:28,-17.8,43.7,0,1,0
2025-09-18 00:16:13,313.0,2.62,242.62,5.64,17.04,237.3,237.66,252.89,411.33,424.9,424.59,420.27,7.42,3.74,5.88,,,,3.12,,,,4.08,,,,0.63,0.61,0.63,0.66,49.99,0,447,,1,2025-09-18 00:16:13,-17.8,43.7,0,1,0
2025-09-18 00:16:58,313.0,2.58,239.17,5.49,16.41,233.45,235.99,248.06,406.55,419.24,417.06,414.29,6.83,3.5,6.08,,,,2.94,,,,3.92,,,,0.65,0.65,0.63,0.66,49.96,0,447,,1,2025-09-18 00:16:58,-17.8,43.5,0,1,0
2025-09-18 00:17:43,313.0,2.59,239.77,5.54,15.91,233.4,234.78,251.14,405.46,420.9,419.72,415.36,6.58,3.52,5.81,,,,2.98,,,,3.95,,,,0.64,0.62,0.63,0.68,49.94,0,447,,1,2025-09-18 00:17:43,-17.8,43.7,0,1,0
2025-09-18 00:18:28,313.0,2.56,239.74,5.49,17.06,233.2,234.65,251.36,405.17,420.98,419.74,415.3,7.06,3.76,6.24,,,,2.98,,,,3.98,,,,0.65,0.6,0.68,0.68,49.95,0,447,,1,2025-09-18 00:18:28,-17.8,43.7,0,1,0
2025-09-18 00:19:13,313.0,2.6,239.68,5.55,16.64,232.97,234.78,251.28,405.15,421.07,419.44,415.22,7.27,3.57,5.8,,,,2.97,,,,3.95,,,,0.65,0.63,0.64,0.68,49.96,0,447,,1,2025-09-18 00:19:13,-17.8,43.7,0,1,0
2025-09-18 00:19:58,313.0,2.56,239.65,5.49,16.46,233.38,234.37,251.09,405.17,420.62,419.62,415.14,6.75,3.49,6.22,,,,2.97,,,,3.98,,,,0.66,0.6,0.68,0.68,49.94,0,447,,1,2025-09-18 00:19:58,-17.8,43.7,0,1,0
2025-09-18 00:20:43,313.0,2.57,241.82,5.56,16.67,236.24,235.32,253.89,408.38,423.77,424.44,418.91,6.72,3.86,6.08,,,,3.1,,,,4.07,,,,0.65,0.59,0.69,0.65,49.94,0,448,,1,2025-09-18 00:20:43,-17.8,43.5,0,1,0
2025-09-18 00:21:28,313.0,2.61,242.05,5.64,16.91,235.97,235.12,255.06,407.98,424.63,425.17,419.2,7.24,3.28,6.4,,,,3.1,,,,4.09,,,,0.64,0.58,0.65,0.69,49.95,0,448,,1,2025-09-18 00:21:28,-17.8,43.5,0,1,0
2025-09-18 00:22:13,313.0,2.6,241.89,5.64,16.92,235.72,235.0,254.83,407.55,424.54,425.05,419.05,7.38,3.32,6.22,,,,3.1,,,,4.06,,,,0.63,0.59,0.63,0.68,49.93,0,448,,1,2025-09-18 00:22:13,-17.8,43.5,0,1,0
2025-09-18 00:22:58,313.0,2.59,241.89,5.58,16.73,235.66,235.02,254.99,407.78,423.96,424.93,418.89,7.08,3.77,5.88,,,,3.09,,,,4.04,,,,0.64,0.61,0.66,0.65,49.95,0,448,,1,2025-09-18 00:22:58,-17.8,43.4,0,1,0
2025-09-18 00:23:43,313.0,2.6,243.62,5.69,17.08,238.7,235.75,256.41,410.89,426.35,428.87,422.04,7.42,3.57,6.09,,,,3.2,,,,4.19,,,,0.63,0.59,0.66,0.65,49.96,0,448,,1,2025-09-18 00:23:43,-17.8,43.4,0,1,0
2025-09-18 00:24:28,313.0,2.61,243.53,5.66,16.97,238.67,235.82,256.11,410.92,426.14,428.58,421.88,6.76,3.76,6.46,,,,3.2,,,,4.2,,,,0.64,0.56,0.68,0.68,49.96,0,448,,1,2025-09-18 00:24:28,-17.8,43.4,0,1,0
2025-09-18 00:25:13,314.0,2.61,243.56,5.67,17.02,238.12,235.77,256.79,410.52,426.47,428.48,421.82,6.83,3.62,6.57,,,,3.19,,,,4.2,,,,0.64,0.56,0.69,0.67,49.96,0,448,,1,2025-09-18 00:25:13,-17.8,43.4,0,1,0
2025-09-18 00:25:58,314.0,2.61,243.86,5.7,17.1,238.23,235.75,257.61,410.49,427.37,429.22,422.36,7.08,3.36,6.66,,,,3.21,,,,4.21,,,,0.64,0.55,0.67,0.68,49.97,0,448,,1,2025-09-18 00:25:58,-17.8,43.4,0,1,0
2025-09-18 00:26:43,314.0,2.6,243.69,5.66,16.97,238.64,236.19,256.08,411.36,426.59,428.52,422.16,6.92,3.51,6.54,,,,3.19,,,,4.19,,,,0.64,0.56,0.67,0.68,49.99,0,448,,1,2025-09-18 00:26:43,-17.8,43.4,0,1,0
2025-09-18 00:27:28,314.0,2.59,242.88,5.61,16.84,239.43,237.57,251.65,413.1,423.74,425.24,420.72,6.9,3.63,6.31,,,,3.15,,,,4.14,,,,0.64,0.59,0.66,0.68,49.99,0,448,,1,2025-09-18 00:27:28,-17.8,43.4,0,1,0
2025-09-18 00:28:13,314.0,2.59,242.91,5.64,16.92,239.01,237.3,252.41,412.67,424.18,425.67,420.84,7.1,3.43,6.39,,,,3.15,,,,4.15,,,,0.64,0.58,0.64,0.69,49.98,0,448,,1,2025-09-18 00:28:13,-17.8,43.4,0,1,0
2025-09-18 00:28:58,314.0,2.6,243.14,5.69,17.07,238.49,237.49,253.43,412.21,425.31,426.21,421.22,7.53,3.37,6.17,,,,3.17,,,,4.12,,,,0.62,0.59,0.59,0.68,49.95,0,448,,1,2025-09-18 00:28:58,-17.8,43.4,0,1,0
2025-09-18 00:29:43,314.0,2.63,243.19,5.69,16.91,238.52,237.36,253.7,412.12,425.35,426.34,421.27,7.56,3.37,5.98,,,,3.16,,,,4.11,,,,0.62,0.6,0.59,0.67,49.96,0,448,,1,2025-09-18 00:29:43,-17.8,43.3,0,1,0
2025-09-18 00:30:28,314.0,2.59,243.18,5.62,16.84,238.73,237.41,253.4,412.35,425.13,426.26,421.25,6.86,3.86,6.12,,,,3.17,,,,4.16,,,,0.64,0.58,0.66,0.67,49.95,0,448,,1,2025-09-18 00:30:28,-17.8,43.3,0,1,0
2025-09-18 00:31:13,314.0,2.61,242.87,5.69,16.72,238.95,237.23,252.42,412.38,424.12,425.59,420.7,6.83,3.9,5.98,,,,3.15,,,,4.1,,,,0.62,0.61,0.58,0.68,49.93,0,448,,1,2025-09-18 00:31:13,-17.8,43.3,0,1,0
2025-09-18 00:31:58,314.0,2.61,242.78,5.65,16.35,238.65,236.82,252.88,411.77,424.17,425.74,420.56,6.91,3.6,5.84,,,,3.15,,,,4.1,,,,0.63,0.61,0.62,0.66,49.9,0,448,,1,2025-09-18 00:31:58,-17.8,43.3,0,1,0
2025-09-18 00:32:43,314.0,0.35,244.87,0.49,1.48,240.05,236.43,258.14,412.65,428.45,431.54,424.21,1.48,0.0,0.0,,,,0.07,,,,0.36,,,,,0.98,,,49.91,0,448,,1,2025-09-18 00:32:43,-17.8,43.1,0,0,0
2025-09-18 00:33:28,314.0,2.67,243.8,3.76,11.29,236.56,235.46,259.37,408.78,428.7,429.64,422.37,7.55,3.73,0.0,,,,0.0,,,,2.66,,,,,1.0,1.0,,49.9,0,448,,1,2025-09-18 00:33:28,-17.8,43.5,0,0,0
2025-09-18 00:34:13,314.0,2.66,243.74,3.75,11.25,236.82,234.98,259.43,408.59,428.35,429.91,422.28,7.54,3.71,0.0,,,,0.0,,,,2.66,,,,,1.0,1.0,,49.91,0,448,,1,2025-09-18 00:34:13,-17.8,44.6,0,0,0
2025-09-18 00:34:58,314.0,2.61,242.06,3.71,11.12,234.77,233.24,258.17,405.3,425.81,427.02,419.37,7.45,3.67,0.0,,,,0.0,,,,2.61,,,,,1.0,1.0,,49.89,0,448,,1,2025-09-18 00:34:58,-17.1,45.3,0,0,0
2025-09-18 00:35:43,314.0,2.61,242.15,3.7,11.1,234.9,234.05,257.54,406.09,425.89,426.58,419.52,7.44,3.67,0.0,,,,0.0,,,,2.6,,,,,1.0,1.0,,49.9,0,448,,1,2025-09-18 00:35:43,-17.1,45.8,0,0,0
2025-09-18 00:36:28,314.0,2.6,242.14,3.69,11.07,234.53,234.26,257.47,406.12,426.15,426.24,419.5,7.41,3.66,0.0,,,,0.0,,,,2.6,,,,,1.0,1.0,,49.89,0,448,,1,2025-09-18 00:36:28,-17.0,46.5,0,0,0
2025-09-18 00:37:13,314.0,2.59,242.37,3.68,11.04,234.31,235.23,257.57,406.63,426.92,426.14,419.9,7.38,3.67,0.0,,,,0.0,,,,2.59,,,,,1.0,1.0,,49.91,0,448,,1,2025-09-18 00:37:13,-16.9,46.9,0,0,0
2025-09-18 00:37:58,314.0,2.59,242.61,3.68,11.04,234.57,235.25,257.85,407.01,427.23,426.69,420.31,7.38,3.66,0.0,,,,0.0,,,,2.59,,,,,1.0,1.0,,49.93,0,449,,1,2025-09-18 00:37:58,-16.3,47.4,0,0,0
2025-09-18 00:38:43,314.0,2.63,244.55,3.7,11.1,236.71,236.41,260.52,409.73,430.52,430.78,423.68,7.43,3.67,0.0,,,,0.0,,,,2.63,,,,,1.0,1.0,,49.94,0,449,,1,2025-09-18 00:38:43,-16.2,48.1,0,0,0
2025-09-18 00:39:28,314.0,2.63,244.55,3.7,11.09,236.78,236.47,260.39,409.85,430.46,430.72,423.65,7.42,3.67,0.0,,,,0.0,,,,2.62,,,,,1.0,1.0,,49.96,0,449,,1,2025-09-18 00:39:28,-15.6,48.8,0,0,0
2025-09-18 00:40:13,314.0,2.59,243.24,3.67,11.0,234.59,236.29,258.83,407.79,428.93,427.49,421.3,7.35,3.66,0.0,,,,0.0,,,,2.59,,,,,1.0,1.0,,49.96,0,449,,1,2025-09-18 00:40:13,-15.5,49.6,0,0,0
2025-09-18 00:40:58,314.0,2.58,243.05,3.66,10.99,234.44,235.91,258.8,407.34,428.58,427.22,421.05,7.34,3.65,0.0,,,,0.0,,,,2.58,,,,,1.0,1.0,,49.97,0,449,,1,2025-09-18 00:40:58,-15.4,50.7,0,0,0
2025-09-18 00:41:43,314.0,2.59,242.69,3.66,10.99,234.56,236.41,257.09,407.87,427.51,425.93,420.44,7.34,3.66,0.0,,,,0.0,,,,2.59,,,,,1.0,1.0,,49.95,0,449,,1,2025-09-18 00:41:43,-14.7,52.0,0,0,0
2025-09-18 00:42:28,314.0,2.58,242.56,3.66,10.98,234.14,236.58,256.95,407.66,427.53,425.45,420.21,7.32,3.66,0.0,,,,0.0,,,,2.58,,,,,1.0,1.0,,49.94,0,449,,1,2025-09-18 00:42:28,-14.7,53.4,0,0,0
2025-09-18 00:43:13,314.0,2.58,242.4,3.66,10.97,234.26,236.26,256.74,407.43,427.08,425.31,419.94,7.32,3.65,0.0,,,,0.0,,,,2.58,,,,,1.0,1.0,,49.93,0,449,,1,2025-09-18 00:43:13,-14.0,54.9,0,0,0
2025-09-18 00:43:58,314.0,2.57,242.24,3.65,10.96,234.04,236.18,256.61,407.13,426.89,424.97,419.66,7.31,3.65,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,49.93,0,449,,1,2025-09-18 00:43:58,-13.9,56.7,0,0,0
2025-09-18 00:44:43,314.0,2.55,240.59,3.64,10.91,232.38,236.28,253.13,405.87,423.94,420.57,416.79,7.26,3.65,0.0,,,,0.0,,,,2.55,,,,,1.0,1.0,,49.91,0,449,,1,2025-09-18 00:44:43,-13.8,58.6,0,0,0
2025-09-18 00:45:28,314.0,2.56,240.45,3.64,10.93,233.03,236.47,252.17,406.35,423.02,420.22,416.53,7.28,3.65,0.0,,,,0.0,,,,2.56,,,,,1.0,1.0,,49.91,0,449,,1,2025-09-18 00:45:28,-13.2,60.3,0,0,0
2025-09-18 00:46:13,314.0,2.56,240.58,3.65,10.94,233.07,236.67,251.99,406.81,423.26,420.18,416.75,7.29,3.65,0.0,,,,0.0,,,,2.56,,,,,1.0,1.0,,49.93,0,449,,1,2025-09-18 00:46:13,-13.1,61.7,0,0,0
2025-09-18 00:46:58,314.0,2.59,243.03,3.67,11.0,235.41,236.13,257.56,408.37,427.68,427.07,421.04,7.35,3.65,0.0,,,,0.0,,,,2.59,,,,,1.0,1.0,,49.93,0,449,,1,2025-09-18 00:46:58,-13.1,62.4,0,0,0
2025-09-18 00:47:43,314.0,2.62,244.48,3.69,11.06,236.97,236.85,259.62,410.34,430.2,430.02,423.56,7.4,3.66,0.0,,,,0.0,,,,2.62,,,,,1.0,1.0,,49.93,0,449,,1,2025-09-18 00:47:43,-13.0,62.8,0,0,0
2025-09-18 00:48:28,315.0,2.57,244.0,3.65,10.94,233.78,236.16,262.06,406.98,431.67,429.64,422.76,7.3,3.65,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,49.96,0,449,,1,2025-09-18 00:48:28,-12.4,63.1,0,0,0
2025-09-18 00:49:13,315.0,2.57,243.93,3.65,10.94,233.69,236.15,261.87,406.97,431.49,429.48,422.65,7.3,3.65,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,49.94,0,449,,1,2025-09-18 00:49:13,-12.4,64.0,0,0,0
2025-09-18 00:49:58,315.0,2.57,243.9,3.65,10.94,233.67,236.09,261.84,406.92,431.43,429.43,422.59,7.3,3.65,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,49.97,0,449,,1,2025-09-18 00:49:58,-12.3,64.5,0,0,0
2025-09-18 00:50:43,315.0,2.57,244.02,3.65,10.94,233.72,236.41,261.93,407.15,431.76,429.48,422.8,7.29,3.65,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,49.98,0,449,,1,2025-09-18 00:50:43,-11.6,64.4,0,0,0
2025-09-18 00:51:28,315.0,2.57,244.1,3.65,10.95,233.68,236.6,262.01,407.28,432.0,429.51,422.93,7.29,3.65,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,49.97,0,449,,1,2025-09-18 00:51:28,-10.9,63.7,0,0,0
2025-09-18 00:52:13,315.0,2.57,243.98,3.65,10.95,233.93,236.18,261.95,407.02,431.53,429.61,422.72,7.3,3.64,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,49.99,0,449,,1,2025-09-18 00:52:13,-10.7,62.5,0,0,0
2025-09-18 00:52:58,315.0,2.57,243.89,3.65,10.94,233.91,235.89,261.86,406.83,431.23,429.58,422.54,7.3,3.64,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,49.98,0,449,,1,2025-09-18 00:52:58,-10.0,60.9,0,0,0
2025-09-18 00:53:43,315.0,2.57,244.11,3.65,10.95,234.1,235.97,262.26,407.09,431.68,430.09,422.95,7.31,3.64,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,50.0,0,449,,1,2025-09-18 00:53:43,-9.2,58.9,0,0,0
2025-09-18 00:54:28,315.0,2.57,244.01,3.65,10.94,233.92,235.86,262.25,406.84,431.58,429.93,422.78,7.3,3.64,0.0,,,,0.0,,,,2.57,,,,,1.0,1.0,,49.98,0,449,,1,2025-09-18 00:54:28,-8.5,57.0,0,0,0
2025-09-18 00:55:13,315.0,2.53,242.97,3.62,10.86,232.0,235.09,261.83,404.49,430.55,427.9,420.98,7.24,3.62,0.0,,,,0.0,,,,2.53,,,,,1.0,1.0,,49.98,0,449,,1,2025-09-18 00:55:13,-8.4,54.9,0,0,0
2025-09-18 00:55:58,315.0,2.53,243.02,3.62,10.87,232.07,235.19,261.82,404.62,430.66,427.95,421.07,7.24,3.63,0.0,,,,0.0,,,,2.53,,,,,1.0,1.0,,49.99,0,449,,1,2025-09-18 00:55:58,-7.6,52.8,0,0,0
2025-09-18 00:56:43,315.0,2.55,242.09,3.63,10.9,232.75,236.23,257.28,406.08,427.58,424.53,419.4,7.26,3.64,0.0,,,,0.0,,,,2.55,,,,,1.0,1.0,,49.99,0,449,,1,2025-09-18 00:56:43,-6.9,50.7,0,0,0
2025-09-18 00:57:28,315.0,2.55,242.19,3.63,10.9,233.08,235.63,257.86,405.92,427.48,425.39,419.56,7.27,3.63,0.0,,,,0.0,,,,2.55,,,,,1.0,1.0,,50.01,0,449,,1,2025-09-18 00:57:28,-6.1,48.8,0,0,0
2025-09-18 00:58:13,315.0,2.56,242.11,3.64,10.93,233.12,236.26,256.53,407.18,427.44,423.69,419.44,7.27,3.66,0.0,,,,0.0,,,,2.56,,,,,1.0,1.0,,50.02,0,449,,1,2025-09-18 00:58:13,-5.3,46.9,0,0,0
2025-09-18 00:58:58,315.0,2.55,241.84,3.63,10.9,233.01,236.28,256.22,406.42,426.63,423.62,419.1,7.27,3.64,0.0,,,,0.0,,,,2.55,,,,,1.0,1.0,,50.0,0,449,,1,2025-09-18 00:58:58,-4.5,45.3,0,0,0
2025-09-18 00:59:43,315.0,2.55,242.08,3.63,10.9,232.27,237.03,256.94,406.43,427.91,423.85,419.48,7.25,3.65,0.0,,,,0.0,,,,2.55,,,,,1.0,1.0,,49.99,0,449,,1,2025-09-18 00:59:43,-3.8,43.8,0,0,0
2025-09-18 01:00:28,315.0,2.55,242.3,3.63,10.9,232.3,237.42,257.17,406.8,428.44,424.08,419.77,7.25,3.66,0.0,,,,0.0,,,,2.55,,,,,1.0,1.0,,50.01,0,449,,1,2025-09-18 01:00:28,-3.0,42.2,0,0,0
2025-09-18 01:01:13,315.0,2.55,242.32,3.63,10.9,232.33,237.45,257.17,406.85,428.47,424.1,419.81,7.25,3.66,0.0,,,,0.0,,,,2.55,,,,,1.0,1.0,,50.01,0,450,,1,2025-09-18 01:01:13,-2.2,40.6,0,0,0
2025-09-18 01:01:58,315.0,2.54,243.09,3.63,10.88,232.12,236.32,260.85,405.66,430.74,427.14,421.18,7.24,3.64,0.0,,,,0.0,,,,2.54,,,,,1.0,1.0,,50.01,0,450,,1,2025-09-18 01:01:58,-1.4,39.4,0,0,0
2025-09-18 01:02:43,315.0,2.58,244.87,3.65,10.96,234.54,236.9,263.16,408.28,433.26,431.26,424.27,7.31,3.65,0.0,,,,0.0,,,,2.58,,,,,1.0,1.0,,50.01,0,450,,1,2025-09-18 01:02:43,-0.6,38.3,0,0,0
2025-09-18 01:03:28,315.0,2.58,244.9,3.65,10.96,234.49,237.12,263.08,408.43,433.38,431.15,424.32,7.31,3.65,0.0,,,,0.0,,,,2.58,,,,,1.0,1.0,,50.01,0,450,,1,2025-09-18 01:03:28,0.3,36.8,0,0,0
2025-09-18 01:04:13,315.0,0.0,245.98,0.0,0.0,238.84,237.73,261.41,412.69,432.43,433.34,426.15,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,49.99,0,450,,0,2025-09-18 01:04:13,1.6,35.6,0,0,0
2025-09-18 01:04:58,315.0,5.11,243.63,8.39,25.16,238.33,238.33,260.09,409.68,428.88,427.66,422.07,9.97,6.59,8.6,,,,3.44,,,,6.32,,,,0.83,0.76,0.88,0.84,50.0,0,450,,1,2025-09-18 01:04:58,2.4,33.3,0,1,0
2025-09-18 01:05:43,315.0,3.58,245.01,6.73,20.2,241.28,238.39,255.34,415.15,427.7,430.4,424.42,8.63,4.3,7.27,,,,3.3,,,,4.95,,,,0.74,0.68,0.77,0.76,50.01,0,450,,1,2025-09-18 01:05:43,2.3,38.8,0,1,0
2025-09-18 01:06:28,315.0,3.45,245.2,6.42,19.27,239.65,238.57,257.37,414.15,429.6,425.75,420.75,7.55,4.95,6.78,,,,3.17,,,,4.7,,,,0.73,0.68,0.77,0.75,50.01,0,450,,1,2025-09-18 01:06:28,0.9,43.3,0,1,0
2025-09-18 01:07:13,315.0,3.22,243.59,6.26,18.79,239.28,236.75,254.73,412.26,425.73,427.89,422.0,8.09,4.23,6.47,,,,3.2,,,,4.58,,,,0.71,0.64,0.73,0.74,50.0,0,450,,1,2025-09-18 01:07:13,-0.6,45.0,0,1,0
2025-09-18 01:07:58,315.0,3.13,243.84,6.13,18.4,238.63,236.35,256.54,411.35,426.97,428.92,422.41,7.32,4.54,6.54,,,,3.21,,,,4.5,,,,0.69,0.65,0.71,0.72,49.99,0,450,,1,2025-09-18 01:07:58,-2.1,47.3,0,1,0
2025-09-18 01:08:43,315.0,3.09,244.19,6.17,18.52,237.56,237.16,257.86,411.12,428.82,429.17,423.04,7.93,3.8,6.79,,,,3.22,,,,4.54,,,,0.69,0.62,0.74,0.72,50.0,0,450,,1,2025-09-18 01:08:43,-3.0,49.2,0,1,0
2025-09-18 01:09:28,315.0,3.05,244.33,6.11,18.34,237.81,237.2,257.97,411.39,428.86,429.59,423.28,7.88,4.0,6.46,,,,3.23,,,,4.47,,,,0.68,0.62,0.71,0.72,50.0,0,450,,1,2025-09-18 01:09:28,-4.4,50.5,0,1,0
2025-09-18 01:10:13,315.0,3.0,242.73,6.02,18.05,234.82,237.05,256.33,408.65,427.39,425.48,420.59,7.65,4.13,6.27,,,,3.15,,,,4.37,,,,0.69,0.63,0.72,0.71,49.95,0,450,,1,2025-09-18 01:10:13,-5.3,51.6,0,1,0
2025-09-18 01:10:58,315.0,2.96,242.43,5.97,17.76,235.06,237.56,254.68,409.3,426.38,424.24,419.97,7.56,3.87,6.33,,,,3.11,,,,4.36,,,,0.69,0.64,0.73,0.71,49.96,0,450,,1,2025-09-18 01:10:58,-6.1,52.5,0,1,0
