readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),Total Reactive Power (kVAR),Total Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),System Power Factor,Temperature (°C),Humidity (%),Door Status,df2_time,compressor_on,heater_on,door_status,fan_status
2025-09-23 15:33:31,,2.26,229.1,3.41,234.69,231.53,221.08,403.77,391.89,394.79,396.82,0.0,0.0,10.24,0.0,2.26,,,,1.0,50.0,-2.0,1118,1.0,-9.9,80.0,1,2025-09-23 15:33:31,0,1,1,0
2025-09-23 15:34:16,,2.23,227.12,3.39,231.85,229.82,219.68,399.82,389.31,391.08,393.4,0.0,0.0,10.18,0.0,2.24,,,,1.0,49.99,-2.0,1118,1.0,-9.3,79.1,1,2025-09-23 15:34:16,0,1,1,0
2025-09-23 15:35:01,,2.23,226.82,3.39,231.66,229.54,219.26,399.41,388.71,390.63,392.96,0.0,0.0,10.17,0.0,2.23,,,,1.0,50.0,-2.0,1118,1.0,-9.2,77.6,1,2025-09-23 15:35:01,0,1,1,0
2025-09-23 15:35:46,,2.27,228.93,3.42,234.55,231.11,221.12,403.28,391.82,394.97,396.81,0.0,0.0,10.26,0.0,2.27,,,,1.0,49.96,-2.0,1118,1.0,-9.2,76.9,1,2025-09-23 15:35:46,0,1,1,0
2025-09-23 15:36:31,807.0,2.25,228.01,3.34,235.72,231.64,216.67,404.75,388.32,391.9,394.99,0.0,0.0,10.02,0.0,2.25,,,,1.0,49.97,-2.0,1118,1.0,-9.1,76.3,1,2025-09-23 15:36:31,0,1,1,0
2025-09-23 15:37:16,807.0,2.25,228.73,3.41,234.91,230.58,220.7,403.13,390.85,394.63,396.21,0.0,0.0,10.22,0.0,2.25,,,,1.0,49.98,-2.0,1118,1.0,-8.5,76.2,1,2025-09-23 15:37:16,0,1,1,0
2025-09-23 15:38:01,,2.23,226.75,3.39,231.39,229.34,219.53,399.01,388.76,390.55,392.77,0.0,0.0,10.17,0.0,2.23,,,,1.0,49.98,-2.0,1118,1.0,-8.4,75.6,1,2025-09-23 15:38:01,0,1,1,0
2025-09-23 15:38:46,,0.0,228.22,0.0,229.8,227.76,227.09,396.26,393.91,395.68,395.28,0.0,0.0,0.0,0.0,0.0,,,,,49.97,-2.0,1118,,-8.4,75.4,1,2025-09-23 15:38:46,0,0,1,0
2025-09-23 15:39:31,,0.0,227.77,0.0,229.14,227.42,226.76,395.39,393.33,394.82,394.52,0.0,0.0,0.0,0.0,0.0,,,,,49.98,-2.0,1118,,-7.8,74.9,1,2025-09-23 15:39:31,0,0,1,0
2025-09-23 15:40:16,,3.42,225.83,6.23,226.5,226.13,224.85,391.99,390.71,390.88,391.08,6.46,5.94,6.29,2.43,4.24,0.81,0.84,0.8,0.78,49.96,-2.0,1118,0.81,-7.7,74.3,1,2025-09-23 15:40:16,1,0,1,0
2025-09-23 15:41:01,,3.25,225.71,6.01,225.94,226.04,225.16,391.43,390.75,390.66,390.95,6.24,5.93,5.73,2.41,4.08,0.79,0.82,0.78,0.78,49.99,-2.0,1118,0.8,-7.7,73.5,1,2025-09-23 15:41:01,1,0,1,0
2025-09-23 15:41:46,,3.07,226.12,5.84,226.05,226.5,225.81,391.92,391.71,391.32,391.65,6.78,5.26,5.48,2.45,3.97,0.76,0.83,0.73,0.73,49.96,-2.0,1118,0.78,-7.7,72.0,1,2025-09-23 15:41:46,1,0,1,0
2025-09-23 15:42:31,,3.21,226.21,6.05,226.15,226.63,225.71,392.24,391.74,391.44,391.81,7.69,4.86,5.6,2.46,4.1,0.78,0.84,0.75,0.75,49.98,-2.0,1118,0.79,-8.5,71.7,1,2025-09-23 15:42:31,1,0,1,0
2025-09-23 15:43:16,,3.14,225.97,5.92,225.85,226.55,225.5,391.79,391.49,390.88,391.39,7.29,5.43,5.05,2.45,4.03,0.77,0.83,0.74,0.73,49.96,-2.0,1118,0.79,-9.2,71.0,1,2025-09-23 15:43:16,1,0,1,0
2025-09-23 15:44:01,,3.04,225.94,5.79,226.02,226.25,225.55,391.58,391.39,390.79,391.25,7.07,5.37,4.93,2.43,3.93,0.76,0.83,0.73,0.73,49.95,-2.0,1118,0.78,-10.0,69.8,1,2025-09-23 15:44:01,1,0,1,0
2025-09-23 15:44:46,,3.01,228.4,5.82,229.77,228.25,227.17,396.5,394.32,395.62,395.48,7.39,4.62,5.44,2.53,3.99,0.75,0.82,0.73,0.7,49.96,-2.0,1118,0.77,-10.7,68.9,1,2025-09-23 15:44:46,1,0,1,0
2025-09-23 15:45:31,807.0,2.97,228.74,5.73,230.04,228.71,227.47,397.29,395.06,396.22,396.19,7.29,5.06,4.82,2.52,3.93,0.75,0.82,0.71,0.7,50.0,-2.0,1118,0.76,-11.5,68.5,1,2025-09-23 15:45:31,1,0,1,0
2025-09-23 15:46:16,807.0,2.98,228.51,5.76,229.54,228.58,227.41,396.74,394.9,395.77,395.69,6.93,4.84,5.52,2.52,3.95,0.74,0.82,0.72,0.68,50.02,-2.0,1118,0.76,-11.6,68.1,1,2025-09-23 15:46:16,1,0,1,0
2025-09-23 15:47:01,,2.94,228.82,5.73,230.05,228.8,227.62,397.38,395.27,396.36,396.33,7.41,4.51,5.31,2.53,3.93,0.73,0.81,0.71,0.67,50.0,-2.0,1118,0.76,-12.3,68.1,1,2025-09-23 15:47:01,1,0,1,0
2025-09-23 15:47:46,,2.91,228.5,5.7,229.6,228.36,227.53,396.61,394.81,395.89,395.77,6.91,5.2,5.06,2.53,3.91,0.74,0.81,0.72,0.69,49.99,-2.0,1118,0.75,-12.4,68.2,1,2025-09-23 15:47:46,1,0,1,0
2025-09-23 15:48:31,,2.89,229.16,5.67,230.09,229.09,228.31,397.66,395.86,396.88,396.76,6.71,4.84,5.46,2.54,3.9,0.73,0.81,0.7,0.67,49.95,0.0,1118,0.75,-13.1,68.6,1,2025-09-23 15:48:31,1,0,1,0
2025-09-23 15:49:16,,2.83,229.16,5.56,230.18,228.99,228.3,397.65,396.04,396.63,396.74,6.98,5.01,4.7,2.53,3.83,0.73,0.81,0.68,0.69,49.95,0.0,1118,0.75,-13.2,68.6,1,2025-09-23 15:49:16,1,0,1,0
2025-09-23 15:50:01,,2.85,228.81,5.58,229.57,228.95,227.92,397.09,395.66,396.2,396.32,7.3,4.99,4.71,2.52,3.84,0.73,0.81,0.67,0.69,49.97,0.0,1118,0.75,-13.9,69.2,1,2025-09-23 15:50:01,1,0,1,0
2025-09-23 15:50:46,,2.83,229.01,5.61,230.23,228.47,228.34,397.25,395.61,397.13,396.66,7.14,4.44,5.26,2.54,3.86,0.73,0.81,0.7,0.68,49.95,0.0,1118,0.74,-13.9,69.4,1,2025-09-23 15:50:46,1,0,1,0
2025-09-23 15:51:31,,2.84,229.09,5.62,229.98,228.98,228.3,397.47,396.02,396.88,396.79,7.25,4.5,5.1,2.53,3.85,0.73,0.81,0.7,0.67,49.95,0.0,1118,0.75,-14.0,69.7,1,2025-09-23 15:51:31,1,0,1,0
2025-09-23 15:52:16,,2.83,229.25,5.57,230.19,229.15,228.42,397.8,396.27,397.17,397.08,6.81,5.08,4.75,2.54,3.83,0.72,0.81,0.67,0.68,49.96,0.0,1119,0.74,-14.7,69.7,1,2025-09-23 15:52:16,1,0,1,0
2025-09-23 15:53:01,,2.76,226.36,5.47,225.71,227.53,226.23,392.53,392.73,390.96,392.07,7.02,4.59,4.8,2.43,3.72,0.74,0.81,0.7,0.7,49.96,0.0,1119,0.75,-14.7,70.1,1,2025-09-23 15:53:01,1,0,1,0
2025-09-23 15:53:46,,2.78,226.07,5.52,225.37,227.07,225.76,391.83,392.16,390.69,391.56,6.98,4.46,5.12,2.42,3.71,0.74,0.81,0.7,0.71,49.95,0.0,1119,0.75,-14.8,70.2,1,2025-09-23 15:53:46,1,0,1,0
2025-09-23 15:54:31,807.0,2.74,226.13,5.44,225.45,227.26,225.69,392.06,392.27,390.48,391.26,6.43,4.77,5.13,2.41,3.68,0.73,0.82,0.68,0.69,49.93,0.0,1119,0.75,-15.4,70.3,1,2025-09-23 15:54:31,1,0,1,0
2025-09-23 15:55:16,807.0,2.75,229.17,5.52,230.76,229.12,227.62,398.27,395.55,396.97,396.38,7.14,4.41,5.02,2.53,3.8,0.72,0.8,0.7,0.65,49.93,0.0,1119,0.74,-15.4,70.5,1,2025-09-23 15:55:16,1,0,1,0
2025-09-23 15:56:01,,2.75,229.24,5.5,230.42,229.33,227.97,398.16,396.03,396.98,397.06,7.11,4.8,4.58,2.53,3.78,0.72,0.8,0.68,0.68,49.95,0.0,1119,0.74,-15.5,70.4,1,2025-09-23 15:56:01,1,0,1,0
2025-09-23 15:56:46,,2.75,228.73,5.48,230.01,228.71,227.46,397.26,395.06,396.18,396.17,6.53,5.0,4.86,2.53,3.76,0.71,0.81,0.67,0.66,49.94,0.0,1119,0.74,-15.5,70.4,1,2025-09-23 15:56:46,1,0,1,0
2025-09-23 15:57:31,,2.74,229.46,5.46,230.68,229.65,228.06,398.66,396.39,397.28,397.21,6.86,4.97,4.56,2.54,3.77,0.72,0.8,0.68,0.68,49.96,0.0,1119,0.73,-15.6,70.5,1,2025-09-23 15:57:31,1,0,1,0
2025-09-23 15:58:16,,2.73,229.0,5.45,230.18,229.06,227.77,397.71,395.63,396.63,396.72,6.92,4.91,4.53,2.52,3.77,0.72,0.8,0.68,0.68,49.96,0.0,1119,0.74,-16.2,70.6,1,2025-09-23 15:58:16,1,0,1,0
2025-09-23 15:59:01,,2.72,228.91,5.45,230.29,228.84,227.6,397.62,395.29,396.55,396.48,7.09,4.74,4.53,2.52,3.76,0.72,0.8,0.69,0.68,49.98,0.0,1119,0.73,-16.2,70.7,1,2025-09-23 15:59:01,1,0,1,0
2025-09-23 15:59:46,,2.73,229.24,5.48,230.51,229.27,227.93,398.18,395.95,397.02,397.05,7.2,4.63,4.65,2.53,3.78,0.72,0.8,0.7,0.66,50.01,0.0,1119,0.73,-16.2,70.8,1,2025-09-23 15:59:46,1,0,1,0
2025-09-23 16:00:31,,2.74,229.65,5.48,230.93,229.76,228.26,398.97,396.66,397.67,397.77,7.13,4.73,4.59,2.54,3.8,0.72,0.79,0.7,0.67,50.04,0.0,1119,0.73,-16.3,70.7,1,2025-09-23 16:00:31,1,0,1,0
2025-09-23 16:01:16,,2.72,230.41,5.48,231.93,230.58,228.72,400.55,397.77,398.94,399.08,6.94,4.41,5.19,2.57,3.78,0.7,0.8,0.67,0.63,50.05,0.0,1119,0.73,-16.3,70.8,1,2025-09-23 16:01:16,1,0,1,0
2025-09-23 16:02:01,,2.71,230.5,5.43,231.71,230.45,229.47,400.12,398.19,399.39,399.23,6.45,4.99,4.86,2.56,3.75,0.71,0.8,0.65,0.67,50.07,0.0,1119,0.73,-16.3,70.7,1,2025-09-23 16:02:01,1,0,1,0
2025-09-23 16:02:46,,2.69,230.54,5.41,231.73,230.52,229.26,400.41,398.18,399.32,399.3,6.72,5.0,4.51,2.57,3.77,0.71,0.79,0.67,0.67,50.06,0.0,1119,0.72,-16.3,70.7,1,2025-09-23 16:02:46,1,0,1,0
2025-09-23 16:04:16,808.0,2.7,230.29,5.41,232.2,230.77,227.9,400.94,397.34,398.46,398.99,6.52,4.99,4.71,2.56,3.74,0.71,0.79,0.68,0.67,50.05,0.0,1119,0.73,-17.0,70.9,1,2025-09-23 16:04:16,1,0,1,0
2025-09-23 16:05:01,,2.68,230.22,5.4,231.29,230.43,228.93,399.86,397.82,398.56,398.75,6.65,4.99,4.56,2.56,3.76,0.71,0.79,0.68,0.66,50.04,0.0,1119,0.72,-17.0,71.1,1,2025-09-23 16:05:01,1,0,1,0
2025-09-23 16:05:46,,2.66,230.37,5.42,231.75,230.28,229.07,400.13,397.81,399.08,399.01,7.08,4.41,5.04,2.56,3.75,0.69,0.79,0.67,0.62,50.03,0.0,1119,0.72,-17.0,71.1,1,2025-09-23 16:05:46,1,0,1,0
2025-09-23 16:06:31,,2.67,230.38,5.39,231.54,230.38,229.22,400.03,398.23,399.03,399.22,6.59,5.0,4.58,2.57,3.74,0.71,0.79,0.66,0.67,50.0,0.0,1119,0.72,-17.0,71.1,1,2025-09-23 16:06:31,1,0,1,0
2025-09-23 16:07:16,,2.65,230.26,5.4,231.47,230.35,228.97,399.95,397.79,398.57,398.83,7.02,4.62,4.56,2.56,3.74,0.7,0.78,0.68,0.64,49.96,0.0,1119,0.72,-17.0,71.1,1,2025-09-23 16:07:16,1,0,1,0
2025-09-23 16:08:01,,2.68,230.43,5.48,235.17,223.58,232.55,397.33,395.05,405.06,399.15,6.96,4.19,5.31,2.59,3.77,0.68,0.82,0.64,0.6,49.94,0.0,1120,0.72,-17.1,71.2,1,2025-09-23 16:08:01,1,0,1,0
2025-09-23 16:08:46,,2.66,230.23,5.42,234.55,223.5,232.63,396.72,395.05,404.59,398.79,7.15,4.4,4.72,2.58,3.8,0.68,0.81,0.65,0.57,49.94,0.0,1120,0.72,-17.1,71.2,1,2025-09-23 16:08:46,1,0,1,0
2025-09-23 16:09:31,,2.67,230.68,5.42,235.13,223.82,233.1,397.69,395.88,405.54,399.7,6.96,4.64,4.66,2.6,3.79,0.7,0.81,0.66,0.61,49.96,0.0,1120,0.72,-17.0,71.8,1,2025-09-23 16:09:31,1,0,1,0
2025-09-23 16:10:16,,2.69,230.3,5.49,234.3,223.94,232.66,396.88,395.53,404.53,399.0,7.19,4.16,5.13,2.58,3.81,0.69,0.81,0.67,0.58,49.93,0.0,1120,0.72,-17.0,72.0,1,2025-09-23 16:10:16,1,0,1,0
2025-09-23 16:11:01,,2.68,228.29,5.44,231.68,222.18,231.02,393.08,392.51,400.71,395.43,6.8,4.37,5.31,2.5,3.72,0.7,0.83,0.65,0.62,49.94,0.0,1120,0.73,-17.0,72.8,1,2025-09-23 16:11:01,1,0,1,0
2025-09-23 16:11:46,,2.7,228.21,5.42,231.1,222.36,231.17,392.73,392.79,400.34,395.37,6.94,4.65,4.67,2.49,3.74,0.72,0.82,0.67,0.65,49.95,0.0,1120,0.73,-17.0,73.7,1,2025-09-23 16:11:46,1,0,1,0
2025-09-23 16:12:31,808.0,2.7,227.67,5.39,230.88,221.52,230.61,391.82,391.58,399.66,394.35,6.6,4.77,4.81,2.47,3.69,0.71,0.83,0.65,0.65,49.96,2.0,1120,0.74,-17.0,74.2,1,2025-09-23 16:12:31,1,0,1,0
2025-09-23 16:13:16,808.0,2.7,229.72,5.43,233.99,222.32,232.85,395.22,394.22,404.3,397.91,6.6,4.74,4.87,2.55,3.75,0.7,0.82,0.64,0.63,49.97,2.0,1120,0.73,-16.4,74.5,1,2025-09-23 16:13:16,1,0,1,0
2025-09-23 16:14:01,,2.72,230.28,5.48,234.17,223.33,233.45,396.16,395.62,404.88,398.89,6.58,4.64,5.22,2.57,3.77,0.69,0.82,0.63,0.62,49.95,2.0,1120,0.73,-16.3,74.7,1,2025-09-23 16:14:01,1,0,1,0
2025-09-23 16:14:46,,2.71,230.09,5.51,233.9,223.45,232.93,396.11,395.27,404.29,398.55,7.25,4.2,5.09,2.57,3.82,0.7,0.82,0.67,0.59,49.97,2.0,1120,0.73,-16.3,74.9,1,2025-09-23 16:14:46,1,0,1,0
2025-09-23 16:15:31,,2.76,229.85,5.56,233.96,222.92,232.67,395.71,394.58,404.11,398.13,6.94,4.28,5.45,2.57,3.83,0.69,0.83,0.66,0.6,49.97,2.0,1120,0.73,-16.3,75.3,1,2025-09-23 16:15:31,1,0,1,0
2025-09-23 16:16:16,,2.71,230.22,5.52,234.01,223.71,232.95,396.43,395.51,404.4,398.78,7.1,4.17,5.41,2.57,3.8,0.69,0.82,0.64,0.6,49.97,2.0,1120,0.73,-16.3,75.5,1,2025-09-23 16:16:16,1,0,1,0
2025-09-23 16:17:01,,2.72,230.34,5.5,234.52,223.13,232.67,396.78,395.18,405.0,398.98,6.68,4.49,5.33,2.58,3.79,0.69,0.82,0.64,0.61,49.97,2.0,1120,0.73,-16.3,75.7,1,2025-09-23 16:17:01,1,0,1,0
2025-09-23 16:17:46,,2.73,229.83,5.47,233.91,223.12,232.46,395.84,394.57,403.89,398.1,7.06,4.64,4.71,2.56,3.81,0.71,0.82,0.68,0.63,50.01,2.0,1120,0.73,-16.2,75.9,1,2025-09-23 16:17:46,1,0,1,0
2025-09-23 16:18:31,,2.75,229.72,5.53,233.92,223.14,232.17,395.8,394.32,403.6,397.91,7.31,4.4,4.88,2.55,3.84,0.71,0.82,0.69,0.62,49.99,2.0,1120,0.73,-16.2,76.2,1,2025-09-23 16:18:31,1,0,1,0
2025-09-23 16:19:16,,2.76,229.09,5.55,233.32,222.21,231.75,394.54,393.17,402.76,396.82,7.33,4.23,5.08,2.54,3.84,0.71,0.83,0.69,0.62,49.96,2.0,1120,0.74,-16.2,76.3,1,2025-09-23 16:19:16,1,0,1,0
2025-09-23 16:20:01,,2.74,229.41,5.53,234.01,222.01,232.2,394.97,393.39,403.75,397.37,6.75,4.4,5.45,2.55,3.8,0.69,0.83,0.65,0.61,49.95,2.0,1120,0.73,-16.2,76.5,1,2025-09-23 16:20:01,1,0,1,0
2025-09-23 16:20:46,,2.74,230.02,5.52,234.11,223.13,232.81,396.02,394.89,404.37,398.42,7.28,4.33,4.95,2.57,3.84,0.7,0.82,0.68,0.6,49.96,2.0,1120,0.73,-16.2,76.7,1,2025-09-23 16:20:46,1,0,1,0
2025-09-23 16:21:31,,2.75,227.86,5.51,230.79,221.76,231.02,391.68,392.0,399.71,394.46,7.19,4.3,5.03,2.48,3.78,0.72,0.83,0.68,0.64,49.95,2.0,1120,0.74,-15.6,77.1,1,2025-09-23 16:21:31,1,0,1,0
2025-09-23 16:22:16,,2.78,227.01,5.53,229.92,220.48,230.31,390.37,390.5,398.79,393.22,6.6,4.62,5.36,2.46,3.77,0.71,0.84,0.66,0.65,49.93,2.0,1120,0.75,-15.5,77.3,1,2025-09-23 16:22:16,1,0,1,0
2025-09-23 16:23:01,809.0,2.77,227.04,5.48,230.13,220.63,230.37,390.4,390.61,398.8,393.45,6.54,4.79,5.1,2.45,3.73,0.71,0.84,0.66,0.64,49.94,2.0,1120,0.75,-15.5,77.5,1,2025-09-23 16:23:01,1,0,1,0
2025-09-23 16:23:46,809.0,2.78,226.8,5.55,230.1,220.06,230.23,389.88,390.0,398.96,392.98,6.81,4.34,5.49,2.44,3.78,0.72,0.84,0.69,0.64,49.95,2.0,1121,0.75,-15.5,77.7,1,2025-09-23 16:23:46,1,0,1,0
2025-09-23 16:24:31,,2.75,227.06,5.43,230.25,220.31,230.61,390.23,390.54,399.12,393.3,6.93,4.65,4.82,2.44,3.71,0.72,0.84,0.65,0.67,49.96,2.0,1121,0.75,-15.5,77.8,1,2025-09-23 16:24:31,1,0,1,0
2025-09-23 16:25:16,,2.79,226.66,5.56,229.71,219.57,230.69,389.12,389.98,398.72,392.61,6.53,4.43,5.54,2.44,3.78,0.72,0.84,0.67,0.64,49.95,2.0,1121,0.75,-15.5,77.9,1,2025-09-23 16:25:16,1,0,1,0
2025-09-23 16:26:01,,2.79,226.74,5.55,229.88,219.78,230.57,389.48,389.87,398.76,392.7,6.65,4.5,5.49,2.44,3.77,0.72,0.84,0.66,0.64,49.94,2.0,1121,0.75,-15.5,78.0,1,2025-09-23 16:26:01,1,0,1,0
2025-09-23 16:26:46,,2.76,226.62,5.45,229.46,219.92,230.3,389.18,389.97,398.48,392.54,6.62,4.8,4.94,2.43,3.71,0.72,0.85,0.65,0.67,49.95,2.0,1121,0.75,-15.4,78.1,1,2025-09-23 16:26:46,1,0,1,0
2025-09-23 16:27:31,,2.76,226.25,5.5,229.4,219.34,230.02,388.65,389.19,397.87,391.91,7.2,4.31,5.0,2.42,3.76,0.73,0.84,0.69,0.66,49.93,2.0,1121,0.75,-15.4,78.3,1,2025-09-23 16:27:31,1,0,1,0
2025-09-23 16:28:16,,2.76,227.66,5.46,228.62,226.44,227.93,394.1,393.5,395.55,394.54,6.81,4.95,4.62,2.47,3.74,0.73,0.82,0.67,0.69,49.92,2.0,1121,0.75,-15.4,78.4,1,2025-09-23 16:28:16,1,0,1,0
2025-09-23 16:29:01,,2.74,227.33,5.49,228.01,226.22,227.77,393.38,393.17,394.72,393.75,6.72,4.46,5.27,2.46,3.73,0.72,0.82,0.68,0.66,49.92,2.0,1121,0.74,-15.4,78.5,1,2025-09-23 16:29:01,1,0,1,0
2025-09-23 16:29:46,,2.75,225.78,5.42,224.53,225.72,227.09,389.93,392.15,391.12,391.06,6.36,5.06,4.85,2.39,3.7,0.73,0.83,0.66,0.71,50.0,2.0,1121,0.75,-14.8,78.6,1,2025-09-23 16:29:46,1,0,1,0
2025-09-23 16:30:31,,2.81,228.67,5.51,227.99,228.01,230.0,394.91,396.65,396.63,396.06,6.7,5.07,4.75,2.5,3.78,0.73,0.83,0.65,0.7,50.03,2.0,1121,0.75,-14.8,78.6,1,2025-09-23 16:30:31,1,0,1,0
2025-09-23 16:31:16,,2.78,227.68,5.52,227.51,227.35,228.08,394.02,394.41,394.65,394.36,6.81,4.49,5.26,2.45,3.77,0.73,0.82,0.69,0.68,50.06,2.0,1121,0.75,-14.8,78.6,1,2025-09-23 16:31:16,1,0,1,0
2025-09-23 16:32:01,809.0,2.76,227.85,5.5,229.22,226.77,227.56,394.9,393.46,395.58,394.64,6.76,4.45,5.3,2.46,3.76,0.72,0.82,0.68,0.66,50.08,2.0,1121,0.75,-14.8,78.4,1,2025-09-23 16:32:01,1,0,1,0
2025-09-23 16:32:46,809.0,2.78,227.93,5.47,229.14,226.83,227.83,394.88,393.75,395.75,394.97,6.57,5.01,4.82,2.46,3.74,0.73,0.83,0.66,0.69,50.06,2.0,1121,0.75,-14.8,78.3,1,2025-09-23 16:32:46,1,0,1,0
2025-09-23 16:33:31,,2.76,227.75,5.49,229.25,226.38,227.62,394.59,393.18,395.66,394.48,6.61,4.58,5.28,2.48,3.77,0.72,0.82,0.68,0.65,50.05,2.0,1121,0.74,-14.8,78.2,1,2025-09-23 16:33:31,1,0,1,0
2025-09-23 16:34:16,,2.74,227.94,5.43,228.42,227.3,228.11,394.67,394.4,395.37,394.81,6.92,4.79,4.61,2.46,3.73,0.73,0.82,0.67,0.69,50.04,2.0,1121,0.74,-14.8,77.7,1,2025-09-23 16:34:16,1,0,1,0
2025-09-23 16:35:01,,2.75,228.33,5.43,228.71,227.71,228.58,395.27,394.93,395.96,395.3,6.6,5.03,4.67,2.48,3.73,0.72,0.82,0.66,0.69,50.02,2.0,1121,0.74,-15.4,77.1,1,2025-09-23 16:35:01,1,0,1,0
2025-09-23 16:35:46,,2.72,227.65,5.41,228.28,227.44,227.8,394.14,394.06,394.69,394.3,6.91,4.75,4.56,2.46,3.71,0.73,0.81,0.68,0.69,50.01,2.0,1121,0.74,-15.4,76.6,1,2025-09-23 16:35:46,1,0,1,0
2025-09-23 16:36:31,,2.72,227.68,5.4,228.3,227.09,227.64,394.38,393.81,394.86,394.35,6.6,4.95,4.65,2.45,3.7,0.72,0.82,0.66,0.69,50.0,0.0,1121,0.74,-15.4,76.1,1,2025-09-23 16:36:31,1,0,1,0
2025-09-23 16:37:16,,2.7,227.74,5.39,227.98,227.12,228.13,394.13,394.32,395.04,394.53,6.45,5.02,4.69,2.46,3.68,0.72,0.82,0.65,0.69,49.98,0.0,1121,0.74,-15.5,75.7,1,2025-09-23 16:37:16,1,0,1,0
2025-09-23 16:38:01,,2.68,227.38,5.41,228.02,226.72,227.41,393.82,393.29,394.41,393.84,6.9,4.31,5.05,2.46,3.69,0.71,0.82,0.67,0.65,49.97,0.0,1121,0.74,-15.5,75.3,1,2025-09-23 16:38:01,1,0,1,0
2025-09-23 16:38:46,,2.67,227.21,5.34,227.82,226.52,227.29,393.47,393.01,394.14,393.54,6.37,4.92,4.69,2.44,3.65,0.72,0.82,0.65,0.69,49.98,0.0,1121,0.74,-15.5,75.3,1,2025-09-23 16:38:46,1,0,1,0
2025-09-23 16:39:31,,2.67,227.26,5.36,228.15,227.03,227.28,393.62,393.33,393.95,393.63,6.3,4.88,4.88,2.44,3.64,0.71,0.82,0.64,0.69,49.97,0.0,1122,0.74,-15.5,75.1,1,2025-09-23 16:39:31,1,0,1,0
2025-09-23 16:40:16,,2.67,227.74,5.37,227.7,228.22,227.29,394.84,394.48,394.03,394.45,6.28,4.89,4.94,2.45,3.65,0.71,0.81,0.64,0.69,49.99,0.0,1122,0.74,-15.6,74.9,1,2025-09-23 16:40:16,1,0,1,0
2025-09-23 16:41:01,810.0,2.63,227.55,5.33,227.87,228.07,226.71,394.86,393.85,393.7,394.04,6.3,4.74,4.95,2.45,3.62,0.71,0.81,0.64,0.67,50.0,0.0,1122,0.73,-16.2,74.7,1,2025-09-23 16:41:01,1,0,1,0
2025-09-23 16:41:46,810.0,2.63,227.65,5.32,227.7,228.31,226.94,394.92,393.86,393.47,394.05,6.81,4.69,4.47,2.45,3.64,0.72,0.8,0.68,0.67,49.97,0.0,1122,0.73,-16.2,74.5,1,2025-09-23 16:41:46,1,0,1,0
2025-09-23 16:42:31,,2.65,227.42,5.33,227.46,227.75,227.04,394.22,393.86,393.61,393.9,6.26,4.93,4.82,2.44,3.63,0.72,0.81,0.65,0.69,49.98,0.0,1122,0.74,-16.2,74.3,1,2025-09-23 16:42:31,1,0,1,0
2025-09-23 16:43:16,,2.61,227.76,5.31,228.11,228.07,227.11,395.06,394.2,394.23,394.5,6.59,4.81,4.47,2.46,3.64,0.71,0.8,0.68,0.66,49.99,0.0,1122,0.73,-16.2,74.3,1,2025-09-23 16:43:16,1,0,1,0
2025-09-23 16:44:01,,2.65,227.09,5.36,227.2,228.01,226.05,394.22,393.23,392.53,393.28,6.92,4.35,4.8,2.44,3.65,0.72,0.81,0.68,0.66,49.98,0.0,1122,0.74,-16.3,74.2,1,2025-09-23 16:44:01,1,0,1,0
2025-09-23 16:44:46,,2.63,227.63,5.34,227.57,228.59,226.74,395.05,394.33,393.31,394.19,6.84,4.32,4.88,2.46,3.64,0.71,0.8,0.67,0.65,49.98,0.0,1122,0.73,-16.3,74.2,1,2025-09-23 16:44:46,1,0,1,0
2025-09-23 16:45:31,,2.62,225.03,5.3,224.99,225.83,224.27,390.42,389.8,389.07,389.76,6.48,4.38,5.04,2.36,3.57,0.72,0.82,0.66,0.67,49.96,0.0,1122,0.74,-16.3,74.1,1,2025-09-23 16:45:31,1,0,1,0
2025-09-23 16:46:16,,2.58,224.95,5.21,224.74,225.58,224.53,389.99,389.81,389.08,389.63,6.42,4.81,4.39,2.35,3.53,0.72,0.81,0.67,0.7,49.96,0.0,1122,0.74,-16.3,74.1,1,2025-09-23 16:46:16,1,0,1,0
2025-09-23 16:47:01,,2.6,227.53,5.28,228.02,227.49,227.08,394.48,393.67,394.13,394.09,6.38,4.82,4.63,2.44,3.61,0.71,0.8,0.68,0.66,49.97,0.0,1122,0.73,-16.3,74.1,1,2025-09-23 16:47:01,1,0,1,0
2025-09-23 16:47:46,,2.58,227.04,5.26,228.0,228.12,225.01,395.01,392.43,392.32,393.25,6.44,4.82,4.34,2.43,3.6,0.71,0.8,0.68,0.66,49.96,0.0,1122,0.73,-16.3,73.8,1,2025-09-23 16:47:46,1,0,1,0
2025-09-23 16:48:31,,2.59,227.56,5.25,228.57,228.38,225.84,395.63,393.25,393.55,394.14,6.43,4.84,4.48,2.44,3.6,0.71,0.8,0.66,0.67,49.97,0.0,1122,0.73,-16.3,73.8,1,2025-09-23 16:48:31,1,0,1,0
