start_time,end_time,duration,start_temp,end_temp,avg_room_temp,energy_consumed_kwh,calculated_power_kw,avg_cooling_kw,actual_cop,rated_cop
2025-09-30 05:36:35,2025-09-30 05:38:50,0 days 00:02:15,20.0,18.8,19.767,0.13,3.467,19.453,5.611,4.917
2025-09-30 05:45:35,2025-09-30 05:47:05,0 days 00:01:30,19.9,19.0,19.75,0.09,3.6,19.444,5.401,4.915
2025-09-30 05:53:05,2025-09-30 05:55:20,0 days 00:02:15,20.0,18.9,19.733,0.14,3.733,19.435,5.206,4.913
2025-09-30 06:02:05,2025-09-30 06:04:20,0 days 00:02:15,20.0,18.6,19.633,0.11,2.933,19.382,6.607,4.9
2025-09-30 06:12:20,2025-09-30 06:13:50,0 days 00:01:30,19.9,18.8,19.65,0.06,2.4,19.391,8.079,4.902
2025-09-30 06:20:57,2025-09-30 06:23:12,0 days 00:02:15,20.1,18.9,19.867,0.13,3.467,19.507,5.627,4.93
2025-09-30 06:31:03,2025-09-30 06:32:33,0 days 00:01:30,20.0,19.0,19.75,0.08,3.2,19.444,6.076,4.915
2025-09-30 06:40:48,2025-09-30 06:43:03,0 days 00:02:15,20.1,18.9,19.9,0.13,3.467,19.524,5.632,4.934
2025-09-30 06:51:18,2025-09-30 06:53:33,0 days 00:02:15,20.0,18.6,19.633,0.11,2.933,19.382,6.607,4.9
2025-09-30 07:01:03,2025-09-30 07:03:18,0 days 00:02:15,20.1,18.8,19.8,0.11,2.933,19.471,6.638,4.921
2025-09-30 07:10:10,2025-09-30 07:12:25,0 days 00:02:15,20.1,18.9,19.8,0.13,3.467,19.471,5.617,4.921
2025-09-30 07:20:18,2025-09-30 07:22:54,0 days 00:02:36,20.0,18.5,19.6,0.1,2.308,19.364,8.391,4.896
2025-09-30 07:30:00,2025-09-30 07:31:30,0 days 00:01:30,20.0,18.9,19.75,0.09,3.6,19.444,5.401,4.915
2025-09-30 07:39:45,2025-09-30 07:42:00,0 days 00:02:15,20.0,18.7,19.633,0.13,3.467,19.382,5.591,4.9
2025-09-30 07:50:15,2025-09-30 07:52:30,0 days 00:02:15,20.0,18.7,19.633,0.13,3.467,19.382,5.591,4.9
2025-09-30 08:00:45,2025-09-30 08:03:00,0 days 00:02:15,20.1,18.8,19.767,0.14,3.733,19.453,5.211,4.917
2025-09-30 08:10:30,2025-09-30 08:12:52,0 days 00:02:22,19.9,18.5,19.533,0.14,3.549,19.328,5.446,4.887
2025-09-30 08:19:14,2025-09-30 08:21:29,0 days 00:02:15,19.9,18.6,19.533,0.13,3.467,19.328,5.576,4.887
2025-09-30 08:28:36,2025-09-30 08:31:36,0 days 00:03:00,20.1,18.5,19.625,0.17,3.4,19.377,5.699,4.899
2025-09-30 08:38:42,2025-09-30 08:41:42,0 days 00:03:00,20.0,18.5,19.6,0.17,3.4,19.364,5.695,4.896
2025-09-30 08:49:57,2025-09-30 08:52:57,0 days 00:03:00,20.1,18.6,19.7,0.16,3.2,19.417,6.068,4.908
